sequence,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgB8lBGiBTjB3m?BlsB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBThBliBcoBWr?B/sB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBlhBGjBzlBXn?B8sB,v115@JhA8HeB8FeA8AeF8AeB8Jex/IvhF8lBSnBTjBOpB3m?BlsB,v115@JhA8HeB8FeA8AeF8AeB8JeZEJvhFCgBlhB3iBcoBzl?BGsB
OISZLJT,O,X,X,X,X
OISZJTL,X,X,X,X,X
OISZJLT,O,X,X,X,X
OIZTLJS,O,X,O,X,O
OIZTLSJ,X,X,X,X,O
OIZTJLS,O,X,O,X,O
OIZTJSL,X,X,X,X,O
OIZTSLJ,X,X,X,X,O
OIZTSJL,X,X,X,X,X
OIZLTJS,O,X,O,X,O
OIZLTSJ,X,X,X,X,O
OIZLJTS,X,X,O,X,O
OIZLJST,X,X,O,X,O
OIZLSTJ,X,X,O,X,O
OIZLSJT,O,X,O,X,O
OIZJTLS,X,X,O,X,O
OIZJTSL,X,X,X,X,O
OIZJLTS,X,X,O,X,O
OIZJLST,X,X,O,X,O
OIZJSTL,X,X,O,X,O
OIZJSLT,X,X,O,X,O
OIZSTLJ,X,X,O,X,O
OIZSTJL,X,X,O,X,X
OIZSLTJ,X,X,O,X,O
OIZSLJT,O,X,O,X,O
OIZSJTL,X,X,O,X,O
OIZSJLT,O,X,O,X,O
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,X,O,X,X
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,O,X,X
OLTIZJS,O,X,O,X,O
OLTIZSJ,X,X,X,X,O
OLTJISZ,X,X,X,X,X
OLTJIZS,X,X,O,X,X
OLTJSIZ,X,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,X,X,X
OLTJZSI,X,X,X,X,X
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,X,O,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,O,X,X
OLTSZJI,X,X,O,X,X
OLTZIJS,O,X,O,X,O
OLTZISJ,X,X,X,X,O
OLTZJIS,O,X,O,X,O
OLTZJSI,X,X,X,X,O
OLTZSIJ,X,X,X,X,O
OLTZSJI,X,X,X,X,X
OLITJSZ,X,X,X,X,X
OLITJZS,X,X,O,X,X
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,O,X,X
OLITZJS,O,X,O,X,O
OLITZSJ,X,X,X,X,O
OLIJTSZ,X,X,X,X,X
OLIJTZS,X,X,O,X,O
OLIJSTZ,X,X,X,X,X
OLIJSZT,X,X,X,X,X
OLIJZTS,X,X,O,X,O
OLIJZST,X,X,O,X,O
OLISTJZ,X,X,X,X,X
OLISTZJ,X,X,O,X,X
OLISJTZ,X,X,X,X,X
OLISJZT,X,X,X,X,X
OLISZTJ,X,X,X,X,X
OLISZJT,X,X,X,X,X
OLIZTJS,O,X,O,X,O
OLIZTSJ,X,X,X,X,O
OLIZJTS,X,X,O,X,O
OLIZJST,X,X,O,X,O
OLIZSTJ,X,X,O,X,O
OLIZSJT,O,X,O,X,O
OLJTISZ,X,X,X,X,X
OLJTIZS,X,X,O,X,O
OLJTSIZ,X,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,X,X,O
OLJTZSI,X,X,X,X,O
OLJITSZ,X,X,X,X,X
OLJITZS,X,X,O,X,O
OLJISTZ,X,X,X,X,X
OLJISZT,X,X,X,X,X
OLJIZTS,X,X,O,X,O
OLJIZST,X,X,O,X,O
OLJSTIZ,X,X,X,X,X
OLJSTZI,X,X,X,X,X
OLJSITZ,X,X,X,X,X
OLJSIZT,X,X,X,X,X
OLJSZTI,X,X,X,X,X
OLJSZIT,X,X,X,X,X
OLJZTIS,X,X,O,X,O
OLJZTSI,X,X,X,X,O
OLJZITS,X,X,O,X,O
OLJZIST,X,X,O,X,O
OLJZSTI,X,X,O,X,O
OLJZSIT,X,X,O,X,O
OLSTIJZ,X,X,X,X,X
OLSTIZJ,X,X,O,X,X
OLSTJIZ,X,X,X,X,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,X,O,X,X
OLSTZJI,X,X,O,X,X
OLSITJZ,X,X,X,X,X
OLSITZJ,X,X,O,X,X
OLSIJTZ,X,X,X,X,X
OLSIJZT,X,X,X,X,X
OLSIZTJ,X,X,X,X,X
OLSIZJT,X,X,X,X,X
OLSJTIZ,X,X,X,X,X
OLSJTZI,X,X,X,X,X
OLSJITZ,X,X,X,X,X
OLSJIZT,X,X,X,X,X
OLSJZTI,X,X,X,X,X
OLSJZIT,X,X,X,X,X
OLSZTIJ,X,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,X,X,X,X,X
OLSZIJT,X,X,X,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,X,X,X,X,X
OLZTIJS,O,X,O,X,O
OLZTISJ,X,X,X,X,O
OLZTJIS,O,X,O,X,O
OLZTJSI,X,X,X,X,O
OLZTSIJ,X,X,X,X,O
OLZTSJI,X,X,X,X,X
OLZITJS,O,X,O,X,O
OLZITSJ,X,X,X,X,O
OLZIJTS,X,X,O,X,O
OLZIJST,X,X,O,X,O
OLZISTJ,X,X,O,X,O
OLZISJT,O,X,O,X,O
OLZJTIS,X,X,O,X,O
OLZJTSI,X,X,X,X,O
OLZJITS,X,X,O,X,O
OLZJIST,X,X,O,X,O
OLZJSTI,X,X,O,X,O
OLZJSIT,X,X,O,X,O
OLZSTIJ,X,X,O,X,O
OLZSTJI,X,X,O,X,X
OLZSITJ,X,X,O,X,O
OLZSIJT,O,X,O,X,O
OLZSJTI,X,X,O,X,O
OLZSJIT,O,X,O,X,O
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,O,O,O
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,O,O
OJTIZSL,X,X,X,X,O
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,O,O,O
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,O,O
OJTLZSI,X,X,X,O,O
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,O,O
OJTZISL,X,X,X,X,O
OJTZLIS,X,X,X,O,O
OJTZLSI,X,X,X,O,O
OJTZSIL,X,X,X,X,O
OJTZSLI,X,X,X,X,O
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,O,O,O
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,O,O
OJITZSL,X,X,X,X,O
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,O,X,O
OJILSTZ,X,X,X,X,X
OJILSZT,X,X,X,X,X
OJILZTS,X,X,O,X,O
OJILZST,X,X,O,X,O
OJISTLZ,X,X,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,X,X,X,X
OJISLZT,X,X,X,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,O,O,O
OJIZTSL,X,X,X,X,O
OJIZLTS,X,X,O,X,O
OJIZLST,X,X,O,X,O
OJIZSTL,X,X,O,X,O
OJIZSLT,X,X,O,X,O
OJLTISZ,X,X,X,X,X
OJLTIZS,X,X,O,X,O
OJLTSIZ,X,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,X,X,O
OJLTZSI,X,X,X,X,O
OJLITSZ,X,X,X,X,X
OJLITZS,X,X,O,X,O
OJLISTZ,X,X,X,X,X
OJLISZT,X,X,X,X,X
OJLIZTS,X,X,O,X,O
OJLIZST,X,X,O,X,O
OJLSTIZ,X,X,X,X,X
OJLSTZI,X,X,X,X,X
OJLSITZ,X,X,X,X,X
OJLSIZT,X,X,X,X,X
OJLSZTI,X,X,X,X,X
OJLSZIT,X,X,X,X,X
OJLZTIS,X,X,O,X,O
OJLZTSI,X,X,X,X,O
OJLZITS,X,X,O,X,O
OJLZIST,X,X,O,X,O
OJLZSTI,X,X,O,X,O
OJLZSIT,X,X,O,X,O
OJSTILZ,X,X,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,X,X,X,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,X,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,X,X,X,X
OJSILZT,X,X,X,X,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,X,X,X,X,X
OJSLTZI,X,X,X,X,X
OJSLITZ,X,X,X,X,X
OJSLIZT,X,X,X,X,X
OJSLZTI,X,X,X,X,X
OJSLZIT,X,X,X,X,X
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,X,X,X,X,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,X,X
OJZTILS,X,X,O,O,O
OJZTISL,X,X,X,X,O
OJZTLIS,X,X,O,O,O
OJZTLSI,X,X,X,O,O
OJZTSIL,X,X,X,X,O
OJZTSLI,X,X,X,X,O
OJZITLS,X,X,O,O,O
OJZITSL,X,X,X,X,O
OJZILTS,X,X,O,X,O
OJZILST,X,X,O,X,O
OJZISTL,X,X,O,X,O
OJZISLT,X,X,O,X,O
OJZLTIS,X,X,O,X,O
OJZLTSI,X,X,X,X,O
OJZLITS,X,X,O,X,O
OJZLIST,X,X,O,X,O
OJZLSTI,X,X,O,X,O
OJZLSIT,X,X,O,X,O
OJZSTIL,X,X,O,X,O
OJZSTLI,X,X,O,X,O
OJZSITL,X,X,O,X,O
OJZSILT,X,X,O,X,O
OJZSLTI,X,X,O,X,O
OJZSLIT,X,X,O,X,O
OSTILJZ,X,X,X,X,X
OSTILZJ,X,X,O,X,X
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,X,X,O,X,X
OSTIZJL,X,X,O,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,X,X,O,X,X
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,O,X,X
OSTLZJI,X,X,O,X,X
OSTJILZ,X,X,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,X,X,X,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,X,X,O,X,X
OSTZIJL,X,X,O,X,X
OSTZLIJ,X,X,O,X,X
OSTZLJI,X,X,O,X,X
OSTZJIL,X,X,O,X,X
OSTZJLI,X,X,O,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,X,O,X,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,X,X,O,X,X
OSITZJL,X,X,O,X,X
OSILTJZ,X,X,X,X,X
OSILTZJ,X,X,O,X,X
OSILJTZ,X,X,X,X,X
OSILJZT,X,X,X,X,X
OSILZTJ,X,X,X,X,X
OSILZJT,X,X,X,X,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,X,X,X
OSIJLZT,X,X,X,X,X
OSIJZTL,X,X,X,X,X
OSIJZLT,O,X,X,X,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,X,X,X,X,X
OSIZLJT,O,X,X,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,X,X,X,X,X
OSLTIZJ,X,X,O,X,X
OSLTJIZ,X,X,X,X,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,X,O,X,X
OSLTZJI,X,X,O,X,X
OSLITJZ,X,X,X,X,X
OSLITZJ,X,X,O,X,X
OSLIJTZ,X,X,X,X,X
OSLIJZT,X,X,X,X,X
OSLIZTJ,X,X,X,X,X
OSLIZJT,X,X,X,X,X
OSLJTIZ,X,X,X,X,X
OSLJTZI,X,X,X,X,X
OSLJITZ,X,X,X,X,X
OSLJIZT,X,X,X,X,X
OSLJZTI,X,X,X,X,X
OSLJZIT,X,X,X,X,X
OSLZTIJ,X,X,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,X,X,X,X,X
OSLZIJT,X,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,X,X,X,X,X
OSJTILZ,X,X,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,X,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,X,X,X
OSJILZT,X,X,X,X,X
OSJIZTL,X,X,X,X,X
OSJIZLT,O,X,X,X,X
OSJLTIZ,X,X,X,X,X
OSJLTZI,X,X,X,X,X
OSJLITZ,X,X,X,X,X
OSJLIZT,X,X,X,X,X
OSJLZTI,X,X,X,X,X
OSJLZIT,X,X,X,X,X
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,O,X,X,X,X
OSJZLTI,X,X,X,X,X
OSJZLIT,O,X,X,X,X
OSZTILJ,X,X,X,X,X
OSZTIJL,X,X,X,X,X
OSZTLIJ,X,X,X,X,X
OSZTLJI,X,X,X,X,X
OSZTJIL,X,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,X,X,X,X,X
OSZILJT,O,X,X,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,O,X,X,X,X
OSZLTIJ,X,X,X,X,X
OSZLTJI,X,X,X,X,X
OSZLITJ,X,X,X,X,X
OSZLIJT,O,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,X,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,O,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,O,X,X,X,X
OZTILJS,O,X,O,X,O
OZTILSJ,X,X,X,X,O
OZTIJLS,O,X,O,X,O
OZTIJSL,X,X,X,X,O
OZTISLJ,X,X,X,X,O
OZTISJL,X,X,X,X,X
OZTLIJS,O,X,O,X,O
OZTLISJ,X,X,X,X,O
OZTLJIS,O,X,O,O,O
OZTLJSI,X,X,X,O,O
OZTLSIJ,X,X,X,X,O
OZTLSJI,X,X,X,X,X
OZTJILS,O,X,O,O,O
OZTJISL,X,X,X,X,O
OZTJLIS,O,X,O,O,O
OZTJLSI,X,X,X,O,O
OZTJSIL,X,X,X,X,O
OZTJSLI,X,X,X,X,O
OZTSILJ,X,X,X,X,O
OZTSIJL,X,X,X,X,X
OZTSLIJ,X,X,X,X,O
OZTSLJI,X,X,X,X,X
OZTSJIL,X,X,X,X,X
OZTSJLI,X,X,X,X,X
OZITLJS,O,X,O,X,O
OZITLSJ,X,X,X,X,O
OZITJLS,O,X,O,X,O
OZITJSL,X,X,X,X,O
OZITSLJ,X,X,X,X,O
OZITSJL,X,X,X,X,X
OZILTJS,O,X,O,X,O
OZILTSJ,X,X,X,X,O
OZILJTS,X,X,O,X,O
OZILJST,X,X,O,X,O
OZILSTJ,X,X,O,X,O
OZILSJT,O,X,O,X,O
OZIJTLS,X,X,O,X,O
OZIJTSL,X,X,X,X,O
OZIJLTS,X,X,O,X,O
OZIJLST,X,X,O,X,O
OZIJSTL,X,X,O,X,O
OZIJSLT,X,X,O,X,O
OZISTLJ,X,X,O,X,O
OZISTJL,X,X,O,X,X
OZISLTJ,X,X,O,X,O
OZISLJT,O,X,O,X,O
OZISJTL,X,X,O,X,O
OZISJLT,O,X,O,X,O
OZLTIJS,O,X,O,X,O
OZLTISJ,X,X,X,X,O
OZLTJIS,O,X,O,X,O
OZLTJSI,X,X,X,X,O
OZLTSIJ,X,X,X,X,O
OZLTSJI,X,X,X,X,X
OZLITJS,O,X,O,X,O
OZLITSJ,X,X,X,X,O
OZLIJTS,X,X,O,X,O
OZLIJST,X,X,O,X,O
OZLISTJ,X,X,O,X,O
OZLISJT,O,X,O,X,O
OZLJTIS,X,X,O,X,O
OZLJTSI,X,X,X,X,O
OZLJITS,X,X,O,X,O
OZLJIST,X,X,O,X,O
OZLJSTI,X,X,O,X,O
OZLJSIT,X,X,O,X,O
OZLSTIJ,X,X,O,X,O
OZLSTJI,X,X,O,X,X
OZLSITJ,X,X,O,X,O
OZLSIJT,O,X,O,X,O
OZLSJTI,X,X,O,X,O
OZLSJIT,O,X,O,X,O
OZJTILS,X,X,O,O,O
OZJTISL,X,X,X,X,O
OZJTLIS,X,X,O,O,O
OZJTLSI,X,X,X,O,O
OZJTSIL,X,X,X,X,O
OZJTSLI,X,X,X,X,O
OZJITLS,X,X,O,O,O
OZJITSL,X,X,X,X,O
OZJILTS,X,X,O,X,O
OZJILST,X,X,O,X,O
OZJISTL,X,X,O,X,O
OZJISLT,X,X,O,X,O
OZJLTIS,X,X,O,X,O
OZJLTSI,X,X,X,X,O
OZJLITS,X,X,O,X,O
OZJLIST,X,X,O,X,O
OZJLSTI,X,X,O,X,O
OZJLSIT,X,X,O,X,O
OZJSTIL,X,X,O,X,O
OZJSTLI,X,X,O,X,O
OZJSITL,X,X,O,X,O
OZJSILT,X,X,O,X,O
OZJSLTI,X,X,O,X,O
OZJSLIT,X,X,O,X,O
OZSTILJ,X,X,O,X,O
OZSTIJL,X,X,O,X,X
OZSTLIJ,X,X,O,X,O
OZSTLJI,X,X,O,X,X
OZSTJIL,X,X,O,X,X
OZSTJLI,X,X,O,X,X
OZSITLJ,X,X,O,X,O
OZSITJL,X,X,O,X,X
OZSILTJ,X,X,O,X,O
OZSILJT,O,X,O,X,O
OZSIJTL,X,X,O,X,O
OZSIJLT,O,X,O,X,O
OZSLTIJ,X,X,O,X,O
OZSLTJI,X,X,O,X,X
OZSLITJ,X,X,O,X,O
OZSLIJT,O,X,O,X,O
OZSLJTI,X,X,O,X,O
OZSLJIT,O,X,O,X,O
OZSJTIL,X,X,O,X,O
OZSJTLI,X,X,O,X,O
OZSJITL,X,X,O,X,O
OZSJILT,O,X,O,X,O
OZSJLTI,X,X,O,X,O
OZSJLIT,O,X,O,X,O
