sequence,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjB2wBvmBJ?fBqkBTgB,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjBJmBqrB2?pBTgBvfB,v115@2gA8CeG8DeI8AeH8BeI8AeB8Je9MJvhFUjBJmBqrBz?kBOkBvgB
OSJLITZ,X,O,O
OSJLIZT,X,O,O
OSJLZTI,X,O,O
OSJLZIT,X,O,O
OSJZTIL,X,O,O
OSJZTLI,X,O,O
OSJZITL,X,O,O
OSJZILT,X,O,O
OSJZLTI,X,O,O
OSJZLIT,X,O,O
OSZTILJ,X,O,O
OSZTIJL,X,O,O
OSZTLIJ,O,O,O
OSZTLJI,O,O,O
OSZTJIL,O,O,O
OSZTJLI,O,O,O
OSZITLJ,X,O,O
OSZITJL,X,O,O
OSZILTJ,X,X,O
OSZILJT,X,X,O
OSZIJTL,X,O,O
OSZIJLT,X,O,O
OSZLTIJ,O,X,O
OSZLTJI,O,X,O
OSZLITJ,O,X,O
OSZLIJT,X,X,O
OSZLJTI,X,X,O
OSZLJIT,X,X,O
OSZJTIL,X,O,O
OSZJTLI,X,O,O
OSZJITL,X,O,O
OSZJILT,X,O,O
OSZJLTI,X,O,O
OSZJLIT,X,O,O
OZTILJS,O,O,O
OZTILSJ,O,O,O
OZTIJLS,O,O,O
OZTIJSL,O,O,O
OZTISLJ,X,O,O
OZTISJL,X,O,O
OZTLIJS,O,O,O
OZTLISJ,O,O,O
OZTLJIS,O,O,O
OZTLJSI,O,O,O
OZTLSIJ,O,O,O
OZTLSJI,O,O,O
OZTJILS,O,O,O
OZTJISL,O,O,O
OZTJLIS,O,O,O
OZTJLSI,O,O,O
OZTJSIL,O,O,O
OZTJSLI,O,O,O
OZTSILJ,X,O,O
OZTSIJL,X,O,O
OZTSLIJ,O,O,O
OZTSLJI,O,O,O
OZTSJIL,O,O,O
OZTSJLI,O,O,O
OZITLJS,O,O,O
OZITLSJ,O,O,O
OZITJLS,O,O,O
OZITJSL,O,O,O
OZITSLJ,X,O,O
OZITSJL,X,O,O
OZILTJS,O,O,O
OZILTSJ,O,O,O
OZILJTS,O,O,O
OZILJST,X,O,O
OZILSTJ,O,X,O
OZILSJT,X,X,O
OZIJTLS,X,O,O
OZIJTSL,X,O,O
OZIJLTS,X,O,O
OZIJLST,X,O,O
OZIJSTL,X,O,O
OZIJSLT,X,O,O
OZISTLJ,X,O,O
OZISTJL,X,O,O
OZISLTJ,X,X,O
OZISLJT,X,X,O
OZISJTL,X,O,O
OZISJLT,X,O,O
OZLTIJS,O,O,O
OZLTISJ,O,O,O
OZLTJIS,O,O,O
OZLTJSI,O,O,O
OZLTSIJ,O,O,O
OZLTSJI,O,O,O
OZLITJS,O,O,O
OZLITSJ,O,O,O
OZLIJTS,O,O,O
OZLIJST,X,O,O
OZLISTJ,O,X,O
OZLISJT,X,X,O
OZLJTIS,O,O,O
OZLJTSI,O,O,O
OZLJITS,O,O,O
OZLJIST,X,O,O
OZLJSTI,X,O,O
OZLJSIT,X,O,O
OZLSTIJ,O,X,O
OZLSTJI,O,X,O
OZLSITJ,O,X,O
OZLSIJT,X,X,O
OZLSJTI,X,X,O
OZLSJIT,X,X,O
OZJTILS,O,O,O
OZJTISL,O,O,O
OZJTLIS,O,O,O
OZJTLSI,O,O,O
OZJTSIL,O,O,O
OZJTSLI,O,O,O
OZJITLS,X,O,O
OZJITSL,X,O,O
OZJILTS,X,O,O
OZJILST,X,O,O
OZJISTL,X,O,O
OZJISLT,X,O,O
OZJLTIS,O,O,O
OZJLTSI,O,O,O
OZJLITS,O,O,O
OZJLIST,X,O,O
OZJLSTI,X,O,O
OZJLSIT,X,O,O
OZJSTIL,X,O,O
OZJSTLI,X,O,O
OZJSITL,X,O,O
OZJSILT,X,O,O
OZJSLTI,X,O,O
OZJSLIT,X,O,O
OZSTILJ,X,O,O
OZSTIJL,X,O,O
OZSTLIJ,O,O,O
OZSTLJI,O,O,O
OZSTJIL,O,O,O
OZSTJLI,O,O,O
OZSITLJ,X,O,O
OZSITJL,X,O,O
OZSILTJ,X,X,O
OZSILJT,X,X,O
OZSIJTL,X,O,O
OZSIJLT,X,O,O
OZSLTIJ,O,X,O
OZSLTJI,O,X,O
OZSLITJ,O,X,O
OZSLIJT,X,X,O
OZSLJTI,X,X,O
OZSLJIT,X,X,O
OZSJTIL,X,O,O
OZSJTLI,X,O,O
OZSJITL,X,O,O
OZSJILT,X,O,O
OZSJLTI,X,O,O
OZSJLIT,X,O,O
