sequence,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhFxgBTiBClB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFWlBxgBTiB0mBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhFzgBGiB3kBlqBRs?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeKEJvhFzfBRhBcnBGmBlq?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jex/IvhFmhBqnBTkB/qBFm?BUsB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF0gBxhBzkBFnBCr?B3sB,v115@FhB8HeB8IeD8AeB8BeB8JeOEJvhF8kBzgBlqBRsBfs?B6sB,v115@FhB8HeB8IeD8AeB8BeB8JexAJvhFTiBikBuqB1rB0k?B3sB,v115@FhB8HeB8IeD8AeB8BeB8Jei/IvhF3gBWnB1pB8qBRs?BTsB,v115@FhB8HeB8IeD8AeB8BeB8Jel/IvhF3gBCiB2pB8qBRs?BTsB
JOZISTL,O,X,X,X,O,O,X,X,X,O
JOZISLT,O,X,X,X,O,O,X,X,X,O
JOZLTIS,O,X,X,X,O,O,X,X,X,X
JOZLTSI,O,X,X,X,O,O,X,X,X,X
JOZLITS,O,X,X,X,O,O,X,X,X,X
JOZLIST,O,X,X,X,O,O,X,X,X,X
JOZLSTI,O,X,X,X,O,O,X,X,X,X
JOZLSIT,O,X,X,X,O,O,X,X,X,X
JOZSTIL,O,X,X,X,O,O,X,X,X,O
JOZSTLI,O,X,X,X,O,O,X,X,X,X
JOZSITL,O,X,X,X,O,O,X,X,X,O
JOZSILT,O,X,X,X,O,O,X,X,X,O
JOZSLTI,O,X,X,X,O,O,X,X,X,X
JOZSLIT,O,X,X,X,O,O,X,X,X,X
STILJZO,O,O,O,O,O,X,X,O,O,X
STILJOZ,O,O,O,O,O,O,X,O,X,X
STILZJO,O,O,O,O,O,X,X,X,O,X
STILZOJ,O,O,O,O,O,X,X,X,O,X
STILOJZ,O,O,O,O,O,O,X,O,X,X
STILOZJ,O,X,O,O,O,O,X,X,X,X
STIJLZO,O,X,O,O,O,X,X,O,O,X
STIJLOZ,O,X,O,O,O,O,X,O,X,X
STIJZLO,O,X,O,O,O,X,X,O,O,X
STIJZOL,O,X,O,O,X,O,X,O,O,X
STIJOLZ,O,X,O,X,X,O,X,O,X,X
STIJOZL,X,X,O,X,X,O,X,O,X,X
STIZLJO,O,O,O,O,O,X,X,X,O,X
STIZLOJ,O,O,O,O,O,X,X,X,O,X
STIZJLO,O,O,O,O,O,X,O,X,O,X
STIZJOL,O,O,O,O,X,O,O,X,O,X
STIZOLJ,O,O,O,O,O,O,X,X,O,X
STIZOJL,O,O,O,O,O,O,O,X,O,X
STIOLJZ,O,O,O,X,O,O,X,O,X,X
STIOLZJ,O,X,O,X,O,O,X,X,X,X
STIOJLZ,O,X,O,X,O,O,X,O,X,X
STIOJZL,X,X,O,X,O,O,X,O,X,X
STIOZLJ,X,X,O,X,O,O,X,X,X,X
STIOZJL,X,X,O,X,O,O,O,X,X,X
STLIJZO,O,O,O,O,O,O,X,O,O,X
STLIJOZ,O,O,O,O,O,O,X,O,X,X
STLIZJO,O,O,O,O,O,O,X,X,O,X
STLIZOJ,O,O,O,O,O,O,X,X,O,X
STLIOJZ,O,O,O,O,O,O,X,O,X,X
STLIOZJ,O,X,O,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,O,O,X,O,X,X
STLJIOZ,O,O,O,O,O,O,X,O,X,X
STLJZIO,O,O,X,O,O,O,X,O,X,X
STLJZOI,O,O,X,O,O,O,X,O,X,X
STLJOIZ,O,O,O,O,O,O,X,O,X,X
STLJOZI,O,O,X,O,O,O,X,O,X,X
STLZIJO,O,O,O,O,O,O,X,X,O,X
STLZIOJ,O,O,O,O,O,O,X,X,O,X
STLZJIO,O,O,X,O,O,O,X,O,O,X
STLZJOI,O,O,X,O,O,O,X,O,X,X
STLZOIJ,O,O,O,O,O,O,X,X,O,X
STLZOJI,O,O,X,O,O,O,X,O,X,X
STLOIJZ,O,O,O,O,O,O,X,O,X,X
STLOIZJ,O,X,O,O,O,O,X,X,X,X
STLOJIZ,O,O,O,O,O,O,X,O,X,X
STLOJZI,O,O,X,O,O,O,X,O,X,X
STLOZIJ,O,O,O,O,O,O,X,X,X,X
STLOZJI,O,O,X,O,O,O,X,O,X,X
STJILZO,O,X,O,O,O,X,X,O,X,X
STJILOZ,O,X,O,O,O,O,X,O,X,X
STJIZLO,O,X,O,O,O,X,X,O,X,X
STJIZOL,O,X,O,O,X,O,X,O,X,X
STJIOLZ,O,X,O,X,X,O,X,O,X,X
STJIOZL,X,X,O,X,X,O,X,O,X,X
STJLIZO,O,O,O,O,O,O,X,O,X,X
STJLIOZ,O,O,O,O,O,O,X,O,X,X
STJLZIO,O,O,X,O,O,O,X,O,X,X
STJLZOI,O,O,X,O,O,O,X,O,X,X
STJLOIZ,O,O,O,O,O,O,X,O,X,X
STJLOZI,O,O,X,O,O,O,X,O,X,X
STJZILO,O,O,X,O,O,X,X,O,X,X
STJZIOL,O,O,X,O,X,O,X,O,X,X
STJZLIO,O,O,X,O,O,X,X,O,X,X
STJZLOI,O,O,X,O,O,X,X,O,X,X
STJZOIL,O,O,X,O,O,O,X,O,X,X
STJZOLI,O,O,X,O,O,O,X,O,X,X
STJOILZ,O,X,O,X,O,O,X,O,X,X
STJOIZL,X,X,O,X,O,O,X,O,X,X
STJOLIZ,O,O,O,O,O,O,X,O,X,X
STJOLZI,O,O,X,O,O,O,X,O,X,X
STJOZIL,O,X,X,O,O,O,X,O,X,X
STJOZLI,O,X,X,O,O,O,X,O,X,X
STZILJO,O,O,O,O,O,X,X,X,O,X
STZILOJ,O,O,O,O,O,X,X,X,O,X
STZIJLO,O,O,O,O,O,X,O,X,O,X
STZIJOL,O,O,O,O,X,O,O,X,O,X
STZIOLJ,O,O,O,O,O,O,X,X,O,X
STZIOJL,O,O,O,O,O,O,O,X,O,X
STZLIJO,O,O,O,O,O,X,X,X,O,X
STZLIOJ,O,O,O,O,O,X,X,X,O,X
STZLJIO,O,O,X,O,O,X,X,O,O,X
STZLJOI,O,O,X,O,O,X,X,O,X,X
STZLOIJ,O,O,O,O,O,X,X,X,O,X
STZLOJI,O,O,X,O,O,X,X,O,X,X
STZJILO,O,O,X,O,O,X,O,O,O,X
STZJIOL,O,O,X,O,X,O,O,O,O,X
STZJLIO,O,O,X,O,O,X,X,O,O,X
STZJLOI,O,O,X,O,O,X,X,O,X,X
STZJOIL,O,O,X,O,O,O,O,O,X,X
STZJOLI,O,O,X,O,O,O,X,O,X,X
STZOILJ,O,O,O,O,O,O,X,X,O,X
STZOIJL,O,O,O,O,O,O,O,X,O,X
STZOLIJ,O,O,O,O,O,O,X,X,O,X
STZOLJI,O,O,X,O,O,O,X,O,X,X
STZOJIL,O,O,X,O,O,O,O,O,X,X
STZOJLI,O,O,X,O,O,O,X,O,X,X
STOILJZ,O,O,O,X,O,O,X,O,X,X
STOILZJ,O,X,O,X,O,O,X,X,X,X
STOIJLZ,O,X,O,X,O,O,X,O,X,X
STOIJZL,X,X,O,X,O,O,X,O,X,X
STOIZLJ,X,X,O,X,O,O,X,X,X,X
STOIZJL,X,X,O,X,O,O,O,X,X,X
STOLIJZ,O,O,O,O,O,O,X,O,X,X
STOLIZJ,O,X,O,O,O,O,X,X,X,X
STOLJIZ,O,O,O,O,O,O,X,O,X,X
STOLJZI,O,O,X,O,O,O,X,O,X,X
STOLZIJ,O,O,O,O,O,O,X,X,X,X
STOLZJI,O,O,X,O,O,O,X,O,X,X
STOJILZ,O,X,O,X,O,O,X,O,X,X
STOJIZL,X,X,O,X,O,O,X,O,X,X
STOJLIZ,O,O,O,O,O,O,X,O,X,X
STOJLZI,O,O,X,O,O,O,X,O,X,X
STOJZIL,O,X,X,O,O,O,X,O,X,X
STOJZLI,O,X,X,O,O,O,X,O,X,X
STOZILJ,O,O,O,O,O,O,X,X,X,X
STOZIJL,O,O,O,O,O,O,O,X,X,X
STOZLIJ,O,O,O,O,O,O,X,X,X,X
STOZLJI,O,O,X,O,O,O,X,O,X,X
STOZJIL,O,O,X,O,O,O,O,O,X,X
STOZJLI,O,O,X,O,O,O,X,O,X,X
SITLJZO,O,O,O,O,O,X,X,O,O,X
SITLJOZ,O,O,O,O,O,O,X,O,X,X
SITLZJO,O,O,O,O,O,X,X,X,O,X
SITLZOJ,O,O,O,O,O,X,X,X,O,X
SITLOJZ,O,O,O,O,O,O,X,O,X,X
SITLOZJ,O,X,O,O,O,O,X,X,X,X
SITJLZO,O,X,O,O,O,X,X,O,O,X
SITJLOZ,O,X,O,O,O,O,X,O,X,X
SITJZLO,O,X,O,O,O,X,X,O,O,X
SITJZOL,O,X,O,O,X,O,X,O,O,X
SITJOLZ,O,X,O,X,X,O,X,O,X,X
SITJOZL,X,X,O,X,X,O,X,O,X,X
SITZLJO,O,O,O,O,O,X,X,X,O,X
SITZLOJ,O,O,O,O,O,X,X,X,O,X
SITZJLO,O,O,O,O,O,X,O,X,O,X
SITZJOL,O,O,O,O,X,O,O,X,O,X
SITZOLJ,O,O,O,O,O,O,X,X,O,X
SITZOJL,O,O,O,O,O,O,O,X,O,X
SITOLJZ,O,O,O,X,O,O,X,O,X,X
SITOLZJ,O,X,O,X,O,O,X,X,X,X
SITOJLZ,O,X,O,X,O,O,X,O,X,X
SITOJZL,X,X,O,X,O,O,X,O,X,X
SITOZLJ,X,X,O,X,O,O,X,X,X,X
SITOZJL,X,X,O,X,O,O,O,X,X,X
SILTJZO,O,O,O,O,O,O,X,O,X,X
SILTJOZ,O,O,O,O,O,O,X,O,X,X
SILTZJO,O,O,O,O,O,O,X,X,X,X
SILTZOJ,O,O,O,O,O,O,X,X,X,X
SILTOJZ,O,O,O,O,O,O,X,O,X,X
SILTOZJ,X,X,O,O,O,O,X,X,X,X
SILJTZO,O,O,O,X,O,O,X,X,X,O
SILJTOZ,O,O,O,X,O,O,X,X,X,X
SILJZTO,O,O,O,O,X,O,X,X,X,O
SILJZOT,O,O,X,O,X,O,X,X,X,O
SILJOTZ,O,O,O,X,X,X,X,X,X,X
SILJOZT,O,O,X,O,X,X,X,X,X,X
SILZTJO,O,O,O,O,O,O,X,X,X,O
SILZTOJ,O,O,O,O,O,O,X,X,X,O
SILZJTO,O,O,O,O,O,O,X,X,X,O
SILZJOT,O,O,X,O,O,O,X,X,X,O
SILZOTJ,O,O,X,O,O,O,X,X,X,O
SILZOJT,O,O,X,O,O,O,X,X,X,O
SILOTJZ,O,O,O,O,O,O,X,O,X,X
SILOTZJ,O,X,O,O,O,O,X,X,X,X
SILOJTZ,O,O,O,X,O,O,X,X,X,X
SILOJZT,O,O,X,O,X,O,X,X,X,X
SILOZTJ,O,O,X,O,O,O,X,X,X,X
SILOZJT,O,O,X,O,X,O,X,X,X,X
SIJTLZO,O,X,O,X,O,X,X,X,O,O
SIJTLOZ,O,X,O,X,O,O,X,X,X,X
SIJTZLO,O,X,O,X,O,X,X,X,O,O
SIJTZOL,O,X,O,X,X,O,X,X,O,O
SIJTOLZ,O,X,O,X,X,O,X,X,X,X
SIJTOZL,X,X,O,X,X,O,X,X,X,X
SIJLTZO,O,X,O,X,O,O,X,X,X,O
SIJLTOZ,O,X,O,X,O,O,X,X,X,X
SIJLZTO,O,X,O,O,X,O,X,X,X,O
SIJLZOT,O,X,X,O,X,O,X,X,X,O
SIJLOTZ,O,X,O,X,X,X,X,X,X,X
SIJLOZT,O,X,X,O,X,X,X,X,X,X
SIJZTLO,O,X,O,O,O,X,O,X,O,O
SIJZTOL,O,X,O,X,X,X,O,X,O,O
SIJZLTO,O,X,O,O,O,X,X,X,O,O
SIJZLOT,O,X,X,O,O,X,X,X,X,O
SIJZOTL,O,X,X,X,X,X,X,X,O,O
SIJZOLT,O,X,X,O,X,X,X,X,X,O
SIJOTLZ,O,X,O,X,X,O,X,X,X,X
SIJOTZL,X,X,O,X,X,O,X,X,X,X
SIJOLTZ,O,X,O,X,X,O,X,X,X,X
SIJOLZT,O,X,X,X,X,O,X,X,X,X
SIJOZTL,O,X,X,X,X,O,X,X,X,X
SIJOZLT,O,X,X,X,X,O,X,X,X,X
SIZTLJO,O,O,O,O,O,X,X,X,O,O
SIZTLOJ,O,O,O,O,O,X,X,X,O,O
SIZTJLO,O,O,O,O,O,X,O,X,O,O
SIZTJOL,O,O,O,O,X,X,O,X,O,O
SIZTOLJ,O,O,O,O,O,X,X,X,O,O
SIZTOJL,O,O,O,O,O,X,O,X,O,X
SIZLTJO,O,O,O,O,O,X,X,X,O,O
SIZLTOJ,O,O,O,O,O,X,X,X,O,O
SIZLJTO,O,O,O,O,O,X,X,X,O,O
SIZLJOT,O,O,X,O,O,X,X,X,X,O
SIZLOTJ,O,O,X,O,O,X,X,X,X,O
SIZLOJT,O,O,X,O,O,X,X,X,X,O
SIZJTLO,O,O,O,O,O,X,O,X,O,O
SIZJTOL,O,O,O,O,X,X,O,X,O,O
SIZJLTO,O,O,O,O,O,X,X,X,O,O
SIZJLOT,O,O,X,O,O,X,X,X,X,O
SIZJOTL,O,O,X,X,X,X,X,X,O,O
SIZJOLT,O,O,X,O,X,X,X,X,X,O
SIZOTLJ,O,O,X,O,O,X,X,X,O,O
SIZOTJL,O,O,X,O,O,X,X,X,O,X
SIZOLTJ,O,O,X,O,O,X,X,X,X,O
SIZOLJT,O,O,X,O,O,X,X,X,X,O
SIZOJTL,O,O,X,X,O,X,X,X,O,O
SIZOJLT,O,O,X,O,O,X,X,X,X,O
SIOTLJZ,O,O,O,X,O,O,X,O,X,X
SIOTLZJ,O,X,O,X,O,O,X,X,X,X
SIOTJLZ,O,X,O,X,O,O,X,O,X,X
SIOTJZL,X,X,O,X,O,O,X,O,X,X
SIOTZLJ,X,X,O,X,O,O,X,X,X,X
SIOTZJL,X,X,O,X,O,O,X,X,X,X
SIOLTJZ,O,O,O,X,O,O,X,O,X,X
SIOLTZJ,O,X,O,X,O,O,X,X,X,X
SIOLJTZ,O,O,O,X,O,O,X,X,X,X
SIOLJZT,O,O,X,X,X,O,X,X,X,X
SIOLZTJ,O,O,X,X,O,O,X,X,X,X
SIOLZJT,O,O,X,X,O,O,X,X,X,X
SIOJTLZ,O,X,O,X,O,O,X,X,X,X
SIOJTZL,X,X,O,X,O,O,X,X,X,X
SIOJLTZ,O,X,O,X,O,O,X,X,X,X
SIOJLZT,O,X,X,X,X,O,X,X,X,X
SIOJZTL,O,X,X,X,O,O,X,X,X,X
SIOJZLT,O,X,X,X,O,O,X,X,X,X
SIOZTLJ,O,O,X,X,O,O,X,X,X,X
SIOZTJL,O,O,X,X,O,O,X,X,X,X
SIOZLTJ,O,O,X,X,O,O,X,X,X,X
SIOZLJT,O,O,X,X,O,O,X,X,X,X
SIOZJTL,O,O,X,X,O,O,X,X,X,X
SIOZJLT,O,O,X,X,O,O,X,X,X,X
SLTIJZO,O,O,O,O,O,O,X,O,X,X
SLTIJOZ,O,O,O,O,O,O,X,O,X,X
SLTIZJO,O,O,O,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,O,O,O,X,X,X,X
SLTIOJZ,O,O,O,O,O,O,X,O,X,X
SLTIOZJ,O,X,O,O,O,O,X,X,X,X
SLTJIZO,O,O,O,O,O,O,X,O,X,X
SLTJIOZ,O,O,O,O,O,O,X,O,X,X
SLTJZIO,O,O,X,O,O,O,X,O,X,X
SLTJZOI,O,O,X,O,O,O,X,O,X,X
SLTJOIZ,O,O,O,O,O,O,X,O,X,X
SLTJOZI,O,O,X,O,O,O,X,O,X,X
SLTZIJO,O,O,O,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,O,O,O,X,X,X,X
SLTZJIO,O,O,X,O,O,O,X,O,X,X
SLTZJOI,O,O,X,O,O,O,X,O,X,X
SLTZOIJ,O,O,O,O,O,O,X,X,X,X
SLTZOJI,O,O,X,O,O,O,X,O,X,X
SLTOIJZ,O,O,O,O,O,O,X,O,X,X
SLTOIZJ,O,X,O,O,O,O,X,X,X,X
SLTOJIZ,O,O,O,O,O,O,X,O,X,X
SLTOJZI,O,O,X,O,O,O,X,O,X,X
SLTOZIJ,O,O,O,O,O,O,X,X,X,X
SLTOZJI,O,O,X,O,O,O,X,O,X,X
SLITJZO,O,O,O,O,O,O,X,O,X,X
SLITJOZ,O,O,O,O,O,O,X,O,X,X
SLITZJO,O,O,O,O,O,O,X,X,X,X
SLITZOJ,O,O,O,O,O,O,X,X,X,X
SLITOJZ,O,O,O,O,O,O,X,O,X,X
SLITOZJ,X,X,O,O,O,O,X,X,X,X
SLIJTZO,O,O,O,X,O,O,X,O,X,X
SLIJTOZ,O,O,O,X,O,O,X,O,X,X
SLIJZTO,O,O,O,O,X,O,X,X,X,X
SLIJZOT,O,O,X,O,X,O,X,X,X,X
SLIJOTZ,O,O,O,X,X,X,X,X,X,X
SLIJOZT,O,O,X,O,X,X,X,X,X,X
SLIZTJO,O,O,O,O,O,O,X,X,X,X
SLIZTOJ,O,O,O,O,O,O,X,X,X,X
SLIZJTO,O,O,O,O,O,O,X,X,X,X
SLIZJOT,O,O,X,O,O,O,X,X,X,X
SLIZOTJ,O,O,X,O,O,O,X,X,X,X
SLIZOJT,O,O,X,O,O,O,X,X,X,X
SLIOTJZ,O,O,O,O,O,O,X,O,X,X
SLIOTZJ,O,X,O,O,O,O,X,X,X,X
SLIOJTZ,O,O,O,X,O,O,X,X,X,X
SLIOJZT,O,O,X,O,X,O,X,X,X,X
SLIOZTJ,O,O,X,O,O,O,X,X,X,X
SLIOZJT,O,O,X,O,X,O,X,X,X,X
SLJTIZO,O,O,O,O,O,O,X,O,X,X
SLJTIOZ,O,O,O,O,O,O,X,O,X,X
SLJTZIO,O,O,X,O,O,O,X,O,X,X
SLJTZOI,O,O,X,O,O,O,X,O,X,X
SLJTOIZ,O,O,O,O,O,O,X,O,X,X
SLJTOZI,O,O,X,O,O,O,X,O,X,X
SLJITZO,O,O,O,X,O,O,X,O,X,X
SLJITOZ,O,O,O,X,O,O,X,O,X,X
SLJIZTO,O,O,O,O,X,O,X,X,X,X
SLJIZOT,O,O,X,O,X,O,X,X,X,X
SLJIOTZ,O,O,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,O,X,X,X,X,X,X
SLJZTIO,O,O,X,O,X,O,X,X,X,X
SLJZTOI,O,O,X,O,X,O,X,X,X,X
SLJZITO,O,O,X,O,X,O,X,X,X,X
SLJZIOT,O,O,X,O,X,O,X,X,X,X
SLJZOTI,O,O,X,O,X,O,X,X,X,X
SLJZOIT,O,O,X,O,X,O,X,X,X,X
SLJOTIZ,O,O,X,O,O,O,X,O,X,X
SLJOTZI,O,O,X,O,O,O,X,O,X,X
SLJOITZ,O,O,X,X,O,O,X,X,X,X
SLJOIZT,O,O,X,O,X,O,X,X,X,X
SLJOZTI,O,O,X,O,X,O,X,X,X,X
SLJOZIT,O,O,X,O,X,O,X,X,X,X
SLZTIJO,O,O,O,O,O,O,X,X,X,X
SLZTIOJ,O,O,O,O,O,O,X,X,X,X
SLZTJIO,O,O,X,O,O,O,X,O,X,X
SLZTJOI,O,O,X,O,O,O,X,O,X,X
SLZTOIJ,O,O,O,O,O,O,X,X,X,X
SLZTOJI,O,O,X,O,O,O,X,O,X,X
SLZITJO,O,O,O,O,O,O,X,X,X,X
SLZITOJ,O,O,O,O,O,O,X,X,X,X
SLZIJTO,O,O,O,O,O,O,X,X,X,X
SLZIJOT,O,O,X,O,O,O,X,X,X,X
SLZIOTJ,O,O,X,O,O,O,X,X,X,X
SLZIOJT,O,O,X,O,O,O,X,X,X,X
SLZJTIO,O,O,X,O,O,O,X,X,X,X
SLZJTOI,O,O,X,O,O,O,X,X,X,X
SLZJITO,O,O,X,O,O,O,X,X,X,X
SLZJIOT,O,O,X,O,O,O,X,X,X,X
SLZJOTI,O,O,X,O,O,O,X,X,X,X
SLZJOIT,O,O,X,O,O,O,X,X,X,X
SLZOTIJ,O,O,X,O,O,O,X,X,X,X
SLZOTJI,O,O,X,O,O,O,X,O,X,X
SLZOITJ,O,O,X,O,O,O,X,X,X,X
SLZOIJT,O,O,X,O,O,O,X,X,X,X
SLZOJTI,O,O,X,O,O,O,X,X,X,X
SLZOJIT,O,O,X,O,O,O,X,X,X,X
SLOTIJZ,O,O,O,O,O,O,X,O,X,X
SLOTIZJ,O,X,O,O,O,O,X,X,X,X
SLOTJIZ,O,O,O,O,O,O,X,O,X,X
SLOTJZI,O,O,X,O,O,O,X,O,X,X
SLOTZIJ,O,O,O,O,O,O,X,X,X,X
SLOTZJI,O,O,X,O,O,O,X,O,X,X
SLOITJZ,O,O,O,O,O,O,X,O,X,X
SLOITZJ,O,X,O,O,O,O,X,X,X,X
SLOIJTZ,O,O,O,X,O,O,X,X,X,X
SLOIJZT,O,O,X,O,X,O,X,X,X,X
SLOIZTJ,O,O,X,O,O,O,X,X,X,X
SLOIZJT,O,O,X,O,O,O,X,X,X,X
SLOJTIZ,O,O,X,O,O,O,X,O,X,X
SLOJTZI,O,O,X,O,O,O,X,O,X,X
SLOJITZ,O,O,X,X,O,O,X,X,X,X
SLOJIZT,O,O,X,O,X,O,X,X,X,X
SLOJZTI,O,O,X,O,X,O,X,X,X,X
SLOJZIT,O,O,X,O,X,O,X,X,X,X
SLOZTIJ,O,O,X,O,O,O,X,X,X,X
SLOZTJI,O,O,X,O,O,O,X,O,X,X
SLOZITJ,O,O,X,O,O,O,X,X,X,X
SLOZIJT,O,O,X,O,O,O,X,X,X,X
SLOZJTI,O,O,X,O,O,O,X,X,X,X
SLOZJIT,O,O,X,O,O,O,X,X,X,X
SJTILZO,O,X,O,O,O,X,X,O,X,O
SJTILOZ,O,X,O,O,O,O,X,O,X,X
SJTIZLO,O,X,O,O,O,X,X,O,X,O
SJTIZOL,O,X,O,O,X,O,X,O,X,O
SJTIOLZ,O,X,O,X,X,O,X,O,X,X
SJTIOZL,X,X,O,X,X,O,X,O,X,X
SJTLIZO,O,O,O,O,O,O,X,O,X,X
SJTLIOZ,O,O,O,O,O,O,X,O,X,X
SJTLZIO,O,O,X,O,O,O,X,O,X,X
SJTLZOI,O,O,X,O,O,O,X,O,X,X
SJTLOIZ,O,O,O,O,O,O,X,O,X,X
SJTLOZI,O,O,X,O,O,O,X,O,X,X
SJTZILO,O,O,X,O,O,X,X,O,X,O
SJTZIOL,O,O,X,O,X,O,X,O,X,O
SJTZLIO,O,O,X,O,O,X,X,O,X,O
SJTZLOI,O,O,X,O,O,X,X,O,X,X
SJTZOIL,O,O,X,O,O,O,X,O,X,O
SJTZOLI,O,O,X,O,O,O,X,O,X,X
SJTOILZ,O,X,O,X,O,O,X,O,X,X
SJTOIZL,X,X,O,X,O,O,X,O,X,X
SJTOLIZ,O,O,O,O,O,O,X,O,X,X
SJTOLZI,O,O,X,O,O,O,X,O,X,X
SJTOZIL,O,X,X,O,O,O,X,O,X,X
SJTOZLI,O,X,X,O,O,O,X,O,X,X
SJITLZO,O,X,O,X,O,X,X,O,X,O
SJITLOZ,O,X,O,X,O,O,X,O,X,X
SJITZLO,O,X,O,X,O,X,X,O,X,O
SJITZOL,O,X,O,X,X,O,X,O,X,O
SJITOLZ,O,X,O,X,X,O,X,O,X,X
SJITOZL,X,X,O,X,X,O,X,O,X,X
SJILTZO,O,X,O,X,O,O,X,O,X,O
SJILTOZ,O,X,O,X,O,O,X,O,X,X
SJILZTO,O,X,O,O,X,O,X,X,X,O
SJILZOT,O,X,X,O,X,O,X,X,X,O
SJILOTZ,O,X,O,X,X,X,X,X,X,X
SJILOZT,O,X,X,O,X,X,X,X,X,X
SJIZTLO,O,X,O,O,O,X,O,X,X,O
SJIZTOL,O,X,O,X,X,X,O,X,X,O
SJIZLTO,O,X,O,O,O,X,X,X,X,O
SJIZLOT,O,X,X,O,O,X,X,X,X,O
SJIZOTL,O,X,X,X,X,X,X,X,X,O
SJIZOLT,O,X,X,O,X,X,X,X,X,O
SJIOTLZ,O,X,O,X,X,O,X,X,X,X
SJIOTZL,X,X,O,X,X,O,X,X,X,X
SJIOLTZ,O,X,O,X,X,O,X,X,X,X
SJIOLZT,O,X,X,X,X,O,X,X,X,X
SJIOZTL,O,X,X,X,X,O,X,X,X,X
SJIOZLT,O,X,X,X,X,O,X,X,X,X
SJLTIZO,O,O,O,O,O,O,X,O,X,X
SJLTIOZ,O,O,O,O,O,O,X,O,X,X
SJLTZIO,O,O,X,O,O,O,X,O,X,X
SJLTZOI,O,O,X,O,O,O,X,O,X,X
SJLTOIZ,O,O,O,O,O,O,X,O,X,X
SJLTOZI,O,O,X,O,O,O,X,O,X,X
SJLITZO,O,O,O,X,O,O,X,O,X,X
SJLITOZ,O,O,O,X,O,O,X,O,X,X
SJLIZTO,O,O,O,O,X,O,X,X,X,X
SJLIZOT,O,O,X,O,X,O,X,X,X,X
SJLIOTZ,O,O,O,X,X,X,X,X,X,X
SJLIOZT,O,O,X,O,X,X,X,X,X,X
SJLZTIO,O,O,X,O,X,O,X,X,X,X
SJLZTOI,O,O,X,O,X,O,X,X,X,X
SJLZITO,O,O,X,O,X,O,X,X,X,X
SJLZIOT,O,O,X,O,X,O,X,X,X,X
SJLZOTI,O,O,X,O,X,O,X,X,X,X
SJLZOIT,O,O,X,O,X,O,X,X,X,X
SJLOTIZ,O,O,X,O,O,O,X,O,X,X
SJLOTZI,O,O,X,O,O,O,X,O,X,X
SJLOITZ,O,O,X,X,O,O,X,X,X,X
SJLOIZT,O,O,X,O,X,O,X,X,X,X
SJLOZTI,O,O,X,O,X,O,X,X,X,X
SJLOZIT,O,O,X,O,X,O,X,X,X,X
SJZTILO,O,O,X,O,O,X,O,X,X,O
SJZTIOL,O,O,X,O,X,O,O,X,X,O
SJZTLIO,O,O,X,O,O,X,X,X,X,O
SJZTLOI,O,O,X,O,O,X,X,X,X,X
SJZTOIL,O,O,X,O,O,O,O,X,X,O
SJZTOLI,O,O,X,O,O,O,X,X,X,X
SJZITLO,O,O,X,O,O,X,O,X,X,O
SJZITOL,O,O,X,O,X,X,O,X,X,O
SJZILTO,O,O,X,O,O,X,X,X,X,O
SJZILOT,O,O,X,O,O,X,X,X,X,O
SJZIOTL,O,O,X,X,X,X,X,X,X,O
SJZIOLT,O,O,X,O,X,X,X,X,X,O
SJZLTIO,O,O,X,O,O,O,X,X,X,O
SJZLTOI,O,O,X,O,O,O,X,X,X,X
SJZLITO,O,O,X,O,O,O,X,X,X,O
SJZLIOT,O,O,X,O,O,O,X,X,X,O
SJZLOTI,O,O,X,O,O,O,X,X,X,X
SJZLOIT,O,O,X,O,O,O,X,X,X,X
SJZOTIL,O,O,X,X,O,O,X,X,X,O
SJZOTLI,O,O,X,X,O,O,X,X,X,X
SJZOITL,O,O,X,X,O,O,X,X,X,O
SJZOILT,O,O,X,O,O,O,X,X,X,O
SJZOLTI,O,O,X,O,O,O,X,X,X,X
SJZOLIT,O,O,X,O,O,O,X,X,X,X
SJOTILZ,O,X,X,X,O,O,X,O,X,X
SJOTIZL,X,X,X,X,O,O,X,O,X,X
SJOTLIZ,O,O,X,X,O,O,X,O,X,X
SJOTLZI,O,O,X,X,O,O,X,O,X,X
SJOTZIL,O,X,X,X,O,O,X,O,X,X
SJOTZLI,O,X,X,X,O,O,X,O,X,X
SJOITLZ,O,X,X,X,O,O,X,X,X,X
SJOITZL,X,X,X,X,O,O,X,X,X,X
SJOILTZ,O,X,X,X,O,O,X,X,X,X
SJOILZT,O,X,X,X,X,O,X,X,X,X
SJOIZTL,O,X,X,X,O,O,X,X,X,X
SJOIZLT,O,X,X,X,O,O,X,X,X,X
SJOLTIZ,O,O,X,X,O,O,X,O,X,X
SJOLTZI,O,O,X,O,O,O,X,O,X,X
