sequence,v115@LhB8FeD8EeE8CeA8JeZEJvhFukB3gBUiB9oBisBzsB,v115@LhB8FeD8EeE8CeA8JeZEJvhFukB3gBUiB9oBatBTsB,v115@LhB8FeD8EeE8CeA8Jei/IvhF3gBRiB9oBcpBmsBTsB
OSZTJIL,X,O,X
OSZTJLI,X,X,X
OSZITLJ,X,X,X
OSZITJL,X,O,X
OSZILTJ,X,X,X
OSZILJT,X,X,X
OSZIJTL,X,O,X
OSZIJLT,X,X,X
OSZLTIJ,X,X,X
OSZLTJI,X,X,X
OSZLITJ,X,X,X
OSZLIJT,X,X,X
OSZLJTI,X,X,X
OSZLJIT,X,X,X
OSZJTIL,X,O,X
OSZJTLI,X,X,X
OSZJITL,X,O,X
OSZJILT,X,X,X
OSZJLTI,X,X,X
OSZJLIT,X,X,X
OZTILJS,X,X,X
OZTILSJ,X,X,X
OZTIJLS,X,X,X
OZTIJSL,X,O,X
OZTISLJ,X,X,X
OZTISJL,X,O,X
OZTLIJS,X,X,X
OZTLISJ,X,X,X
OZTLJIS,X,X,X
OZTLJSI,X,X,X
OZTLSIJ,X,X,X
OZTLSJI,X,X,X
OZTJILS,X,X,X
OZTJISL,X,O,X
OZTJLIS,X,X,X
OZTJLSI,X,X,X
OZTJSIL,X,O,X
OZTJSLI,X,X,X
OZTSILJ,X,X,X
OZTSIJL,X,O,X
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,X,O,X
OZTSJLI,X,X,X
OZITLJS,X,X,X
OZITLSJ,X,X,X
OZITJLS,X,X,X
OZITJSL,X,O,X
OZITSLJ,X,X,X
OZITSJL,X,O,X
OZILTJS,X,X,X
OZILTSJ,X,X,X
OZILJTS,X,X,X
OZILJST,X,X,X
OZILSTJ,X,X,X
OZILSJT,X,X,X
OZIJTLS,X,X,X
OZIJTSL,X,O,X
OZIJLTS,X,X,X
OZIJLST,X,X,X
OZIJSTL,X,O,X
OZIJSLT,X,X,X
OZISTLJ,X,X,X
OZISTJL,X,O,X
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,X,O,X
OZISJLT,X,X,X
OZLTIJS,X,X,X
OZLTISJ,X,X,X
OZLTJIS,X,X,X
OZLTJSI,X,X,X
OZLTSIJ,X,X,X
OZLTSJI,X,X,X
OZLITJS,X,X,X
OZLITSJ,X,X,X
OZLIJTS,X,X,X
OZLIJST,X,X,X
OZLISTJ,X,X,X
OZLISJT,X,X,X
OZLJTIS,X,X,X
OZLJTSI,X,X,X
OZLJITS,X,X,X
OZLJIST,X,X,X
OZLJSTI,X,X,X
OZLJSIT,X,X,X
OZLSTIJ,X,X,X
OZLSTJI,X,X,X
OZLSITJ,X,X,X
OZLSIJT,X,X,X
OZLSJTI,X,X,X
OZLSJIT,X,X,X
OZJTILS,X,X,X
OZJTISL,X,O,X
OZJTLIS,X,X,X
OZJTLSI,X,X,X
OZJTSIL,X,O,X
OZJTSLI,X,X,X
OZJITLS,X,X,X
OZJITSL,X,O,X
OZJILTS,X,X,X
OZJILST,X,X,X
OZJISTL,X,O,X
OZJISLT,X,X,X
OZJLTIS,X,X,X
OZJLTSI,X,X,X
OZJLITS,X,X,X
OZJLIST,X,X,X
OZJLSTI,X,X,X
OZJLSIT,X,X,X
OZJSTIL,X,O,X
OZJSTLI,X,X,X
OZJSITL,X,O,X
OZJSILT,X,X,X
OZJSLTI,X,X,X
OZJSLIT,X,X,X
OZSTILJ,X,X,X
OZSTIJL,X,O,X
OZSTLIJ,X,X,X
OZSTLJI,X,X,X
OZSTJIL,X,O,X
OZSTJLI,X,X,X
OZSITLJ,X,X,X
OZSITJL,X,O,X
OZSILTJ,X,X,X
OZSILJT,X,X,X
OZSIJTL,X,O,X
OZSIJLT,X,X,X
OZSLTIJ,X,X,X
OZSLTJI,X,X,X
OZSLITJ,X,X,X
OZSLIJT,X,X,X
OZSLJTI,X,X,X
OZSLJIT,X,X,X
OZSJTIL,X,O,X
OZSJTLI,X,X,X
OZSJITL,X,O,X
OZSJILT,X,X,X
OZSJLTI,X,X,X
OZSJLIT,X,X,X
