sequence,v115@NhA8IeC8AeC8AeE8Ke0/IvhFlgB3hBziB5oB2pBCrB,v115@NhA8IeC8AeC8AeE8Kei/IvhF3gBumBziB5oB1pB8qB,v115@NhA8IeC8AeC8AeE8KeKEJvhFflBlgBumBziB5oB8qB
OSZTJIL,X,X,X
OSZTJLI,X,X,X
OSZITLJ,X,X,X
OSZITJL,X,X,X
OSZILTJ,X,X,X
OSZILJT,X,X,X
OSZIJTL,X,X,X
OSZIJLT,X,X,X
OSZLTIJ,X,X,X
OSZLTJI,X,X,X
OSZLITJ,X,X,X
OSZLIJT,X,X,X
OSZLJTI,X,X,X
OSZLJIT,X,X,X
OSZJTIL,X,X,X
OSZJTLI,X,X,X
OSZJITL,X,X,X
OSZJILT,X,X,X
OSZJLTI,X,X,X
OSZJLIT,X,X,X
OZTILJS,X,O,X
OZTILSJ,X,O,X
OZTIJLS,X,O,X
OZTIJSL,X,O,X
OZTISLJ,X,O,X
OZTISJL,X,O,X
OZTLIJS,X,O,X
OZTLISJ,X,O,X
OZTLJIS,X,O,X
OZTLJSI,X,O,X
OZTLSIJ,X,O,X
OZTLSJI,X,O,X
OZTJILS,X,O,X
OZTJISL,X,O,X
OZTJLIS,X,O,X
OZTJLSI,X,O,X
OZTJSIL,X,O,X
OZTJSLI,X,O,X
OZTSILJ,X,O,X
OZTSIJL,X,O,X
OZTSLIJ,X,O,X
OZTSLJI,X,O,X
OZTSJIL,X,O,X
OZTSJLI,X,O,X
OZITLJS,X,O,X
OZITLSJ,X,O,X
OZITJLS,X,O,X
OZITJSL,X,O,X
OZITSLJ,X,O,X
OZITSJL,X,O,X
OZILTJS,X,X,X
OZILTSJ,X,X,X
OZILJTS,X,X,X
OZILJST,X,X,O
OZILSTJ,X,X,O
OZILSJT,X,X,O
OZIJTLS,X,O,X
OZIJTSL,X,O,X
OZIJLTS,X,X,X
OZIJLST,X,X,O
OZIJSTL,X,O,X
OZIJSLT,X,X,X
OZISTLJ,X,O,X
OZISTJL,X,O,X
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,X,O,X
OZISJLT,X,X,X
OZLTIJS,X,X,X
OZLTISJ,X,X,X
OZLTJIS,X,X,X
OZLTJSI,X,X,X
OZLTSIJ,X,X,X
OZLTSJI,X,X,X
OZLITJS,X,X,X
OZLITSJ,X,X,X
OZLIJTS,X,X,X
OZLIJST,X,X,O
OZLISTJ,X,X,O
OZLISJT,X,X,O
OZLJTIS,X,X,X
OZLJTSI,X,X,X
OZLJITS,X,X,X
OZLJIST,X,X,O
OZLJSTI,X,X,O
OZLJSIT,X,X,O
OZLSTIJ,X,X,O
OZLSTJI,X,X,O
OZLSITJ,X,X,O
OZLSIJT,X,X,O
OZLSJTI,X,X,O
OZLSJIT,X,X,O
OZJTILS,X,O,X
OZJTISL,X,O,X
OZJTLIS,X,O,X
OZJTLSI,X,O,X
OZJTSIL,X,O,X
OZJTSLI,X,O,X
OZJITLS,X,O,X
OZJITSL,X,O,X
OZJILTS,X,X,X
OZJILST,X,X,O
OZJISTL,X,O,X
OZJISLT,X,X,X
OZJLTIS,X,X,X
OZJLTSI,X,X,X
OZJLITS,X,X,X
OZJLIST,X,X,O
OZJLSTI,X,X,O
OZJLSIT,X,X,O
OZJSTIL,X,O,X
OZJSTLI,X,O,X
OZJSITL,X,O,X
OZJSILT,X,X,X
OZJSLTI,X,X,X
OZJSLIT,X,X,X
OZSTILJ,X,O,X
OZSTIJL,X,O,X
OZSTLIJ,X,O,X
OZSTLJI,X,O,X
OZSTJIL,X,O,X
OZSTJLI,X,O,X
OZSITLJ,X,O,X
OZSITJL,X,O,X
OZSILTJ,X,X,X
OZSILJT,X,X,X
OZSIJTL,X,O,X
OZSIJLT,X,X,X
OZSLTIJ,X,X,X
OZSLTJI,X,X,X
OZSLITJ,X,X,X
OZSLIJT,X,X,X
OZSLJTI,X,X,X
OZSLJIT,X,X,X
OZSJTIL,X,O,X
OZSJTLI,X,O,X
OZSJITL,X,O,X
OZSJILT,X,X,X
OZSJLTI,X,X,X
OZSJLIT,X,X,X
