sequence,v115@RhC8AeA8DeG8CeA8JeT/IvhF/lBRhBGjB0mBlnByxB,v115@RhC8AeA8DeG8CeA8Je2EJvhFRgBFiBTjBCmBftBUsB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBGjBllB3nByxB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBCjBllBXoB2xB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgBcoBllBfsB6sBmsB
OIZLJST,X,X,X,X,X
OIZLSTJ,X,X,X,X,X
OIZLSJT,X,X,X,X,X
OIZJTLS,X,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,X,X,X,X,X
OIZJLST,X,X,X,X,X
OIZJSTL,X,X,X,X,X
OIZJSLT,X,X,X,X,X
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,X,X,X,X,X
OIZSLJT,X,X,X,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,X,X,X,X,X
OLTIJSZ,X,X,X,X,X
OLTIJZS,X,X,X,X,X
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,X,O,X,X
OLTIZSJ,X,X,X,X,X
OLTJISZ,X,X,X,X,X
OLTJIZS,X,X,X,X,X
OLTJSIZ,O,X,X,X,X
OLTJSZI,O,X,O,X,X
OLTJZIS,X,X,O,X,X
OLTJZSI,O,X,X,X,X
OLTSIJZ,O,X,X,X,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,O,X,X,X,X
OLTSJZI,O,X,O,X,X
OLTSZIJ,O,X,O,X,X
OLTSZJI,O,X,O,X,X
OLTZIJS,X,X,O,X,X
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,O,X,X
OLTZJSI,O,X,X,X,X
OLTZSIJ,O,X,X,X,X
OLTZSJI,O,X,X,X,X
OLITJSZ,X,X,X,X,X
OLITJZS,X,X,X,X,X
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,X,X
OLIJTSZ,X,X,X,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,X,O,X,X,X
OLIJSZT,X,X,X,X,X
OLIJZTS,X,X,X,X,X
OLIJZST,X,X,X,X,X
OLISTJZ,X,O,X,X,X
OLISTZJ,X,X,X,X,X
OLISJTZ,X,O,X,X,X
OLISJZT,X,X,X,X,X
OLISZTJ,X,X,X,X,X
OLISZJT,X,X,X,X,X
OLIZTJS,X,X,X,X,X
OLIZTSJ,X,X,X,X,X
OLIZJTS,X,X,X,X,X
OLIZJST,X,X,X,X,X
OLIZSTJ,X,X,X,X,X
OLIZSJT,X,X,X,X,X
OLJTISZ,X,X,X,X,X
OLJTIZS,X,X,X,X,X
OLJTSIZ,O,X,X,X,X
OLJTSZI,O,X,O,X,X
OLJTZIS,X,X,O,X,X
OLJTZSI,O,X,X,X,X
OLJITSZ,X,X,X,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,X,O,X,X,X
OLJISZT,X,X,X,X,X
OLJIZTS,X,X,X,X,X
OLJIZST,X,X,X,X,X
OLJSTIZ,O,O,X,X,X
OLJSTZI,O,X,O,X,X
OLJSITZ,O,O,X,X,X
OLJSIZT,O,X,X,X,X
OLJSZTI,X,X,O,X,X
OLJSZIT,O,X,O,X,X
OLJZTIS,X,X,O,X,X
OLJZTSI,X,X,X,X,X
OLJZITS,X,X,O,X,X
OLJZIST,X,X,O,X,X
OLJZSTI,X,X,X,X,X
OLJZSIT,O,X,X,X,X
OLSTIJZ,O,O,X,X,X
OLSTIZJ,X,X,X,X,X
OLSTJIZ,O,O,X,X,X
OLSTJZI,O,X,O,X,X
OLSTZIJ,O,X,O,X,X
OLSTZJI,O,X,O,X,X
OLSITJZ,O,O,X,X,X
OLSITZJ,X,X,X,X,X
OLSIJTZ,O,O,X,X,X
OLSIJZT,O,X,X,X,X
OLSIZTJ,O,X,X,X,X
OLSIZJT,O,X,X,X,X
OLSJTIZ,O,O,X,X,X
OLSJTZI,O,X,O,X,X
OLSJITZ,O,O,X,X,X
OLSJIZT,O,X,X,X,X
OLSJZTI,X,X,O,X,X
OLSJZIT,O,X,O,X,X
OLSZTIJ,O,X,O,X,X
OLSZTJI,O,X,O,X,X
OLSZITJ,O,X,X,X,X
OLSZIJT,O,X,O,X,X
OLSZJTI,X,X,O,X,X
OLSZJIT,O,X,O,X,X
OLZTIJS,X,X,O,X,X
OLZTISJ,X,X,X,X,X
OLZTJIS,X,X,O,X,X
OLZTJSI,O,X,X,X,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,X,X
OLZITJS,X,X,X,X,X
OLZITSJ,X,X,X,X,X
OLZIJTS,X,X,O,X,X
OLZIJST,X,X,O,X,X
OLZISTJ,X,X,X,X,X
OLZISJT,X,X,X,X,X
OLZJTIS,X,X,O,X,X
OLZJTSI,X,X,X,X,X
OLZJITS,X,X,O,X,X
OLZJIST,X,X,O,X,X
OLZJSTI,X,X,X,X,X
OLZJSIT,O,X,X,X,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,X,X,X,X
OLZSJTI,X,X,X,X,X
OLZSJIT,O,X,X,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,X,X,X,X,X
OJTLIZS,X,X,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,O,X,X
OJTLZIS,X,X,O,X,X
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,O,X
OJTSZIL,X,X,X,O,X
OJTSZLI,X,X,X,O,X
OJTZILS,X,X,O,X,X
OJTZISL,X,X,X,O,X
OJTZLIS,X,X,X,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,O,X
OJTZSLI,X,X,X,O,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,X,O,X,X,X
OJILSZT,X,X,X,X,X
OJILZTS,X,X,X,X,X
OJILZST,X,X,X,X,X
OJISTLZ,X,O,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,O,X,X,X
OJISLZT,X,X,X,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,X,X,X,X,X
OJIZLST,X,X,X,X,X
OJIZSTL,X,X,X,X,X
OJIZSLT,X,X,X,X,X
OJLTISZ,X,X,X,X,X
OJLTIZS,X,X,X,X,X
OJLTSIZ,O,X,X,X,X
OJLTSZI,O,X,O,X,X
OJLTZIS,X,X,O,X,X
OJLTZSI,O,X,X,X,X
OJLITSZ,X,X,X,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,X,O,X,X,X
OJLISZT,X,X,X,X,X
OJLIZTS,X,X,X,X,X
OJLIZST,X,X,X,X,X
OJLSTIZ,O,O,X,X,X
OJLSTZI,O,X,O,X,X
OJLSITZ,O,O,X,X,X
OJLSIZT,O,X,X,X,X
OJLSZTI,X,X,O,X,X
OJLSZIT,O,X,O,X,X
OJLZTIS,X,X,O,X,X
OJLZTSI,X,X,X,X,X
OJLZITS,X,X,O,X,X
OJLZIST,X,X,O,X,X
OJLZSTI,X,X,X,X,X
OJLZSIT,O,X,X,X,X
OJSTILZ,X,O,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,O,X,X,X
OJSTLZI,X,X,X,O,X
OJSTZIL,X,X,X,O,X
OJSTZLI,X,X,X,O,X
OJSITLZ,X,O,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,O,O,X,X,X
OJSILZT,O,X,X,X,X
OJSIZTL,O,X,X,X,X
OJSIZLT,O,X,X,X,X
OJSLTIZ,O,O,X,X,X
OJSLTZI,O,X,X,O,X
OJSLITZ,O,O,X,X,X
OJSLIZT,O,X,X,X,X
OJSLZTI,X,X,X,O,X
OJSLZIT,O,X,X,O,X
OJSZTIL,X,X,X,O,X
OJSZTLI,X,X,X,O,X
OJSZITL,O,X,X,X,X
OJSZILT,O,X,X,O,X
OJSZLTI,X,X,X,O,X
OJSZLIT,X,X,X,O,X
OJZTILS,X,X,O,X,X
OJZTISL,X,X,X,O,X
OJZTLIS,X,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,O,X
OJZTSLI,X,X,X,O,X
OJZITLS,X,X,O,X,X
OJZITSL,X,X,X,X,X
OJZILTS,X,X,O,X,X
OJZILST,X,X,O,X,X
OJZISTL,X,X,X,X,X
OJZISLT,X,X,X,O,X
OJZLTIS,X,X,X,X,X
OJZLTSI,X,X,X,X,X
OJZLITS,X,X,X,X,X
OJZLIST,X,X,X,X,X
OJZLSTI,X,X,X,X,X
OJZLSIT,X,X,X,X,X
OJZSTIL,X,X,X,O,X
OJZSTLI,X,X,X,O,X
OJZSITL,O,X,X,X,X
OJZSILT,O,X,X,O,X
OJZSLTI,X,X,X,O,X
OJZSLIT,X,X,X,O,X
OSTILJZ,X,X,X,X,X
OSTILZJ,X,X,X,X,O
OSTIJLZ,X,X,X,X,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,X,X,X,O,O
OSTIZJL,X,X,X,X,X
OSTLIJZ,X,X,X,X,X
OSTLIZJ,X,X,X,X,O
OSTLJIZ,X,X,X,X,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,X,X,O,O
OSTLZJI,X,X,X,X,O
OSTJILZ,X,O,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,O,X,X,X
OSTJLZI,X,X,X,O,X
OSTJZIL,X,X,X,O,X
OSTJZLI,X,X,X,O,X
OSTZILJ,X,X,X,O,O
OSTZIJL,X,X,X,X,X
OSTZLIJ,X,X,X,O,O
OSTZLJI,X,X,X,X,O
OSTZJIL,X,X,X,X,X
OSTZJLI,X,X,X,X,X
OSITLJZ,X,X,X,X,X
OSITLZJ,X,X,X,X,X
OSITJLZ,X,X,X,X,X
OSITJZL,X,X,X,X,X
OSITZLJ,X,X,X,X,X
OSITZJL,X,X,X,X,X
OSILTJZ,O,X,X,X,X
OSILTZJ,X,X,X,X,X
OSILJTZ,O,X,X,X,X
OSILJZT,O,X,X,X,X
OSILZTJ,O,X,X,X,X
OSILZJT,O,X,X,X,X
OSIJTLZ,X,X,X,X,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,O,X,X,X,X
OSIJLZT,O,X,X,X,X
OSIJZTL,O,X,X,X,X
OSIJZLT,O,X,X,X,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,O,X,X,X,X
OSIZLTJ,O,X,X,X,X
OSIZLJT,O,X,X,X,X
OSIZJTL,O,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,O,O,X,X,X
OSLTIZJ,X,X,X,X,O
OSLTJIZ,O,O,X,X,X
OSLTJZI,O,X,X,X,X
OSLTZIJ,O,X,X,O,O
OSLTZJI,O,X,X,X,O
OSLITJZ,O,O,X,X,X
OSLITZJ,X,X,X,X,X
OSLIJTZ,O,O,X,X,X
OSLIJZT,O,X,X,X,X
OSLIZTJ,O,X,X,X,X
OSLIZJT,O,X,X,X,X
OSLJTIZ,O,O,X,X,X
OSLJTZI,O,X,X,X,X
OSLJITZ,O,O,X,X,X
OSLJIZT,O,X,X,X,X
OSLJZTI,X,X,X,X,X
OSLJZIT,O,X,X,X,X
OSLZTIJ,O,X,X,O,O
OSLZTJI,O,X,X,X,O
OSLZITJ,O,X,X,O,X
OSLZIJT,O,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,O,X,X,X,X
OSJTILZ,X,O,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,O,X,X,X
OSJTLZI,X,X,X,O,X
OSJTZIL,X,X,X,O,X
OSJTZLI,X,X,X,O,X
OSJITLZ,X,O,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,O,O,X,X,X
OSJILZT,O,X,X,X,X
OSJIZTL,O,X,X,X,X
OSJIZLT,O,X,X,X,X
OSJLTIZ,O,O,X,X,X
OSJLTZI,O,X,X,O,X
OSJLITZ,O,O,X,X,X
OSJLIZT,O,X,X,X,X
OSJLZTI,X,X,X,O,X
OSJLZIT,O,X,X,O,X
OSJZTIL,X,X,X,O,X
OSJZTLI,X,X,X,O,X
OSJZITL,O,X,X,X,X
OSJZILT,O,X,X,O,X
OSJZLTI,X,X,X,O,X
OSJZLIT,X,X,X,O,X
OSZTILJ,X,X,X,O,O
OSZTIJL,O,X,X,X,X
OSZTLIJ,X,X,X,O,O
OSZTLJI,X,X,X,X,O
OSZTJIL,O,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,O,X,X,X,X
OSZILTJ,O,X,X,O,X
OSZILJT,O,X,X,X,X
OSZIJTL,O,X,X,X,X
OSZIJLT,O,X,X,X,X
OSZLTIJ,O,X,X,O,O
OSZLTJI,O,X,X,X,O
OSZLITJ,O,X,X,O,X
OSZLIJT,O,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,X,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,O,X,X,X,X
OSZJILT,O,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,X,X,X,X,X
OZTILJS,X,X,O,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,O,X,X
OZTIJSL,X,X,X,O,X
OZTISLJ,X,X,X,O,O
OZTISJL,X,X,X,X,X
OZTLIJS,X,X,O,X,X
OZTLISJ,X,X,X,X,X
OZTLJIS,X,X,O,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,X,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,X,X,O,X,X
OZTJISL,X,X,X,O,X
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,O,X,X,O,X
OZTJSLI,X,X,X,O,X
OZTSILJ,X,X,X,O,O
OZTSIJL,O,X,X,X,X
OZTSLIJ,X,X,X,O,O
OZTSLJI,X,X,X,X,O
OZTSJIL,O,X,X,X,X
OZTSJLI,X,X,X,X,X
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,X,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,O,X,X
OZILJST,X,X,O,X,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,X,X,X,X
OZIJTLS,X,X,O,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,O,X,X
OZIJLST,X,X,O,X,X
OZIJSTL,X,X,X,X,X
OZIJSLT,X,X,X,O,X
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,X,X,X,O,X
OZISLJT,X,X,X,X,X
OZISJTL,X,X,X,X,X
OZISJLT,X,X,X,X,X
OZLTIJS,X,X,O,X,X
OZLTISJ,X,X,X,X,X
OZLTJIS,X,X,O,X,X
OZLTJSI,O,X,X,X,X
OZLTSIJ,O,X,X,X,X
OZLTSJI,O,X,X,X,X
OZLITJS,X,X,X,X,X
OZLITSJ,X,X,X,X,X
OZLIJTS,X,X,O,X,X
OZLIJST,X,X,O,X,X
OZLISTJ,X,X,X,X,X
OZLISJT,X,X,X,X,X
OZLJTIS,X,X,O,X,X
OZLJTSI,X,X,X,X,X
OZLJITS,X,X,O,X,X
OZLJIST,X,X,O,X,X
OZLJSTI,X,X,X,X,X
OZLJSIT,O,X,X,X,X
OZLSTIJ,O,X,X,X,X
OZLSTJI,O,X,X,X,X
OZLSITJ,O,X,X,X,X
OZLSIJT,O,X,X,X,X
OZLSJTI,X,X,X,X,X
OZLSJIT,O,X,X,X,X
OZJTILS,X,X,O,X,X
OZJTISL,X,X,X,O,X
OZJTLIS,X,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,O,X
OZJTSLI,X,X,X,O,X
OZJITLS,X,X,O,X,X
OZJITSL,X,X,X,X,X
OZJILTS,X,X,O,X,X
OZJILST,X,X,O,X,X
OZJISTL,X,X,X,X,X
OZJISLT,X,X,X,O,X
OZJLTIS,X,X,X,X,X
OZJLTSI,X,X,X,X,X
OZJLITS,X,X,X,X,X
OZJLIST,X,X,X,X,X
OZJLSTI,X,X,X,X,X
OZJLSIT,X,X,X,X,X
OZJSTIL,X,X,X,O,X
OZJSTLI,X,X,X,O,X
OZJSITL,O,X,X,X,X
OZJSILT,O,X,X,O,X
OZJSLTI,X,X,X,O,X
OZJSLIT,X,X,X,O,X
OZSTILJ,X,X,X,O,O
OZSTIJL,O,X,X,X,X
OZSTLIJ,X,X,X,O,O
OZSTLJI,X,X,X,X,O
OZSTJIL,O,X,X,X,X
OZSTJLI,X,X,X,X,X
OZSITLJ,X,X,X,X,X
OZSITJL,O,X,X,X,X
OZSILTJ,O,X,X,O,X
OZSILJT,O,X,X,X,X
OZSIJTL,O,X,X,X,X
OZSIJLT,O,X,X,X,X
OZSLTIJ,O,X,X,O,O
OZSLTJI,O,X,X,X,O
OZSLITJ,O,X,X,O,X
OZSLIJT,O,X,X,X,X
OZSLJTI,X,X,X,X,X
OZSLJIT,O,X,X,X,X
OZSJTIL,X,X,X,X,X
OZSJTLI,X,X,X,X,X
OZSJITL,O,X,X,X,X
OZSJILT,O,X,X,X,X
OZSJLTI,X,X,X,X,X
OZSJLIT,X,X,X,X,X
