sequence,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB
OJSLIZT,O,X,X,X,X,X
OJSLZTI,O,O,X,X,O,X
OJSLZIT,O,O,X,X,O,X
OJSZTIL,X,X,X,X,O,X
OJSZTLI,X,X,X,X,X,X
OJSZITL,X,X,X,X,O,X
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,O,X,X,O,X
OJSZLIT,O,O,X,X,O,X
OJZTILS,X,X,X,X,X,X
OJZTISL,X,X,X,O,X,X
OJZTLIS,X,X,X,X,X,X
OJZTLSI,X,X,X,X,X,X
OJZTSIL,X,X,X,O,X,X
OJZTSLI,X,X,X,X,X,X
OJZITLS,X,X,X,X,X,X
OJZITSL,X,X,X,O,X,X
OJZILTS,X,X,X,O,X,X
OJZILST,X,X,X,O,X,X
OJZISTL,X,X,X,O,X,X
OJZISLT,O,O,X,O,X,X
OJZLTIS,X,X,X,O,X,X
OJZLTSI,X,X,X,O,X,X
OJZLITS,X,X,X,O,X,X
OJZLIST,X,X,X,O,X,X
OJZLSTI,X,X,X,O,X,X
OJZLSIT,X,X,X,O,X,X
OJZSTIL,X,X,X,O,X,X
OJZSTLI,X,X,X,X,X,X
OJZSITL,X,X,X,O,X,X
OJZSILT,O,O,X,O,X,X
OJZSLTI,O,O,X,O,X,X
OJZSLIT,O,O,X,O,X,X
OSTILJZ,X,X,X,X,O,X
OSTILZJ,X,X,X,X,O,X
OSTIJLZ,X,X,X,X,O,X
OSTIJZL,X,X,X,X,O,X
OSTIZLJ,X,X,X,X,X,X
OSTIZJL,X,X,X,X,O,X
OSTLIJZ,X,X,X,X,O,X
OSTLIZJ,X,X,X,X,O,X
OSTLJIZ,O,X,X,X,O,X
OSTLJZI,X,O,X,X,O,X
OSTLZIJ,X,O,X,X,O,X
OSTLZJI,X,O,X,X,O,X
OSTJILZ,O,X,X,X,O,X
OSTJIZL,X,X,X,X,O,X
OSTJLIZ,O,X,X,X,O,X
OSTJLZI,X,O,X,X,O,X
OSTJZIL,X,O,X,X,O,X
OSTJZLI,X,O,X,X,X,X
OSTZILJ,X,O,X,X,X,X
OSTZIJL,X,X,X,X,O,X
OSTZLIJ,X,O,X,X,X,X
OSTZLJI,X,O,X,X,X,X
OSTZJIL,X,O,X,X,O,X
OSTZJLI,X,O,X,X,X,X
OSITLJZ,X,X,X,X,X,X
OSITLZJ,X,X,X,X,X,X
OSITJLZ,X,X,X,X,X,X
OSITJZL,X,X,X,X,X,X
OSITZLJ,X,X,X,X,X,X
OSITZJL,X,X,X,X,X,X
OSILTJZ,X,X,X,X,X,X
OSILTZJ,X,X,X,X,X,X
OSILJTZ,X,X,X,X,X,X
OSILJZT,X,X,X,X,X,X
OSILZTJ,X,X,X,X,X,X
OSILZJT,X,X,X,X,X,X
OSIJTLZ,X,X,X,X,X,X
OSIJTZL,X,X,X,X,X,X
OSIJLTZ,X,X,X,X,X,X
OSIJLZT,X,X,X,X,X,X
OSIJZTL,X,X,X,X,X,X
OSIJZLT,X,X,X,X,X,X
OSIZTLJ,X,X,X,X,X,X
OSIZTJL,X,X,X,X,X,X
OSIZLTJ,X,X,X,X,X,X
OSIZLJT,X,X,X,X,X,X
OSIZJTL,X,X,X,X,X,X
OSIZJLT,X,X,X,X,X,X
OSLTIJZ,X,X,X,X,O,X
OSLTIZJ,X,X,X,X,O,X
OSLTJIZ,O,X,X,X,O,X
OSLTJZI,X,O,X,X,O,X
OSLTZIJ,X,O,X,X,O,X
OSLTZJI,X,O,X,X,O,X
OSLITJZ,X,X,X,X,X,X
OSLITZJ,X,X,X,X,X,X
OSLIJTZ,X,X,X,X,X,X
OSLIJZT,X,X,X,X,X,X
OSLIZTJ,X,X,X,X,X,X
OSLIZJT,X,X,X,X,X,X
OSLJTIZ,O,X,X,X,O,X
OSLJTZI,X,X,X,X,O,X
OSLJITZ,O,X,X,X,X,X
OSLJIZT,O,X,X,X,X,X
OSLJZTI,O,O,X,X,O,X
OSLJZIT,O,O,X,X,O,X
OSLZTIJ,O,O,X,X,O,X
OSLZTJI,O,O,X,X,O,X
OSLZITJ,X,O,X,X,X,X
OSLZIJT,O,O,X,X,O,X
OSLZJTI,O,O,X,X,O,X
OSLZJIT,O,O,X,X,O,X
OSJTILZ,O,X,X,X,O,X
OSJTIZL,X,X,X,X,O,X
OSJTLIZ,O,X,X,X,O,X
OSJTLZI,X,X,X,X,O,X
OSJTZIL,X,X,X,X,O,X
OSJTZLI,X,X,X,X,X,X
OSJITLZ,X,X,X,X,X,X
OSJITZL,X,X,X,X,X,X
OSJILTZ,O,X,X,X,X,X
OSJILZT,O,X,X,X,X,X
OSJIZTL,X,X,X,X,X,X
OSJIZLT,X,X,X,X,X,X
OSJLTIZ,O,X,X,X,O,X
OSJLTZI,X,X,X,X,O,X
OSJLITZ,O,X,X,X,X,X
OSJLIZT,O,X,X,X,X,X
OSJLZTI,O,O,X,X,O,X
OSJLZIT,O,O,X,X,O,X
OSJZTIL,X,X,X,X,O,X
OSJZTLI,X,X,X,X,X,X
OSJZITL,X,X,X,X,O,X
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,O,X,X,O,X
OSJZLIT,O,O,X,X,O,X
OSZTILJ,O,O,X,X,X,X
OSZTIJL,O,X,X,X,O,X
OSZTLIJ,O,O,X,X,X,X
OSZTLJI,O,O,X,X,X,X
OSZTJIL,O,O,X,X,O,X
OSZTJLI,O,O,X,X,X,X
OSZITLJ,X,X,X,X,X,X
OSZITJL,X,X,X,X,X,X
OSZILTJ,X,O,X,X,X,X
OSZILJT,O,O,X,X,X,X
OSZIJTL,X,X,X,X,O,X
OSZIJLT,O,X,X,X,O,X
OSZLTIJ,O,O,X,X,O,X
OSZLTJI,O,O,X,X,O,X
OSZLITJ,X,O,X,X,X,X
OSZLIJT,O,O,X,X,O,X
OSZLJTI,O,O,X,X,O,X
OSZLJIT,O,O,X,X,O,X
OSZJTIL,X,X,X,X,O,X
OSZJTLI,X,X,X,X,X,X
OSZJITL,X,X,X,X,O,X
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,O,X,X,O,X
OSZJLIT,O,O,X,X,O,X
OZTILJS,X,X,O,X,X,X
OZTILSJ,X,X,X,X,X,X
OZTIJLS,X,X,O,X,X,X
OZTIJSL,O,X,X,X,X,X
OZTISLJ,O,O,X,X,X,X
OZTISJL,O,X,X,X,X,X
OZTLIJS,X,X,O,X,X,X
OZTLISJ,X,X,X,X,X,X
OZTLJIS,X,X,O,X,X,X
OZTLJSI,X,X,X,X,X,X
OZTLSIJ,X,X,X,X,X,X
OZTLSJI,X,X,X,X,X,X
OZTJILS,X,X,O,X,X,X
OZTJISL,O,O,X,X,X,X
OZTJLIS,X,X,O,X,X,X
OZTJLSI,X,X,X,X,X,X
OZTJSIL,O,O,X,X,X,X
OZTJSLI,O,O,X,X,X,X
OZTSILJ,O,O,X,X,X,X
OZTSIJL,O,X,X,X,X,X
OZTSLIJ,O,O,X,X,X,X
OZTSLJI,O,O,X,X,X,X
OZTSJIL,O,O,X,X,X,X
OZTSJLI,O,O,X,X,X,X
OZITLJS,X,X,X,X,X,X
OZITLSJ,X,X,X,X,X,X
OZITJLS,X,X,X,X,X,X
OZITJSL,X,X,X,X,X,X
OZITSLJ,X,X,X,X,X,X
OZITSJL,X,X,X,X,X,X
OZILTJS,X,X,X,X,X,X
OZILTSJ,X,X,X,O,X,X
OZILJTS,X,X,X,O,X,X
OZILJST,X,X,O,O,X,X
OZILSTJ,X,X,X,O,X,X
OZILSJT,X,X,X,O,X,X
OZIJTLS,X,X,X,X,X,X
OZIJTSL,X,X,X,O,X,X
OZIJLTS,X,X,X,O,X,X
OZIJLST,X,X,O,O,X,X
OZIJSTL,X,X,X,O,X,X
OZIJSLT,O,X,X,O,X,X
OZISTLJ,X,X,X,X,X,X
OZISTJL,X,X,X,O,X,X
OZISLTJ,X,O,X,O,X,X
OZISLJT,O,O,X,O,X,X
OZISJTL,X,X,X,O,X,X
OZISJLT,O,X,X,O,X,X
OZLTIJS,X,X,X,X,X,X
OZLTISJ,X,X,X,O,X,X
OZLTJIS,X,X,X,X,X,X
OZLTJSI,X,X,X,X,X,X
OZLTSIJ,X,X,X,O,X,X
OZLTSJI,X,X,X,X,X,X
OZLITJS,X,X,X,X,X,X
OZLITSJ,X,X,X,O,X,X
OZLIJTS,X,X,X,O,X,X
OZLIJST,X,X,X,O,X,X
OZLISTJ,X,X,X,O,X,X
OZLISJT,X,X,X,O,X,X
OZLJTIS,X,X,X,O,X,X
OZLJTSI,X,X,X,O,X,X
OZLJITS,X,X,X,O,X,X
OZLJIST,X,X,X,O,X,X
OZLJSTI,X,X,X,O,X,X
OZLJSIT,X,X,X,O,X,X
OZLSTIJ,X,X,X,O,X,X
OZLSTJI,X,X,X,X,X,X
OZLSITJ,X,X,X,O,X,X
OZLSIJT,X,X,X,O,X,X
OZLSJTI,X,X,X,O,X,X
OZLSJIT,X,X,X,O,X,X
OZJTILS,X,X,O,X,X,X
OZJTISL,X,X,X,O,X,X
OZJTLIS,X,X,O,X,X,X
OZJTLSI,X,X,X,X,X,X
OZJTSIL,X,X,X,O,X,X
OZJTSLI,X,X,X,X,X,X
OZJITLS,X,X,X,X,X,X
OZJITSL,X,X,X,O,X,X
OZJILTS,X,X,X,O,X,X
OZJILST,X,X,O,O,X,X
OZJISTL,X,X,X,O,X,X
OZJISLT,O,O,X,O,X,X
OZJLTIS,X,X,X,O,X,X
OZJLTSI,X,X,X,O,X,X
OZJLITS,X,X,X,O,X,X
OZJLIST,X,X,X,O,X,X
OZJLSTI,X,X,X,O,X,X
OZJLSIT,X,X,X,O,X,X
OZJSTIL,X,X,X,O,X,X
OZJSTLI,X,X,X,X,X,X
OZJSITL,X,X,X,O,X,X
OZJSILT,O,O,X,O,X,X
OZJSLTI,O,O,X,O,X,X
OZJSLIT,O,O,X,O,X,X
OZSTILJ,O,O,X,X,X,X
OZSTIJL,O,X,X,O,X,X
OZSTLIJ,O,O,X,X,X,X
OZSTLJI,O,O,X,X,X,X
OZSTJIL,O,O,X,X,X,X
OZSTJLI,O,O,X,X,X,X
OZSITLJ,X,X,X,X,X,X
OZSITJL,X,X,X,O,X,X
OZSILTJ,X,O,X,O,X,X
OZSILJT,O,O,X,O,X,X
OZSIJTL,X,X,X,O,X,X
OZSIJLT,O,X,X,O,X,X
OZSLTIJ,O,O,X,O,X,X
OZSLTJI,O,O,X,X,X,X
OZSLITJ,X,O,X,O,X,X
OZSLIJT,O,O,X,O,X,X
OZSLJTI,O,O,X,O,X,X
OZSLJIT,O,O,X,O,X,X
OZSJTIL,X,X,X,O,X,X
OZSJTLI,X,X,X,X,X,X
OZSJITL,X,X,X,O,X,X
OZSJILT,O,O,X,O,X,X
OZSJLTI,O,O,X,O,X,X
OZSJLIT,O,O,X,O,X,X
