sequence,v115@HhA8IeA8BeA8EeG8BeB8Jex/IvhFmhBCjBzkBFmBXo?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFRhBGjBXlBimBzn?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFamBRiBcoBXlBzm?B+sB,v115@HhA8IeA8BeA8EeG8BeB8Jel/IvhFamBGiBTjBXlBRs?BUsB,v115@HhA8IeA8BeA8EeG8BeB8Jex/IvhFmhBcoBzkBFmBSs?B3sB
OISZLJT,O,X,X,X,X
OISZJTL,X,X,X,X,X
OISZJLT,O,X,X,X,X
OIZTLJS,X,X,X,X,O
OIZTLSJ,X,X,X,X,X
OIZTJLS,X,X,X,X,X
OIZTJSL,O,X,X,X,X
OIZTSLJ,O,X,X,X,X
OIZTSJL,O,X,X,X,X
OIZLTJS,X,X,X,X,O
OIZLTSJ,X,X,X,X,X
OIZLJTS,X,X,X,X,X
OIZLJST,X,X,X,X,X
OIZLSTJ,X,X,X,X,X
OIZLSJT,X,X,X,X,X
OIZJTLS,X,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,X,X,X,X,X
OIZJLST,X,X,X,X,X
OIZJSTL,X,X,X,X,X
OIZJSLT,O,X,X,X,X
OIZSTLJ,O,X,X,X,X
OIZSTJL,O,X,X,X,X
OIZSLTJ,O,X,X,X,X
OIZSLJT,O,X,X,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,O,X,X,X,X
OLTIJSZ,X,O,X,O,X
OLTIJZS,X,X,X,X,O
OLTISJZ,X,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,X,X,X,O
OLTIZSJ,X,X,X,X,X
OLTJISZ,X,O,X,X,X
OLTJIZS,X,X,X,X,O
OLTJSIZ,X,X,X,X,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,O,X,O
OLTJZSI,X,X,X,X,O
OLTSIJZ,X,X,X,X,X
OLTSIZJ,X,X,X,X,X
OLTSJIZ,X,X,X,X,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,X,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,X,X,X,X,O
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,X,X,O
OLTZJSI,X,X,X,X,O
OLTZSIJ,X,X,X,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,X,O,X,O,X
OLITJZS,X,X,X,X,O
OLITSJZ,X,X,X,X,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,X,X,X,O
OLITZSJ,X,X,X,X,X
OLIJTSZ,X,O,X,O,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,X,O,X,O,X
OLIJSZT,X,X,X,X,X
OLIJZTS,X,X,X,X,X
OLIJZST,X,X,X,X,X
OLISTJZ,X,O,X,X,X
OLISTZJ,X,X,X,O,X
OLISJTZ,X,O,X,X,X
OLISJZT,X,X,X,X,X
OLISZTJ,X,X,X,O,X
OLISZJT,X,X,X,O,X
OLIZTJS,X,X,X,X,O
OLIZTSJ,X,X,X,X,X
OLIZJTS,X,X,X,X,X
OLIZJST,X,X,X,X,X
OLIZSTJ,X,X,X,X,X
OLIZSJT,X,X,X,X,X
OLJTISZ,X,O,X,X,X
OLJTIZS,X,X,X,X,X
OLJTSIZ,X,X,X,X,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,O,X,X
OLJTZSI,X,X,X,X,X
OLJITSZ,X,O,X,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,X,O,X,X,X
OLJISZT,X,X,X,X,X
OLJIZTS,X,X,X,X,X
OLJIZST,X,X,X,X,X
OLJSTIZ,X,O,X,X,X
OLJSTZI,X,X,O,X,X
OLJSITZ,X,O,X,X,X
OLJSIZT,X,X,X,X,X
OLJSZTI,X,X,O,X,X
OLJSZIT,X,X,O,X,X
OLJZTIS,X,X,O,X,X
OLJZTSI,X,X,X,X,X
OLJZITS,X,X,O,X,X
OLJZIST,X,X,O,X,X
OLJZSTI,X,X,O,X,X
OLJZSIT,X,X,O,X,X
OLSTIJZ,X,O,X,X,X
OLSTIZJ,X,X,X,O,X
OLSTJIZ,X,O,X,X,X
OLSTJZI,X,X,O,X,X
OLSTZIJ,X,X,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,X,O,X,X,X
OLSITZJ,X,X,X,O,X
OLSIJTZ,X,O,X,X,X
OLSIJZT,X,X,X,X,X
OLSIZTJ,X,X,X,O,X
OLSIZJT,X,X,X,O,X
OLSJTIZ,X,O,X,X,X
OLSJTZI,X,X,O,X,X
OLSJITZ,X,O,X,X,X
OLSJIZT,X,X,X,X,X
OLSJZTI,X,X,O,X,X
OLSJZIT,X,X,O,X,X
OLSZTIJ,X,X,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,X,X,X,X,X
OLSZIJT,X,X,X,X,X
OLSZJTI,X,X,X,X,X
OLSZJIT,X,X,X,X,X
OLZTIJS,X,X,X,X,O
OLZTISJ,X,X,X,X,X
OLZTJIS,X,X,X,X,O
OLZTJSI,X,X,X,X,O
OLZTSIJ,X,X,X,X,X
OLZTSJI,X,X,X,X,X
OLZITJS,X,X,X,X,O
OLZITSJ,X,X,X,X,X
OLZIJTS,X,X,X,X,X
OLZIJST,X,X,X,X,X
OLZISTJ,X,X,X,X,X
OLZISJT,X,X,X,X,X
OLZJTIS,X,X,X,X,X
OLZJTSI,X,X,X,X,X
OLZJITS,X,X,X,X,X
OLZJIST,X,X,X,X,X
OLZJSTI,X,X,X,X,X
OLZJSIT,X,X,X,X,X
OLZSTIJ,X,X,X,X,X
OLZSTJI,X,X,X,X,X
OLZSITJ,X,X,X,X,X
OLZSIJT,X,X,X,X,X
OLZSJTI,X,X,X,X,X
OLZSJIT,X,X,X,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,X,X,X
OJTISLZ,X,X,X,X,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,X,O,X,X,X
OJTLIZS,X,X,X,X,X
OJTLSIZ,X,X,X,X,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,O,X,X
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,X,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,X,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,O,X,X
OJTZISL,X,X,X,X,X
OJTZLIS,X,X,O,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,X,X
OJTZSLI,X,X,X,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,X,X,X,X,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,X,X,X,X,X
OJILSZT,X,X,X,X,X
OJILZTS,X,X,X,X,X
OJILZST,X,X,X,X,X
OJISTLZ,X,X,X,X,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,X,X,X,X
OJISLZT,X,X,X,X,X
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,X,X
OJIZTLS,X,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,X,X,X,X,X
OJIZLST,X,X,X,X,X
OJIZSTL,X,X,X,X,X
OJIZSLT,X,X,X,X,X
OJLTISZ,X,O,X,X,X
OJLTIZS,X,X,X,X,X
OJLTSIZ,X,X,X,X,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,O,X,X
OJLTZSI,X,X,X,X,X
OJLITSZ,X,O,X,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,X,O,X,X,X
OJLISZT,X,X,X,X,X
OJLIZTS,X,X,X,X,X
OJLIZST,X,X,X,X,X
OJLSTIZ,X,O,X,X,X
OJLSTZI,X,X,O,X,X
OJLSITZ,X,O,X,X,X
OJLSIZT,X,X,X,X,X
OJLSZTI,X,X,O,X,X
OJLSZIT,X,X,O,X,X
OJLZTIS,X,X,O,X,X
OJLZTSI,X,X,X,X,X
OJLZITS,X,X,O,X,X
OJLZIST,X,X,O,X,X
OJLZSTI,X,X,O,X,X
OJLZSIT,X,X,O,X,X
OJSTILZ,X,O,X,X,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,O,X,X,X
OJSTLZI,X,X,O,X,X
OJSTZIL,X,X,O,X,X
OJSTZLI,X,X,O,X,X
OJSITLZ,X,O,X,X,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,X,X,X,X
OJSILZT,X,X,X,X,X
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,X,X
OJSLTIZ,X,O,X,X,X
OJSLTZI,X,X,O,X,X
OJSLITZ,X,O,X,X,X
OJSLIZT,X,X,X,X,X
OJSLZTI,X,X,O,X,X
OJSLZIT,X,X,O,X,X
OJSZTIL,X,X,O,X,X
OJSZTLI,X,X,O,X,X
OJSZITL,X,X,O,X,X
OJSZILT,X,X,O,X,X
OJSZLTI,X,X,O,X,X
OJSZLIT,X,X,O,X,X
OJZTILS,X,X,O,X,X
OJZTISL,X,X,X,X,X
OJZTLIS,X,X,O,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,X,X,O,X,X
OJZITSL,X,X,X,X,X
OJZILTS,X,X,O,X,X
OJZILST,X,X,O,X,X
OJZISTL,X,X,O,X,X
OJZISLT,X,X,O,X,X
OJZLTIS,X,X,O,X,X
OJZLTSI,X,X,X,X,X
OJZLITS,X,X,O,X,X
OJZLIST,X,X,O,X,X
OJZLSTI,X,X,O,X,X
OJZLSIT,X,X,O,X,X
OJZSTIL,X,X,O,X,X
OJZSTLI,X,X,O,X,X
OJZSITL,X,X,O,X,X
OJZSILT,X,X,O,X,X
OJZSLTI,X,X,O,X,X
OJZSLIT,X,X,O,X,X
OSTILJZ,O,X,X,X,X
OSTILZJ,X,X,X,O,X
OSTIJLZ,O,O,X,O,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,O,X,X,X,X
OSTIZJL,O,X,X,X,X
OSTLIJZ,O,O,X,X,X
OSTLIZJ,X,X,X,O,X
OSTLJIZ,O,O,X,X,X
OSTLJZI,X,X,O,X,X
OSTLZIJ,X,X,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,O,O,X,X,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,O,O,X,X,X
OSTJLZI,X,X,O,X,X
OSTJZIL,X,X,O,X,X
OSTJZLI,X,X,O,X,X
OSTZILJ,O,X,X,X,X
OSTZIJL,O,X,X,X,X
OSTZLIJ,O,X,X,X,X
OSTZLJI,O,X,X,X,X
OSTZJIL,O,X,X,X,X
OSTZJLI,O,X,X,X,X
OSITLJZ,O,X,X,X,X
OSITLZJ,X,X,X,O,X
OSITJLZ,O,O,X,O,X
OSITJZL,X,X,X,X,X
OSITZLJ,O,X,X,X,X
OSITZJL,O,X,X,X,X
OSILTJZ,O,X,X,X,X
OSILTZJ,X,X,X,O,X
OSILJTZ,X,X,X,X,X
OSILJZT,X,X,X,X,X
OSILZTJ,X,X,X,O,X
OSILZJT,X,X,X,O,X
OSIJTLZ,X,O,X,O,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,X,O,X
OSIJLZT,X,X,X,X,X
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,X,X
OSIZTLJ,O,X,X,X,X
OSIZTJL,O,X,X,X,X
OSIZLTJ,O,X,X,X,X
OSIZLJT,O,X,X,X,X
OSIZJTL,X,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,O,O,X,X,X
OSLTIZJ,X,X,X,O,X
OSLTJIZ,O,O,X,X,X
OSLTJZI,X,X,O,X,X
OSLTZIJ,X,X,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,O,O,X,X,X
OSLITZJ,X,X,X,O,X
OSLIJTZ,X,O,X,X,X
OSLIJZT,X,X,X,X,X
OSLIZTJ,X,X,X,O,X
OSLIZJT,X,X,X,O,X
OSLJTIZ,X,O,X,X,X
OSLJTZI,X,X,O,X,X
OSLJITZ,X,O,X,X,X
OSLJIZT,X,X,X,X,X
OSLJZTI,X,X,O,X,X
OSLJZIT,X,X,O,X,X
OSLZTIJ,X,X,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,X,X,X,X,X
OSLZIJT,X,X,X,X,X
OSLZJTI,X,X,X,X,X
OSLZJIT,X,X,X,X,X
OSJTILZ,X,O,X,X,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,O,X,X,X
OSJTLZI,X,X,O,X,X
OSJTZIL,X,X,O,X,X
OSJTZLI,X,X,O,X,X
OSJITLZ,X,O,X,X,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,X,X,X
OSJILZT,X,X,X,X,X
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,X,X
OSJLTIZ,X,O,X,X,X
OSJLTZI,X,X,O,X,X
OSJLITZ,X,O,X,X,X
OSJLIZT,X,X,X,X,X
OSJLZTI,X,X,O,X,X
OSJLZIT,X,X,O,X,X
OSJZTIL,X,X,O,X,X
OSJZTLI,X,X,O,X,X
OSJZITL,X,X,O,X,X
OSJZILT,X,X,O,X,X
OSJZLTI,X,X,O,X,X
OSJZLIT,X,X,O,X,X
OSZTILJ,O,X,X,X,X
OSZTIJL,O,X,X,X,X
OSZTLIJ,O,X,X,X,X
OSZTLJI,O,X,X,X,X
OSZTJIL,O,X,X,X,X
OSZTJLI,O,X,X,X,X
OSZITLJ,O,X,X,X,X
OSZITJL,O,X,X,X,X
OSZILTJ,O,X,X,X,X
OSZILJT,O,X,X,X,X
OSZIJTL,X,X,X,X,X
OSZIJLT,O,X,X,X,X
OSZLTIJ,O,X,X,X,X
OSZLTJI,O,X,X,X,X
OSZLITJ,O,X,X,X,X
OSZLIJT,O,X,X,X,X
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,X,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,O,X,X,X,X
OSZJLTI,X,X,X,X,X
OSZJLIT,O,X,X,X,X
OZTILJS,X,X,X,X,O
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,X,X,X
OZTIJSL,O,X,X,X,X
OZTISLJ,O,X,X,X,X
OZTISJL,O,X,X,X,X
OZTLIJS,X,X,X,X,O
OZTLISJ,X,X,X,X,X
OZTLJIS,X,X,X,X,O
OZTLJSI,X,X,X,X,O
OZTLSIJ,X,X,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,X,X,X,X,X
OZTJISL,O,X,X,X,X
OZTJLIS,X,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,O,X,X,X,X
OZTJSLI,O,X,X,X,X
OZTSILJ,O,X,X,X,X
OZTSIJL,O,X,X,X,X
OZTSLIJ,O,X,X,X,X
OZTSLJI,O,X,X,X,X
OZTSJIL,O,X,X,X,X
OZTSJLI,O,X,X,X,X
OZITLJS,X,X,X,X,O
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,O,X,X,X,X
OZITSLJ,O,X,X,X,X
OZITSJL,O,X,X,X,X
OZILTJS,X,X,X,X,O
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,X,X,X
OZILJST,X,X,X,X,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,X,X,X,X
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,X,X,X,X,X
OZIJSTL,X,X,X,X,X
OZIJSLT,O,X,X,X,X
OZISTLJ,O,X,X,X,X
OZISTJL,O,X,X,X,X
OZISLTJ,O,X,X,X,X
OZISLJT,O,X,X,X,X
OZISJTL,X,X,X,X,X
OZISJLT,O,X,X,X,X
OZLTIJS,X,X,X,X,O
OZLTISJ,X,X,X,X,X
OZLTJIS,X,X,X,X,O
OZLTJSI,X,X,X,X,O
OZLTSIJ,X,X,X,X,X
OZLTSJI,X,X,X,X,X
OZLITJS,X,X,X,X,O
OZLITSJ,X,X,X,X,X
OZLIJTS,X,X,X,X,X
OZLIJST,X,X,X,X,X
OZLISTJ,X,X,X,X,X
OZLISJT,X,X,X,X,X
OZLJTIS,X,X,X,X,X
OZLJTSI,X,X,X,X,X
OZLJITS,X,X,X,X,X
OZLJIST,X,X,X,X,X
OZLJSTI,X,X,X,X,X
OZLJSIT,X,X,X,X,X
OZLSTIJ,X,X,X,X,X
OZLSTJI,X,X,X,X,X
OZLSITJ,X,X,X,X,X
OZLSIJT,X,X,X,X,X
OZLSJTI,X,X,X,X,X
OZLSJIT,X,X,X,X,X
OZJTILS,X,X,X,X,X
OZJTISL,X,X,X,X,X
OZJTLIS,X,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,X,X
OZJTSLI,X,X,X,X,X
OZJITLS,X,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,X,X,X,X,X
OZJILST,X,X,X,X,X
OZJISTL,X,X,X,X,X
OZJISLT,O,X,X,X,X
OZJLTIS,X,X,X,X,X
OZJLTSI,X,X,X,X,X
OZJLITS,X,X,X,X,X
OZJLIST,X,X,X,X,X
OZJLSTI,X,X,X,X,X
OZJLSIT,X,X,X,X,X
OZJSTIL,X,X,X,X,X
OZJSTLI,X,X,X,X,X
OZJSITL,X,X,X,X,X
OZJSILT,O,X,X,X,X
OZJSLTI,X,X,X,X,X
OZJSLIT,O,X,X,X,X
OZSTILJ,O,X,X,X,X
OZSTIJL,O,X,X,X,X
OZSTLIJ,O,X,X,X,X
OZSTLJI,O,X,X,X,X
OZSTJIL,O,X,X,X,X
OZSTJLI,O,X,X,X,X
OZSITLJ,O,X,X,X,X
OZSITJL,O,X,X,X,X
OZSILTJ,O,X,X,X,X
OZSILJT,O,X,X,X,X
OZSIJTL,X,X,X,X,X
OZSIJLT,O,X,X,X,X
OZSLTIJ,O,X,X,X,X
OZSLTJI,O,X,X,X,X
OZSLITJ,O,X,X,X,X
OZSLIJT,O,X,X,X,X
OZSLJTI,X,X,X,X,X
OZSLJIT,O,X,X,X,X
OZSJTIL,X,X,X,X,X
OZSJTLI,X,X,X,X,X
OZSJITL,X,X,X,X,X
OZSJILT,O,X,X,X,X
OZSJLTI,X,X,X,X,X
OZSJLIT,O,X,X,X,X
