sequence,v115@QhB8CeA8DeF8BeC8Je2EJvhFRgB3hBFjBSqB0nBzrB,v115@QhB8CeA8DeF8BeC8Jex/IvhF6mBTiBOoB0kBllBXsB,v115@QhB8CeA8DeF8BeC8Jex/IvhF0hB6nBOoBlkB3lBzrB,v115@QhB8CeA8DeF8BeC8Jei/IvhFulBFiBXjBzkBRsB0rB,v115@QhB8CeA8DeF8BeC8Je/EJvhFRgBOoBTlBlmBcsBCsB
OIZLTJS,X,X,X,X,X
OIZLTSJ,X,X,X,X,X
OIZLJTS,X,X,X,X,X
OIZLJST,X,X,X,X,X
OIZLSTJ,X,X,X,X,X
OIZLSJT,X,X,X,X,X
OIZJTLS,X,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,X,X,X,X,X
OIZJLST,X,X,X,X,X
OIZJSTL,X,X,X,X,X
OIZJSLT,X,X,X,X,X
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,X,X,X,X,X
OIZSLJT,X,X,X,X,X
OIZSJTL,X,X,X,X,X
OIZSJLT,X,X,X,X,X
OLTIJSZ,O,X,X,X,X
OLTIJZS,X,X,O,X,X
OLTISJZ,O,X,X,X,X
OLTISZJ,X,X,X,X,X
OLTIZJS,X,X,O,X,X
OLTIZSJ,X,X,X,X,X
OLTJISZ,O,X,X,X,X
OLTJIZS,X,X,O,X,X
OLTJSIZ,O,X,O,X,X
OLTJSZI,X,X,O,X,X
OLTJZIS,X,X,O,X,X
OLTJZSI,X,X,O,X,X
OLTSIJZ,O,X,O,X,X
OLTSIZJ,X,X,O,X,X
OLTSJIZ,O,X,O,X,X
OLTSJZI,X,X,O,X,X
OLTSZIJ,X,X,O,X,X
OLTSZJI,X,X,O,X,X
OLTZIJS,X,X,O,X,X
OLTZISJ,X,X,X,X,X
OLTZJIS,X,X,O,X,X
OLTZJSI,X,X,O,X,X
OLTZSIJ,X,X,O,X,X
OLTZSJI,X,X,O,X,X
OLITJSZ,O,X,X,O,X
OLITJZS,X,X,X,X,X
OLITSJZ,O,X,X,O,X
OLITSZJ,X,X,X,X,X
OLITZJS,X,X,X,X,X
OLITZSJ,X,X,X,X,X
OLIJTSZ,O,X,X,X,X
OLIJTZS,X,X,X,X,X
OLIJSTZ,O,X,X,O,X
OLIJSZT,O,X,X,O,X
OLIJZTS,O,X,X,O,X
OLIJZST,O,X,X,O,X
OLISTJZ,O,X,X,O,X
OLISTZJ,X,X,X,X,X
OLISJTZ,O,X,X,O,X
OLISJZT,O,X,X,O,X
OLISZTJ,O,X,X,X,X
OLISZJT,O,X,X,X,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,X,X,X,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,O,X,X,X,X
OLJTISZ,O,X,X,X,X
OLJTIZS,X,X,O,X,X
OLJTSIZ,O,X,O,X,X
OLJTSZI,X,X,O,X,X
OLJTZIS,X,X,O,X,X
OLJTZSI,X,X,O,X,X
OLJITSZ,O,X,X,X,X
OLJITZS,X,X,X,X,X
OLJISTZ,O,X,X,O,X
OLJISZT,O,X,X,O,X
OLJIZTS,O,X,X,O,X
OLJIZST,O,X,X,O,X
OLJSTIZ,O,X,O,O,X
OLJSTZI,X,X,O,X,X
OLJSITZ,O,X,X,O,X
OLJSIZT,O,X,O,O,X
OLJSZTI,O,X,O,X,X
OLJSZIT,O,X,O,X,X
OLJZTIS,O,X,O,X,X
OLJZTSI,O,X,O,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,X,X,X,X
OLJZSTI,O,X,O,X,X
OLJZSIT,O,X,O,X,X
OLSTIJZ,O,X,O,X,X
OLSTIZJ,X,X,O,X,X
OLSTJIZ,O,X,O,O,X
OLSTJZI,X,X,O,X,X
OLSTZIJ,X,X,O,X,X
OLSTZJI,X,X,O,X,X
OLSITJZ,O,X,X,O,X
OLSITZJ,X,X,X,X,X
OLSIJTZ,O,X,X,O,X
OLSIJZT,O,X,O,O,X
OLSIZTJ,O,X,X,X,X
OLSIZJT,O,X,O,X,X
OLSJTIZ,O,X,O,O,X
OLSJTZI,X,X,O,X,X
OLSJITZ,O,X,X,O,X
OLSJIZT,O,X,O,O,X
OLSJZTI,O,X,O,X,X
OLSJZIT,O,X,O,X,X
OLSZTIJ,O,X,O,X,X
OLSZTJI,O,X,O,X,X
OLSZITJ,O,X,X,X,X
OLSZIJT,O,X,O,X,X
OLSZJTI,O,X,O,X,X
OLSZJIT,O,X,O,X,X
OLZTIJS,O,X,O,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,X,O,X,X
OLZTJSI,O,X,O,X,X
OLZTSIJ,O,X,O,X,X
OLZTSJI,O,X,O,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,X,X,X,X
OLZISTJ,O,X,X,X,X
OLZISJT,O,X,X,X,X
OLZJTIS,O,X,O,X,X
OLZJTSI,O,X,O,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,X,X,X,X
OLZJSTI,O,X,O,X,X
OLZJSIT,O,X,O,X,X
OLZSTIJ,O,X,O,X,X
OLZSTJI,O,X,O,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,X,O,X,X
OLZSJTI,O,X,O,X,X
OLZSJIT,O,X,O,X,X
OJTILSZ,X,X,X,X,X
OJTILZS,X,X,O,X,X
OJTISLZ,O,X,X,X,X
OJTISZL,O,X,X,X,X
OJTIZLS,X,X,O,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,O,X,X,X,X
OJTLIZS,X,X,O,X,X
OJTLSIZ,O,X,O,X,X
OJTLSZI,X,X,O,X,X
OJTLZIS,X,X,O,X,X
OJTLZSI,X,X,O,X,X
OJTSILZ,O,X,O,X,X
OJTSIZL,O,X,O,X,X
OJTSLIZ,O,X,O,X,X
OJTSLZI,X,X,O,X,X
OJTSZIL,X,X,O,X,X
OJTSZLI,X,X,O,X,X
OJTZILS,X,X,O,X,X
OJTZISL,X,X,X,X,X
OJTZLIS,X,X,O,X,X
OJTZLSI,X,X,O,X,X
OJTZSIL,X,X,O,X,X
OJTZSLI,X,X,O,X,X
OJITLSZ,X,X,X,X,X
OJITLZS,X,X,X,X,X
OJITSLZ,O,X,X,X,X
OJITSZL,O,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,X,X,X,X
OJILTZS,X,X,X,X,X
OJILSTZ,X,X,X,O,X
OJILSZT,X,X,X,O,X
OJILZTS,X,X,X,O,X
OJILZST,X,X,X,O,X
OJISTLZ,O,X,X,O,X
OJISTZL,O,X,X,X,X
OJISLTZ,X,X,X,O,X
OJISLZT,X,X,X,O,X
OJISZTL,O,X,X,O,X
OJISZLT,X,X,X,O,X
OJIZTLS,X,X,X,O,X
OJIZTSL,O,X,X,O,X
OJIZLTS,X,X,X,O,X
OJIZLST,X,X,X,O,X
OJIZSTL,O,X,X,O,X
OJIZSLT,X,X,X,O,X
OJLTISZ,O,X,X,X,X
OJLTIZS,X,X,O,X,X
OJLTSIZ,O,X,O,X,X
OJLTSZI,X,X,O,X,X
OJLTZIS,X,X,O,X,X
OJLTZSI,X,X,O,X,X
OJLITSZ,O,X,X,X,X
OJLITZS,X,X,X,X,X
OJLISTZ,O,X,X,O,X
OJLISZT,O,X,X,O,X
OJLIZTS,O,X,X,O,X
OJLIZST,O,X,X,O,X
OJLSTIZ,O,X,O,O,X
OJLSTZI,X,X,O,X,X
OJLSITZ,O,X,X,O,X
OJLSIZT,O,X,O,O,X
OJLSZTI,O,X,O,X,X
OJLSZIT,O,X,O,X,X
OJLZTIS,O,X,O,X,X
OJLZTSI,O,X,O,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,X,X,X,X
OJLZSTI,O,X,O,X,X
OJLZSIT,O,X,O,X,X
OJSTILZ,O,X,O,X,X
OJSTIZL,O,X,O,X,X
OJSTLIZ,O,X,O,O,X
OJSTLZI,X,X,O,X,X
OJSTZIL,X,X,O,X,X
OJSTZLI,X,X,O,X,X
OJSITLZ,O,X,X,O,X
OJSITZL,O,X,X,X,X
OJSILTZ,X,X,X,O,X
OJSILZT,X,X,O,O,X
OJSIZTL,O,X,X,O,O
OJSIZLT,X,X,O,O,X
OJSLTIZ,O,X,O,O,X
OJSLTZI,X,X,O,X,X
OJSLITZ,O,X,X,O,X
OJSLIZT,O,X,O,O,X
OJSLZTI,O,X,O,X,X
OJSLZIT,O,X,O,X,X
OJSZTIL,O,X,O,X,O
OJSZTLI,O,X,O,X,O
OJSZITL,O,X,X,X,O
OJSZILT,X,X,O,X,X
OJSZLTI,O,X,O,X,X
OJSZLIT,O,X,O,X,X
OJZTILS,X,X,O,X,X
OJZTISL,O,X,X,X,X
OJZTLIS,O,X,O,X,X
OJZTLSI,O,X,O,X,X
OJZTSIL,O,X,O,X,O
OJZTSLI,O,X,O,X,O
OJZITLS,X,X,X,X,X
OJZITSL,O,X,X,X,X
OJZILTS,X,X,X,X,X
OJZILST,X,X,X,X,X
OJZISTL,O,X,X,X,X
OJZISLT,X,X,X,X,X
OJZLTIS,O,X,O,X,X
OJZLTSI,O,X,O,X,X
OJZLITS,O,X,X,X,X
OJZLIST,O,X,X,X,X
OJZLSTI,O,X,O,X,X
OJZLSIT,O,X,O,X,X
OJZSTIL,O,X,O,X,O
OJZSTLI,O,X,O,X,O
OJZSITL,O,X,X,X,O
OJZSILT,X,X,O,X,X
OJZSLTI,O,X,O,X,X
OJZSLIT,O,X,O,X,X
OSTILJZ,X,X,O,X,X
OSTILZJ,X,X,O,X,X
OSTIJLZ,O,X,O,X,X
OSTIJZL,O,X,O,X,X
OSTIZLJ,X,X,O,X,X
OSTIZJL,X,X,O,X,X
OSTLIJZ,O,X,O,X,X
OSTLIZJ,X,X,O,X,X
OSTLJIZ,O,X,O,O,X
OSTLJZI,X,X,O,X,X
OSTLZIJ,X,X,O,X,X
OSTLZJI,X,X,O,X,X
OSTJILZ,O,X,O,X,X
OSTJIZL,O,X,O,X,X
OSTJLIZ,O,X,O,O,X
OSTJLZI,X,X,O,X,X
OSTJZIL,X,X,O,X,X
OSTJZLI,X,X,O,X,X
OSTZILJ,X,X,O,X,X
OSTZIJL,X,X,O,X,X
OSTZLIJ,X,X,O,X,X
OSTZLJI,X,X,O,X,X
OSTZJIL,X,X,O,X,X
OSTZJLI,X,X,O,X,X
OSITLJZ,X,X,X,O,X
OSITLZJ,X,X,X,X,X
OSITJLZ,O,X,X,O,X
OSITJZL,O,X,X,X,X
OSITZLJ,X,X,X,X,X
OSITZJL,X,X,X,X,X
OSILTJZ,X,X,X,O,X
OSILTZJ,X,X,X,X,X
OSILJTZ,X,X,X,O,X
OSILJZT,X,X,O,O,X
OSILZTJ,X,X,X,X,X
OSILZJT,X,X,O,X,X
OSIJTLZ,O,X,X,O,X
OSIJTZL,O,X,X,X,X
OSIJLTZ,X,X,X,O,X
OSIJLZT,X,X,O,O,X
OSIJZTL,O,X,X,O,O
OSIJZLT,X,X,O,O,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,O,X,X,X,O
OSIZLTJ,X,X,X,X,X
OSIZLJT,X,X,O,X,X
OSIZJTL,O,X,X,X,O
OSIZJLT,X,X,O,X,X
OSLTIJZ,O,X,O,X,X
OSLTIZJ,X,X,O,X,X
OSLTJIZ,O,X,O,O,X
OSLTJZI,X,X,O,X,X
OSLTZIJ,X,X,O,X,X
OSLTZJI,X,X,O,X,X
OSLITJZ,O,X,X,O,X
OSLITZJ,X,X,X,X,X
OSLIJTZ,O,X,X,O,X
OSLIJZT,O,X,O,O,X
OSLIZTJ,O,X,X,X,X
OSLIZJT,O,X,O,X,X
OSLJTIZ,O,X,O,O,X
OSLJTZI,X,X,O,X,X
OSLJITZ,O,X,X,O,X
OSLJIZT,O,X,O,O,X
OSLJZTI,O,X,O,X,X
OSLJZIT,O,X,O,X,X
OSLZTIJ,O,X,O,X,X
OSLZTJI,O,X,O,X,X
OSLZITJ,O,X,X,X,X
OSLZIJT,O,X,O,X,X
OSLZJTI,O,X,O,X,X
OSLZJIT,O,X,O,X,X
OSJTILZ,O,X,O,X,X
OSJTIZL,O,X,O,X,X
OSJTLIZ,O,X,O,O,X
OSJTLZI,X,X,O,X,X
OSJTZIL,X,X,O,X,X
OSJTZLI,X,X,O,X,X
OSJITLZ,O,X,X,O,X
OSJITZL,O,X,X,X,X
OSJILTZ,X,X,X,O,X
OSJILZT,X,X,O,O,X
OSJIZTL,O,X,X,O,O
OSJIZLT,X,X,O,O,X
OSJLTIZ,O,X,O,O,X
OSJLTZI,X,X,O,X,X
OSJLITZ,O,X,X,O,X
OSJLIZT,O,X,O,O,X
OSJLZTI,O,X,O,X,X
OSJLZIT,O,X,O,X,X
OSJZTIL,O,X,O,X,O
OSJZTLI,O,X,O,X,O
OSJZITL,O,X,X,X,O
OSJZILT,X,X,O,X,X
OSJZLTI,O,X,O,X,X
OSJZLIT,O,X,O,X,X
OSZTILJ,X,X,O,X,X
OSZTIJL,O,X,O,X,O
OSZTLIJ,O,X,O,X,X
OSZTLJI,O,X,O,X,X
OSZTJIL,O,X,O,X,O
OSZTJLI,O,X,O,X,O
OSZITLJ,X,X,X,X,X
OSZITJL,O,X,X,X,O
OSZILTJ,X,X,X,X,X
OSZILJT,X,X,O,X,X
OSZIJTL,O,X,X,X,O
OSZIJLT,X,X,O,X,X
OSZLTIJ,O,X,O,X,X
OSZLTJI,O,X,O,X,X
OSZLITJ,O,X,X,X,X
OSZLIJT,O,X,O,X,X
OSZLJTI,O,X,O,X,X
OSZLJIT,O,X,O,X,X
OSZJTIL,O,X,O,X,O
OSZJTLI,O,X,O,X,O
OSZJITL,O,X,X,X,O
OSZJILT,X,X,O,X,X
OSZJLTI,O,X,O,X,X
OSZJLIT,O,X,O,X,X
OZTILJS,X,X,O,X,X
OZTILSJ,X,X,X,X,X
OZTIJLS,X,X,O,X,X
OZTIJSL,X,X,X,X,X
OZTISLJ,X,X,X,X,X
OZTISJL,X,X,X,X,X
OZTLIJS,O,X,O,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,O,X,O,X,X
OZTLJSI,O,X,O,X,X
OZTLSIJ,O,X,O,X,X
OZTLSJI,O,X,O,X,X
OZTJILS,X,X,O,X,X
OZTJISL,O,X,X,X,X
OZTJLIS,O,X,O,X,X
OZTJLSI,O,X,O,X,X
OZTJSIL,O,X,O,X,O
OZTJSLI,O,X,O,X,O
OZTSILJ,X,X,O,X,X
OZTSIJL,O,X,O,X,O
OZTSLIJ,O,X,O,X,X
OZTSLJI,O,X,O,X,X
OZTSJIL,O,X,O,X,O
OZTSJLI,O,X,O,X,O
OZITLJS,X,X,X,X,X
OZITLSJ,X,X,X,X,X
OZITJLS,X,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,X,X
OZILTJS,X,X,X,X,X
OZILTSJ,X,X,X,X,X
OZILJTS,X,X,X,X,X
OZILJST,X,X,X,X,X
OZILSTJ,X,X,X,X,X
OZILSJT,X,X,X,X,X
OZIJTLS,X,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,X,X,X,X,X
OZIJLST,X,X,X,X,X
OZIJSTL,X,X,X,X,X
OZIJSLT,X,X,X,X,X
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,X,X,X,X,X
OZISLJT,X,X,X,X,X
OZISJTL,X,X,X,X,X
OZISJLT,X,X,X,X,X
OZLTIJS,O,X,O,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,O,X,O,X,X
OZLTJSI,O,X,O,X,X
OZLTSIJ,O,X,O,X,X
OZLTSJI,O,X,O,X,X
OZLITJS,O,X,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,X,X,X,X
OZLIJST,O,X,X,X,X
OZLISTJ,O,X,X,X,X
OZLISJT,O,X,X,X,X
OZLJTIS,O,X,O,X,X
OZLJTSI,O,X,O,X,X
OZLJITS,O,X,X,X,X
OZLJIST,O,X,X,X,X
OZLJSTI,O,X,O,X,X
OZLJSIT,O,X,O,X,X
OZLSTIJ,O,X,O,X,X
OZLSTJI,O,X,O,X,X
OZLSITJ,O,X,X,X,X
OZLSIJT,O,X,O,X,X
OZLSJTI,O,X,O,X,X
OZLSJIT,O,X,O,X,X
OZJTILS,X,X,O,X,X
OZJTISL,O,X,X,X,X
OZJTLIS,O,X,O,X,X
OZJTLSI,O,X,O,X,X
OZJTSIL,O,X,O,X,O
OZJTSLI,O,X,O,X,O
OZJITLS,X,X,X,X,X
OZJITSL,O,X,X,X,X
OZJILTS,X,X,X,X,X
OZJILST,X,X,X,X,X
OZJISTL,O,X,X,X,X
OZJISLT,X,X,X,X,X
OZJLTIS,O,X,O,X,X
OZJLTSI,O,X,O,X,X
OZJLITS,O,X,X,X,X
OZJLIST,O,X,X,X,X
OZJLSTI,O,X,O,X,X
OZJLSIT,O,X,O,X,X
OZJSTIL,O,X,O,X,O
OZJSTLI,O,X,O,X,O
OZJSITL,O,X,X,X,O
OZJSILT,X,X,O,X,X
OZJSLTI,O,X,O,X,X
OZJSLIT,O,X,O,X,X
OZSTILJ,X,X,O,X,X
OZSTIJL,O,X,O,X,O
OZSTLIJ,O,X,O,X,X
OZSTLJI,O,X,O,X,X
OZSTJIL,O,X,O,X,O
OZSTJLI,O,X,O,X,O
OZSITLJ,X,X,X,X,X
OZSITJL,O,X,X,X,O
OZSILTJ,X,X,X,X,X
OZSILJT,X,X,O,X,X
OZSIJTL,O,X,X,X,O
OZSIJLT,X,X,O,X,X
OZSLTIJ,O,X,O,X,X
OZSLTJI,O,X,O,X,X
OZSLITJ,O,X,X,X,X
OZSLIJT,O,X,O,X,X
OZSLJTI,O,X,O,X,X
OZSLJIT,O,X,O,X,X
OZSJTIL,O,X,O,X,O
OZSJTLI,O,X,O,X,O
OZSJITL,O,X,X,X,O
OZSJILT,X,X,O,X,X
OZSJLTI,O,X,O,X,X
OZSJLIT,O,X,O,X,X
