sequence,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeuEJvhF3gBFiBTjB0?mBiqBRwB,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeFAJvhFxhBTjBfqBq?qBmmB0rB,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeRAJvhFcmBOnBTjBf?qB6qB1wB,v115@9gA8IeA8FeA8BeA8FeE8EeC8JeCAJvhFxhBTjBllBU?qBmrB3rB
ZOLIJST,X,X,X,X
ZOLISTJ,X,O,X,X
ZOLISJT,X,X,X,X
ZOLJTIS,X,X,X,X
ZOLJTSI,X,X,X,X
ZOLJITS,X,X,X,O
ZOLJIST,X,O,X,X
ZOLJSTI,X,O,X,X
ZOLJSIT,X,O,X,X
ZOLSTIJ,X,O,X,X
ZOLSTJI,X,O,X,X
ZOLSITJ,X,O,X,X
ZOLSIJT,X,X,X,X
ZOLSJTI,X,O,X,X
ZOLSJIT,X,O,X,X
ZOJTILS,X,X,X,O
ZOJTISL,X,X,X,X
ZOJTLIS,X,X,X,O
ZOJTLSI,X,X,X,O
ZOJTSIL,X,X,X,O
ZOJTSLI,X,X,X,O
ZOJITLS,X,X,X,O
ZOJITSL,X,X,X,X
ZOJILTS,X,X,X,O
ZOJILST,X,O,X,X
ZOJISTL,X,X,X,X
ZOJISLT,X,O,X,X
ZOJLTIS,X,X,X,X
ZOJLTSI,X,X,X,X
ZOJLITS,X,X,X,O
ZOJLIST,X,O,X,X
ZOJLSTI,X,O,X,X
ZOJLSIT,X,O,X,X
ZOJSTIL,X,X,X,X
ZOJSTLI,X,X,X,X
ZOJSITL,X,X,X,X
ZOJSILT,X,O,X,X
ZOJSLTI,X,O,X,X
ZOJSLIT,X,O,X,X
ZOSTILJ,X,X,X,X
ZOSTIJL,X,X,X,X
ZOSTLIJ,X,X,X,X
ZOSTLJI,X,X,X,X
ZOSTJIL,X,X,X,X
ZOSTJLI,X,X,X,X
ZOSITLJ,X,X,X,X
ZOSITJL,X,X,X,X
ZOSILTJ,X,O,X,X
ZOSILJT,X,X,X,X
ZOSIJTL,X,X,X,X
ZOSIJLT,X,O,X,X
ZOSLTIJ,X,O,X,X
ZOSLTJI,X,O,X,X
ZOSLITJ,X,O,X,X
ZOSLIJT,X,X,X,X
ZOSLJTI,X,O,X,X
ZOSLJIT,X,O,X,X
ZOSJTIL,X,X,X,X
ZOSJTLI,X,X,X,X
ZOSJITL,X,X,X,X
ZOSJILT,X,O,X,X
ZOSJLTI,X,O,X,X
ZOSJLIT,X,O,X,X
OTILJSZ,O,X,X,X
OTILJZS,X,X,X,X
OTILSJZ,O,X,X,X
OTILSZJ,X,X,X,X
OTILZJS,X,X,X,X
OTILZSJ,X,X,X,X
OTIJLSZ,O,X,X,X
OTIJLZS,X,X,X,X
OTIJSLZ,X,X,X,X
OTIJSZL,X,X,X,X
OTIJZLS,X,X,X,X
OTIJZSL,O,X,X,X
OTISLJZ,X,X,X,X
OTISLZJ,X,X,X,X
OTISJLZ,X,X,X,X
OTISJZL,X,X,X,X
OTISZLJ,X,X,X,X
OTISZJL,X,X,X,X
OTIZLJS,X,X,X,X
OTIZLSJ,X,X,X,X
OTIZJLS,X,X,X,X
OTIZJSL,O,X,X,X
OTIZSLJ,X,X,X,X
OTIZSJL,O,X,X,X
OTLIJSZ,X,X,X,X
OTLIJZS,X,X,X,X
OTLISJZ,X,X,X,X
OTLISZJ,X,X,X,X
OTLIZJS,X,X,X,X
OTLIZSJ,X,X,X,X
OTLJISZ,X,X,X,X
OTLJIZS,X,X,X,X
OTLJSIZ,X,X,X,X
OTLJSZI,O,X,X,X
OTLJZIS,X,X,X,X
OTLJZSI,X,X,X,X
OTLSIJZ,X,X,X,X
OTLSIZJ,X,X,X,X
OTLSJIZ,X,X,X,X
OTLSJZI,O,X,X,X
OTLSZIJ,X,X,X,X
OTLSZJI,X,X,X,X
OTLZIJS,X,X,X,X
OTLZISJ,X,X,X,X
OTLZJIS,X,X,X,X
OTLZJSI,X,X,X,X
OTLZSIJ,X,X,X,X
OTLZSJI,X,X,X,X
OTJILSZ,O,X,X,X
OTJILZS,X,X,X,X
OTJISLZ,X,X,X,X
OTJISZL,X,X,X,X
OTJIZLS,X,X,X,X
OTJIZSL,O,X,X,X
OTJLISZ,X,X,X,X
OTJLIZS,X,X,X,X
OTJLSIZ,X,X,X,X
OTJLSZI,O,X,X,X
OTJLZIS,X,X,X,X
OTJLZSI,X,X,X,X
OTJSILZ,X,X,X,X
OTJSIZL,X,X,X,X
OTJSLIZ,X,X,X,X
OTJSLZI,X,X,O,X
OTJSZIL,X,X,O,X
OTJSZLI,X,X,O,X
OTJZILS,X,X,X,X
OTJZISL,X,X,O,X
OTJZLIS,X,X,X,X
OTJZLSI,X,X,X,X
OTJZSIL,X,X,O,X
OTJZSLI,X,X,O,X
OTSILJZ,X,X,X,X
OTSILZJ,X,X,X,X
OTSIJLZ,X,X,X,X
OTSIJZL,X,X,X,X
OTSIZLJ,X,X,X,X
OTSIZJL,X,X,X,X
OTSLIJZ,X,X,X,X
OTSLIZJ,X,X,X,X
OTSLJIZ,X,X,X,X
OTSLJZI,X,X,O,X
OTSLZIJ,X,X,O,X
OTSLZJI,X,X,O,X
OTSJILZ,X,X,X,X
OTSJIZL,X,X,X,X
OTSJLIZ,X,X,X,X
OTSJLZI,X,X,O,X
OTSJZIL,X,X,O,X
OTSJZLI,X,X,O,X
OTSZILJ,X,X,X,X
OTSZIJL,X,X,O,X
OTSZLIJ,X,X,O,X
OTSZLJI,X,X,O,X
OTSZJIL,X,X,O,X
OTSZJLI,X,X,O,X
OTZILJS,X,X,X,X
OTZILSJ,X,X,X,X
OTZIJLS,X,X,X,X
OTZIJSL,X,X,O,X
OTZISLJ,X,X,X,X
OTZISJL,X,X,X,X
OTZLIJS,X,X,X,X
OTZLISJ,X,X,X,X
OTZLJIS,X,X,X,X
OTZLJSI,X,X,X,X
OTZLSIJ,X,X,X,X
OTZLSJI,X,X,X,X
OTZJILS,X,X,X,X
OTZJISL,X,X,O,X
OTZJLIS,X,X,X,X
OTZJLSI,X,X,X,X
OTZJSIL,X,X,O,X
OTZJSLI,X,X,O,X
OTZSILJ,X,X,X,X
OTZSIJL,X,X,O,X
OTZSLIJ,X,X,O,X
OTZSLJI,X,X,O,X
OTZSJIL,X,X,O,X
OTZSJLI,X,X,O,X
OITLJSZ,O,X,X,X
OITLJZS,X,X,X,X
OITLSJZ,O,X,X,X
OITLSZJ,X,X,X,X
OITLZJS,X,X,X,X
OITLZSJ,X,X,X,X
OITJLSZ,O,X,X,X
OITJLZS,X,X,X,X
OITJSLZ,X,X,X,X
OITJSZL,X,X,X,X
OITJZLS,X,X,X,X
OITJZSL,O,X,X,X
OITSLJZ,X,X,X,X
OITSLZJ,X,X,X,X
OITSJLZ,X,X,X,X
OITSJZL,X,X,X,X
OITSZLJ,X,X,X,X
OITSZJL,X,X,X,X
OITZLJS,X,X,X,X
OITZLSJ,X,X,X,X
OITZJLS,X,X,X,X
OITZJSL,O,X,X,X
OITZSLJ,X,X,X,X
OITZSJL,O,X,X,X
OILTJSZ,O,X,X,X
OILTJZS,X,X,X,X
OILTSJZ,O,X,X,X
OILTSZJ,X,X,X,X
OILTZJS,X,X,X,X
OILTZSJ,X,X,X,X
OILJTSZ,O,X,X,X
OILJTZS,X,X,X,X
OILJSTZ,O,X,X,X
OILJSZT,O,X,X,X
OILJZTS,O,X,X,X
OILJZST,O,X,X,X
OILSTJZ,O,X,X,X
OILSTZJ,X,O,X,X
OILSJTZ,O,X,X,X
OILSJZT,O,X,X,X
OILSZTJ,O,X,X,X
OILSZJT,O,X,X,X
OILZTJS,O,X,X,X
OILZTSJ,O,X,X,X
OILZJTS,O,X,X,X
OILZJST,O,X,X,X
OILZSTJ,O,X,X,X
OILZSJT,O,X,X,X
OIJTLSZ,O,X,X,X
OIJTLZS,X,X,X,X
OIJTSLZ,X,X,X,X
OIJTSZL,X,X,X,X
OIJTZLS,X,X,X,X
OIJTZSL,O,X,X,X
OIJLTSZ,O,X,X,X
OIJLTZS,X,X,X,X
OIJLSTZ,O,X,X,X
OIJLSZT,O,X,X,X
OIJLZTS,O,X,X,X
OIJLZST,O,X,X,X
OIJSTLZ,X,X,X,X
OIJSTZL,X,X,X,X
OIJSLTZ,X,X,X,X
OIJSLZT,X,X,X,X
OIJSZTL,X,X,X,X
OIJSZLT,X,X,X,X
OIJZTLS,X,X,X,O
OIJZTSL,O,X,X,X
OIJZLTS,X,X,X,O
OIJZLST,X,X,X,X
OIJZSTL,O,X,X,X
OIJZSLT,X,X,X,X
OISTLJZ,X,X,X,X
OISTLZJ,X,O,X,X
OISTJLZ,X,X,X,X
OISTJZL,X,X,X,X
OISTZLJ,X,X,X,X
OISTZJL,X,X,X,X
OISLTJZ,X,X,X,X
OISLTZJ,X,O,X,X
OISLJTZ,X,X,X,X
OISLJZT,X,X,X,X
OISLZTJ,X,X,X,X
OISLZJT,X,X,X,X
OISJTLZ,X,X,X,X
OISJTZL,X,X,X,X
OISJLTZ,X,X,X,X
OISJLZT,X,X,X,X
OISJZTL,X,X,X,X
OISJZLT,X,X,X,X
OISZTLJ,X,X,X,X
OISZTJL,X,X,X,X
OISZLTJ,X,O,X,X
OISZLJT,X,X,X,X
OISZJTL,X,X,X,X
OISZJLT,X,O,X,X
OIZTLJS,X,X,X,O
OIZTLSJ,X,X,X,X
OIZTJLS,X,X,X,X
OIZTJSL,O,X,X,X
OIZTSLJ,X,X,X,X
OIZTSJL,O,X,X,X
OIZLTJS,X,X,X,O
OIZLTSJ,X,X,X,X
OIZLJTS,X,X,X,O
OIZLJST,X,X,X,X
OIZLSTJ,X,O,X,X
OIZLSJT,X,X,X,X
OIZJTLS,X,X,X,O
OIZJTSL,O,X,X,X
OIZJLTS,X,X,X,O
OIZJLST,X,O,X,X
OIZJSTL,O,X,X,X
OIZJSLT,X,O,X,X
OIZSTLJ,X,X,X,X
OIZSTJL,O,X,X,X
OIZSLTJ,X,O,X,X
OIZSLJT,X,X,X,X
OIZSJTL,O,X,X,X
OIZSJLT,X,O,X,X
OLTIJSZ,X,X,X,X
OLTIJZS,X,X,X,X
OLTISJZ,X,X,X,X
OLTISZJ,X,X,X,X
OLTIZJS,X,X,X,X
OLTIZSJ,X,X,X,X
OLTJISZ,X,X,X,X
OLTJIZS,X,X,X,X
OLTJSIZ,X,X,X,X
OLTJSZI,O,X,X,X
OLTJZIS,X,X,X,X
OLTJZSI,X,X,X,X
OLTSIJZ,X,X,X,X
OLTSIZJ,X,X,X,X
OLTSJIZ,X,X,X,X
OLTSJZI,O,X,X,X
OLTSZIJ,X,X,X,X
OLTSZJI,X,X,X,X
OLTZIJS,X,X,X,X
OLTZISJ,X,X,X,X
OLTZJIS,X,X,X,X
OLTZJSI,X,X,X,X
OLTZSIJ,X,X,X,X
OLTZSJI,X,X,X,X
OLITJSZ,O,X,X,X
OLITJZS,X,X,X,X
OLITSJZ,O,X,X,X
OLITSZJ,X,X,X,X
OLITZJS,X,X,X,X
OLITZSJ,X,X,X,X
OLIJTSZ,O,X,X,X
OLIJTZS,X,X,X,X
OLIJSTZ,O,X,X,X
OLIJSZT,O,X,X,X
OLIJZTS,O,X,X,X
OLIJZST,O,X,X,X
OLISTJZ,O,X,X,X
OLISTZJ,X,O,X,X
OLISJTZ,O,X,X,X
OLISJZT,O,X,X,X
OLISZTJ,O,X,X,X
OLISZJT,O,X,X,X
OLIZTJS,O,X,X,X
OLIZTSJ,O,X,X,X
OLIZJTS,O,X,X,X
OLIZJST,O,X,X,X
OLIZSTJ,O,X,X,X
OLIZSJT,O,X,X,X
OLJTISZ,X,X,X,X
OLJTIZS,X,X,X,X
OLJTSIZ,X,X,X,X
OLJTSZI,O,X,X,X
OLJTZIS,X,X,X,X
OLJTZSI,X,X,X,X
OLJITSZ,O,X,X,X
OLJITZS,X,X,X,X
OLJISTZ,O,X,X,X
OLJISZT,O,X,X,X
OLJIZTS,O,X,X,X
OLJIZST,O,X,X,X
OLJSTIZ,X,X,X,X
OLJSTZI,O,X,X,X
OLJSITZ,O,X,X,X
OLJSIZT,O,X,X,X
OLJSZTI,O,X,X,X
OLJSZIT,O,X,X,X
OLJZTIS,O,X,X,X
OLJZTSI,O,X,X,X
OLJZITS,X,X,X,X
OLJZIST,X,X,X,X
OLJZSTI,O,X,X,X
OLJZSIT,O,X,X,X
OLSTIJZ,X,X,X,X
OLSTIZJ,X,O,X,X
OLSTJIZ,X,X,X,X
OLSTJZI,O,X,X,X
OLSTZIJ,X,O,X,X
OLSTZJI,X,O,X,X
OLSITJZ,O,X,X,X
OLSITZJ,X,O,X,X
OLSIJTZ,O,X,X,X
OLSIJZT,O,X,X,X
OLSIZTJ,O,X,X,X
OLSIZJT,O,X,X,X
OLSJTIZ,X,X,X,X
OLSJTZI,O,X,X,X
OLSJITZ,O,X,X,X
OLSJIZT,O,X,X,X
OLSJZTI,O,X,X,X
OLSJZIT,O,X,X,X
OLSZTIJ,X,O,X,X
OLSZTJI,O,O,X,X
OLSZITJ,X,O,X,X
OLSZIJT,X,X,X,X
OLSZJTI,O,O,X,X
OLSZJIT,O,O,X,X
OLZTIJS,X,X,X,X
OLZTISJ,X,X,X,X
OLZTJIS,O,X,X,X
OLZTJSI,O,X,X,X
OLZTSIJ,X,X,X,X
OLZTSJI,O,X,X,X
OLZITJS,X,X,X,X
OLZITSJ,X,X,X,X
OLZIJTS,X,X,X,X
OLZIJST,X,X,X,X
OLZISTJ,X,O,X,X
OLZISJT,X,X,X,X
OLZJTIS,O,X,X,X
OLZJTSI,O,X,X,X
OLZJITS,X,X,X,X
OLZJIST,X,O,X,X
OLZJSTI,O,O,X,X
OLZJSIT,O,O,X,X
OLZSTIJ,X,O,X,X
OLZSTJI,O,O,X,X
OLZSITJ,X,O,X,X
OLZSIJT,X,X,X,X
OLZSJTI,O,O,X,X
OLZSJIT,O,O,X,X
OJTILSZ,O,X,X,X
OJTILZS,X,X,X,X
OJTISLZ,X,X,X,X
OJTISZL,X,X,X,X
OJTIZLS,X,X,X,X
OJTIZSL,O,X,X,X
OJTLISZ,X,X,X,X
OJTLIZS,X,X,X,X
OJTLSIZ,X,X,X,X
OJTLSZI,O,X,X,X
OJTLZIS,X,X,X,X
OJTLZSI,X,X,X,X
OJTSILZ,X,X,X,X
OJTSIZL,X,X,X,X
OJTSLIZ,X,X,X,X
OJTSLZI,X,X,O,X
OJTSZIL,X,X,O,X
OJTSZLI,X,X,O,X
OJTZILS,X,X,X,X
OJTZISL,X,X,O,X
OJTZLIS,X,X,X,X
OJTZLSI,X,X,X,X
OJTZSIL,X,X,O,X
OJTZSLI,X,X,O,X
OJITLSZ,O,X,X,X
OJITLZS,X,X,X,X
OJITSLZ,X,X,X,X
OJITSZL,X,X,X,X
OJITZLS,X,X,X,X
OJITZSL,O,X,X,X
OJILTSZ,O,X,X,X
OJILTZS,X,X,X,X
OJILSTZ,O,X,X,X
OJILSZT,O,X,X,X
OJILZTS,O,X,X,X
OJILZST,O,X,X,X
OJISTLZ,X,X,X,X
OJISTZL,X,X,X,X
OJISLTZ,X,X,X,X
OJISLZT,X,X,X,X
OJISZTL,X,X,X,X
OJISZLT,X,X,X,X
OJIZTLS,X,X,X,O
OJIZTSL,O,X,X,X
OJIZLTS,X,X,X,O
OJIZLST,X,X,X,X
OJIZSTL,O,X,X,X
OJIZSLT,X,X,X,X
OJLTISZ,X,X,X,X
OJLTIZS,X,X,X,X
OJLTSIZ,X,X,X,X
OJLTSZI,O,X,X,X
OJLTZIS,X,X,X,X
OJLTZSI,X,X,X,X
OJLITSZ,O,X,X,X
OJLITZS,X,X,X,X
OJLISTZ,O,X,X,X
OJLISZT,O,X,X,X
OJLIZTS,O,X,X,X
OJLIZST,O,X,X,X
OJLSTIZ,X,X,X,X
OJLSTZI,O,X,X,X
OJLSITZ,O,X,X,X
OJLSIZT,O,X,X,X
OJLSZTI,O,X,X,X
OJLSZIT,O,X,X,X
OJLZTIS,O,X,X,X
OJLZTSI,O,X,X,X
OJLZITS,X,X,X,X
OJLZIST,X,X,X,X
OJLZSTI,O,X,X,X
OJLZSIT,O,X,X,X
OJSTILZ,X,X,X,X
OJSTIZL,X,X,X,X
OJSTLIZ,X,X,X,X
OJSTLZI,X,X,O,X
OJSTZIL,X,X,O,X
OJSTZLI,X,X,O,X
OJSITLZ,X,X,X,X
OJSITZL,X,X,X,X
OJSILTZ,X,X,X,X
OJSILZT,X,X,X,X
OJSIZTL,X,X,X,X
OJSIZLT,X,X,X,X
OJSLTIZ,X,X,X,X
OJSLTZI,X,X,O,X
OJSLITZ,X,X,X,X
OJSLIZT,X,X,X,X
OJSLZTI,X,X,X,X
OJSLZIT,X,X,X,X
OJSZTIL,X,X,X,X
OJSZTLI,X,X,X,X
OJSZITL,X,X,X,X
OJSZILT,X,X,X,X
OJSZLTI,X,X,X,X
OJSZLIT,X,X,X,X
OJZTILS,X,X,X,O
OJZTISL,X,X,X,X
OJZTLIS,X,X,X,O
OJZTLSI,X,X,X,O
OJZTSIL,X,X,X,O
OJZTSLI,X,X,X,O
OJZITLS,X,X,X,O
OJZITSL,X,X,X,X
OJZILTS,X,X,X,O
OJZILST,X,X,X,X
OJZISTL,X,X,X,X
OJZISLT,X,X,X,X
OJZLTIS,X,X,X,X
OJZLTSI,X,X,X,X
OJZLITS,X,X,X,O
OJZLIST,X,X,X,X
OJZLSTI,X,X,X,X
OJZLSIT,X,X,X,X
OJZSTIL,X,X,X,X
OJZSTLI,X,X,X,X
OJZSITL,X,X,X,X
OJZSILT,X,X,X,X
OJZSLTI,X,X,X,X
OJZSLIT,X,X,X,X
OSTILJZ,X,X,X,X
OSTILZJ,X,O,X,X
OSTIJLZ,X,X,X,X
OSTIJZL,X,X,X,X
OSTIZLJ,X,X,X,X
OSTIZJL,X,X,X,X
OSTLIJZ,X,X,X,X
OSTLIZJ,X,O,X,X
OSTLJIZ,X,X,X,X
OSTLJZI,X,X,O,X
OSTLZIJ,X,O,O,X
OSTLZJI,X,O,O,X
OSTJILZ,X,X,X,X
OSTJIZL,X,X,X,X
OSTJLIZ,X,X,X,X
OSTJLZI,X,X,O,X
OSTJZIL,X,X,O,X
OSTJZLI,X,X,O,X
OSTZILJ,X,X,X,X
OSTZIJL,X,X,O,X
OSTZLIJ,X,X,O,X
OSTZLJI,X,X,O,X
OSTZJIL,X,X,O,X
OSTZJLI,X,X,O,X
OSITLJZ,X,X,X,X
OSITLZJ,X,O,X,X
OSITJLZ,X,X,X,X
OSITJZL,X,X,X,X
OSITZLJ,X,X,X,X
OSITZJL,X,X,X,X
OSILTJZ,X,X,X,X
OSILTZJ,X,O,X,X
OSILJTZ,X,X,X,X
OSILJZT,X,X,X,X
OSILZTJ,X,X,X,X
OSILZJT,X,X,X,X
OSIJTLZ,X,X,X,X
OSIJTZL,X,X,X,X
OSIJLTZ,X,X,X,X
OSIJLZT,X,X,X,X
OSIJZTL,X,X,X,X
OSIJZLT,X,X,X,X
OSIZTLJ,X,X,X,X
OSIZTJL,X,X,X,X
OSIZLTJ,X,O,X,X
OSIZLJT,X,X,X,X
OSIZJTL,X,X,X,X
OSIZJLT,X,O,X,X
OSLTIJZ,X,X,X,X
OSLTIZJ,X,O,X,X
OSLTJIZ,X,X,X,X
OSLTJZI,X,X,O,X
OSLTZIJ,X,O,O,X
OSLTZJI,X,O,O,X
OSLITJZ,X,X,X,X
OSLITZJ,X,O,X,X
OSLIJTZ,X,X,X,X
OSLIJZT,X,X,X,X
OSLIZTJ,X,X,X,X
OSLIZJT,X,X,X,X
OSLJTIZ,X,X,X,X
OSLJTZI,X,X,O,X
OSLJITZ,X,X,X,X
OSLJIZT,X,X,X,X
OSLJZTI,X,X,X,X
OSLJZIT,X,X,X,X
OSLZTIJ,X,O,X,X
OSLZTJI,X,O,X,X
OSLZITJ,X,O,X,X
OSLZIJT,X,X,X,X
OSLZJTI,X,O,X,X
OSLZJIT,X,O,X,X
OSJTILZ,X,X,X,X
OSJTIZL,X,X,X,X
OSJTLIZ,X,X,X,X
OSJTLZI,X,X,O,X
OSJTZIL,X,X,O,X
OSJTZLI,X,X,O,X
OSJITLZ,X,X,X,X
OSJITZL,X,X,X,X
OSJILTZ,X,X,X,X
OSJILZT,X,X,X,X
OSJIZTL,X,X,X,X
OSJIZLT,X,X,X,X
OSJLTIZ,X,X,X,X
OSJLTZI,X,X,O,X
OSJLITZ,X,X,X,X
OSJLIZT,X,X,X,X
OSJLZTI,X,X,X,X
OSJLZIT,X,X,X,X
OSJZTIL,X,X,X,X
OSJZTLI,X,X,X,X
OSJZITL,X,X,X,X
OSJZILT,X,X,X,X
OSJZLTI,X,X,X,X
OSJZLIT,X,X,X,X
OSZTILJ,X,X,X,X
OSZTIJL,X,X,X,X
OSZTLIJ,X,X,X,X
OSZTLJI,X,X,X,X
OSZTJIL,X,X,X,X
OSZTJLI,X,X,X,X
OSZITLJ,X,X,X,X
OSZITJL,X,X,X,X
OSZILTJ,X,O,X,X
OSZILJT,X,X,X,X
OSZIJTL,X,X,X,X
OSZIJLT,X,O,X,X
OSZLTIJ,X,O,X,X
OSZLTJI,X,O,X,X
OSZLITJ,X,O,X,X
OSZLIJT,X,X,X,X
OSZLJTI,X,O,X,X
OSZLJIT,X,O,X,X
OSZJTIL,X,X,X,X
OSZJTLI,X,X,X,X
OSZJITL,X,X,X,X
OSZJILT,X,O,X,X
OSZJLTI,X,O,X,X
OSZJLIT,X,O,X,X
OZTILJS,X,X,X,O
OZTILSJ,X,X,X,X
OZTIJLS,X,X,X,X
OZTIJSL,X,X,X,X
OZTISLJ,X,X,X,X
OZTISJL,X,X,X,X
OZTLIJS,X,X,X,O
OZTLISJ,X,X,X,X
OZTLJIS,X,X,X,O
OZTLJSI,X,X,X,O
OZTLSIJ,X,X,X,X
OZTLSJI,X,X,X,X
OZTJILS,X,X,X,O
OZTJISL,X,X,X,X
OZTJLIS,X,X,X,O
OZTJLSI,X,X,X,O
OZTJSIL,X,X,X,O
OZTJSLI,X,X,X,O
OZTSILJ,X,X,X,X
OZTSIJL,X,X,X,X
OZTSLIJ,X,X,X,X
OZTSLJI,X,X,X,X
OZTSJIL,X,X,X,X
OZTSJLI,X,X,X,X
OZITLJS,X,X,X,O
OZITLSJ,X,X,X,X
OZITJLS,X,X,X,X
OZITJSL,X,X,X,X
OZITSLJ,X,X,X,X
OZITSJL,X,X,X,X
OZILTJS,X,X,X,O
OZILTSJ,X,X,X,X
OZILJTS,X,X,X,O
OZILJST,X,X,X,X
OZILSTJ,X,O,X,X
OZILSJT,X,X,X,X
OZIJTLS,X,X,X,O
OZIJTSL,X,X,X,X
OZIJLTS,X,X,X,O
OZIJLST,X,O,X,X
OZIJSTL,X,X,X,X
OZIJSLT,X,O,X,X
OZISTLJ,X,X,X,X
OZISTJL,X,X,X,X
OZISLTJ,X,O,X,X
OZISLJT,X,X,X,X
OZISJTL,X,X,X,X
OZISJLT,X,O,X,X
OZLTIJS,X,X,X,O
OZLTISJ,X,X,X,X
OZLTJIS,X,X,X,O
OZLTJSI,X,X,X,O
OZLTSIJ,X,X,X,X
OZLTSJI,X,X,X,X
OZLITJS,X,X,X,O
OZLITSJ,X,X,X,X
OZLIJTS,X,X,X,O
OZLIJST,X,X,X,X
OZLISTJ,X,O,X,X
OZLISJT,X,X,X,X
OZLJTIS,X,X,X,X
OZLJTSI,X,X,X,X
OZLJITS,X,X,X,O
OZLJIST,X,O,X,X
OZLJSTI,X,O,X,X
OZLJSIT,X,O,X,X
OZLSTIJ,X,O,X,X
OZLSTJI,X,O,X,X
OZLSITJ,X,O,X,X
OZLSIJT,X,X,X,X
OZLSJTI,X,O,X,X
OZLSJIT,X,O,X,X
OZJTILS,X,X,X,O
OZJTISL,X,X,X,X
OZJTLIS,X,X,X,O
OZJTLSI,X,X,X,O
OZJTSIL,X,X,X,O
OZJTSLI,X,X,X,O
OZJITLS,X,X,X,O
OZJITSL,X,X,X,X
OZJILTS,X,X,X,O
OZJILST,X,O,X,X
OZJISTL,X,X,X,X
OZJISLT,X,O,X,X
OZJLTIS,X,X,X,X
OZJLTSI,X,X,X,X
OZJLITS,X,X,X,O
OZJLIST,X,O,X,X
OZJLSTI,X,O,X,X
OZJLSIT,X,O,X,X
OZJSTIL,X,X,X,X
OZJSTLI,X,X,X,X
OZJSITL,X,X,X,X
OZJSILT,X,O,X,X
OZJSLTI,X,O,X,X
OZJSLIT,X,O,X,X
OZSTILJ,X,X,X,X
OZSTIJL,X,X,X,X
OZSTLIJ,X,X,X,X
OZSTLJI,X,X,X,X
OZSTJIL,X,X,X,X
OZSTJLI,X,X,X,X
OZSITLJ,X,X,X,X
OZSITJL,X,X,X,X
OZSILTJ,X,O,X,X
OZSILJT,X,X,X,X
OZSIJTL,X,X,X,X
OZSIJLT,X,O,X,X
OZSLTIJ,X,O,X,X
OZSLTJI,X,O,X,X
OZSLITJ,X,O,X,X
OZSLIJT,X,X,X,X
OZSLJTI,X,O,X,X
OZSLJIT,X,O,X,X
OZSJTIL,X,X,X,X
OZSJTLI,X,X,X,X
OZSJITL,X,X,X,X
OZSJILT,X,O,X,X
OZSJLTI,X,O,X,X
OZSJLIT,X,O,X,X
