sequence,v115@RhB8BeA8CeA8AeB8AeB8AeD8JeT/IvhFZlBulB3hBt?nB6oB8rB,v115@RhB8BeA8CeA8AeB8AeB8AeD8JeT/IvhF0gBxhB6oBN?qBurB3sB,v115@RhB8BeA8CeA8AeB8AeB8AeD8JeT/IvhFZlBulBUiB9?oB6rB3sB
OSJLZTI,X,O,X
OSJLZIT,X,O,X
OSJZTIL,O,O,X
OSJZTLI,O,O,X
OSJZITL,O,O,X
OSJZILT,O,O,X
OSJZLTI,O,O,X
OSJZLIT,O,O,X
OSZTILJ,O,O,X
OSZTIJL,O,O,X
OSZTLIJ,O,O,X
OSZTLJI,O,O,X
OSZTJIL,O,O,X
OSZTJLI,O,O,X
OSZITLJ,O,O,X
OSZITJL,O,O,X
OSZILTJ,O,O,X
OSZILJT,O,X,X
OSZIJTL,O,X,X
OSZIJLT,O,X,X
OSZLTIJ,O,O,X
OSZLTJI,O,O,X
OSZLITJ,O,O,X
OSZLIJT,O,X,X
OSZLJTI,O,O,X
OSZLJIT,O,O,X
OSZJTIL,O,O,X
OSZJTLI,O,O,X
OSZJITL,O,O,X
OSZJILT,O,O,X
OSZJLTI,O,O,X
OSZJLIT,O,O,X
OZTILJS,O,O,O
OZTILSJ,O,O,O
OZTIJLS,O,O,X
OZTIJSL,O,O,X
OZTISLJ,O,O,X
OZTISJL,O,O,X
OZTLIJS,O,O,O
OZTLISJ,O,O,O
OZTLJIS,O,O,O
OZTLJSI,O,O,O
OZTLSIJ,O,O,O
OZTLSJI,O,O,O
OZTJILS,O,O,X
OZTJISL,O,O,X
OZTJLIS,O,O,X
OZTJLSI,O,O,X
OZTJSIL,O,O,X
OZTJSLI,O,O,X
OZTSILJ,O,O,X
OZTSIJL,O,O,X
OZTSLIJ,O,O,X
OZTSLJI,O,O,X
OZTSJIL,O,O,X
OZTSJLI,O,O,X
OZITLJS,O,X,O
OZITLSJ,O,X,O
OZITJLS,O,X,X
OZITJSL,O,X,X
OZITSLJ,O,X,X
OZITSJL,O,X,X
OZILTJS,O,X,O
OZILTSJ,O,X,O
OZILJTS,O,X,O
OZILJST,O,X,O
OZILSTJ,O,X,O
OZILSJT,O,X,O
OZIJTLS,O,X,X
OZIJTSL,O,X,X
OZIJLTS,O,X,X
OZIJLST,O,X,X
OZIJSTL,O,X,X
OZIJSLT,O,X,X
OZISTLJ,O,X,X
OZISTJL,O,X,X
OZISLTJ,O,X,X
OZISLJT,O,X,X
OZISJTL,O,X,X
OZISJLT,O,X,X
OZLTIJS,O,O,O
OZLTISJ,O,O,O
OZLTJIS,O,O,O
OZLTJSI,O,O,O
OZLTSIJ,O,O,O
OZLTSJI,O,O,O
OZLITJS,O,X,O
OZLITSJ,O,X,O
OZLIJTS,O,X,O
OZLIJST,O,X,O
OZLISTJ,O,X,O
OZLISJT,O,X,O
OZLJTIS,O,O,O
OZLJTSI,O,O,O
OZLJITS,O,O,O
OZLJIST,O,X,O
OZLJSTI,O,O,O
OZLJSIT,O,O,O
OZLSTIJ,O,O,O
OZLSTJI,O,O,O
OZLSITJ,O,O,O
OZLSIJT,O,X,O
OZLSJTI,O,O,O
OZLSJIT,O,O,O
OZJTILS,O,O,X
OZJTISL,O,O,X
OZJTLIS,O,O,X
OZJTLSI,O,O,X
OZJTSIL,O,O,X
OZJTSLI,O,O,X
OZJITLS,O,O,X
OZJITSL,O,O,X
OZJILTS,O,O,X
OZJILST,O,X,X
OZJISTL,O,X,X
OZJISLT,O,X,X
OZJLTIS,O,O,X
OZJLTSI,O,O,X
OZJLITS,O,O,X
OZJLIST,O,X,X
OZJLSTI,O,O,X
OZJLSIT,O,O,X
OZJSTIL,O,O,X
OZJSTLI,O,O,X
OZJSITL,O,O,X
OZJSILT,O,O,X
OZJSLTI,O,O,X
OZJSLIT,O,O,X
OZSTILJ,O,O,X
OZSTIJL,O,O,X
OZSTLIJ,O,O,X
OZSTLJI,O,O,X
OZSTJIL,O,O,X
OZSTJLI,O,O,X
OZSITLJ,O,O,X
OZSITJL,O,O,X
OZSILTJ,O,O,X
OZSILJT,O,X,X
OZSIJTL,O,X,X
OZSIJLT,O,X,X
OZSLTIJ,O,O,X
OZSLTJI,O,O,X
OZSLITJ,O,O,X
OZSLIJT,O,X,X
OZSLJTI,O,O,X
OZSLJIT,O,O,X
OZSJTIL,O,O,X
OZSJTLI,O,O,X
OZSJITL,O,O,X
OZSJILT,O,O,X
OZSJLTI,O,O,X
OZSJLIT,O,O,X
