sequence,v115@OhA8DeA8DeC8AeD8BeC8JeZEJvhFtkB6lBXiBTjB2r?B0rB,v115@OhA8DeA8DeC8AeD8BeC8JeZEJvhFtkBXhBOnBTjBqr?B0qB,v115@OhA8DeA8DeC8AeD8BeC8Jei/IvhF3gBTjBcpBRrB9r?BOsB
OSJZTLI,O,X,X
OSJZITL,O,X,O
OSJZILT,X,X,O
OSJZLTI,O,X,X
OSJZLIT,X,X,O
OSZTILJ,O,X,O
OSZTIJL,O,X,O
OSZTLIJ,O,X,O
OSZTLJI,O,X,X
OSZTJIL,O,X,X
OSZTJLI,O,X,X
OSZITLJ,O,X,O
OSZITJL,O,X,O
OSZILTJ,X,X,O
OSZILJT,X,X,O
OSZIJTL,O,X,O
OSZIJLT,X,X,O
OSZLTIJ,O,X,O
OSZLTJI,O,X,X
OSZLITJ,X,X,O
OSZLIJT,X,X,O
OSZLJTI,O,X,X
OSZLJIT,X,X,O
OSZJTIL,O,X,X
OSZJTLI,O,X,X
OSZJITL,O,X,O
OSZJILT,X,X,O
OSZJLTI,O,X,X
OSZJLIT,X,X,O
OZTILJS,O,O,O
OZTILSJ,O,O,O
OZTIJLS,O,O,O
OZTIJSL,O,X,O
OZTISLJ,O,X,O
OZTISJL,O,X,O
OZTLIJS,O,O,O
OZTLISJ,O,O,O
OZTLJIS,O,O,X
OZTLJSI,O,O,X
OZTLSIJ,O,O,O
OZTLSJI,O,O,X
OZTJILS,O,O,X
OZTJISL,O,X,X
OZTJLIS,O,O,X
OZTJLSI,O,O,X
OZTJSIL,O,X,X
OZTJSLI,O,X,X
OZTSILJ,O,X,O
OZTSIJL,O,X,O
OZTSLIJ,O,X,O
OZTSLJI,O,X,X
OZTSJIL,O,X,X
OZTSJLI,O,X,X
OZITLJS,O,O,O
OZITLSJ,O,O,O
OZITJLS,O,O,O
OZITJSL,O,X,O
OZITSLJ,O,X,O
OZITSJL,O,X,O
OZILTJS,X,O,O
OZILTSJ,X,O,O
OZILJTS,X,O,O
OZILJST,X,O,O
OZILSTJ,X,O,O
OZILSJT,X,O,O
OZIJTLS,O,O,O
OZIJTSL,O,X,O
OZIJLTS,X,O,O
OZIJLST,X,O,O
OZIJSTL,O,X,O
OZIJSLT,X,X,O
OZISTLJ,O,X,O
OZISTJL,O,X,O
OZISLTJ,X,X,O
OZISLJT,X,X,O
OZISJTL,O,X,O
OZISJLT,X,X,O
OZLTIJS,O,O,O
OZLTISJ,O,O,O
OZLTJIS,O,O,X
OZLTJSI,O,O,X
OZLTSIJ,O,O,O
OZLTSJI,O,O,X
OZLITJS,X,O,O
OZLITSJ,X,O,O
OZLIJTS,X,O,O
OZLIJST,X,O,O
OZLISTJ,X,O,O
OZLISJT,X,O,O
OZLJTIS,O,O,X
OZLJTSI,O,O,X
OZLJITS,X,O,O
OZLJIST,X,O,O
OZLJSTI,O,O,X
OZLJSIT,X,O,O
OZLSTIJ,O,O,O
OZLSTJI,O,O,X
OZLSITJ,X,O,O
OZLSIJT,X,O,O
OZLSJTI,O,O,X
OZLSJIT,X,O,O
OZJTILS,O,O,X
OZJTISL,O,X,X
OZJTLIS,O,O,X
OZJTLSI,O,O,X
OZJTSIL,O,X,X
OZJTSLI,O,X,X
OZJITLS,O,O,O
OZJITSL,O,X,O
OZJILTS,X,O,O
OZJILST,X,O,O
OZJISTL,O,X,O
OZJISLT,X,X,O
OZJLTIS,O,O,X
OZJLTSI,O,O,X
OZJLITS,X,O,O
OZJLIST,X,O,O
OZJLSTI,O,O,X
OZJLSIT,X,O,O
OZJSTIL,O,X,X
OZJSTLI,O,X,X
OZJSITL,O,X,O
OZJSILT,X,X,O
OZJSLTI,O,X,X
OZJSLIT,X,X,O
OZSTILJ,O,X,O
OZSTIJL,O,X,O
OZSTLIJ,O,X,O
OZSTLJI,O,X,X
OZSTJIL,O,X,X
OZSTJLI,O,X,X
OZSITLJ,O,X,O
OZSITJL,O,X,O
OZSILTJ,X,X,O
OZSILJT,X,X,O
OZSIJTL,O,X,O
OZSIJLT,X,X,O
OZSLTIJ,O,X,O
OZSLTJI,O,X,X
OZSLITJ,X,X,O
OZSLIJT,X,X,O
OZSLJTI,O,X,X
OZSLJIT,X,X,O
OZSJTIL,O,X,X
OZSJTLI,O,X,X
OZSJITL,O,X,O
OZSJILT,X,X,O
OZSJLTI,O,X,X
OZSJLIT,X,X,O
