sequence,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjB6mBO?nBzlBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhF3dBcjB6lBO?mBzmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBOnBC?mBtsBTrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBSjBThBN?nBWrB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFxcBTeBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTeBxhBXmBm?nB0mB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFicB+iBTeB3?hB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBKiBcjBX?mBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBanBG?mBtsBzqB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je39IvhFcjBxgBulBi?mBtsBzrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFTcBxdBenBC?jBXmB8sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFyhBTeB0mBm?nB5nBXrB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JecDJvhFxgBXiBzlBt?sBGrBisB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFRdBcjBzlBC?nBmmBtsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF0hBxiBOoBz?lB9sBCsB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhF9hBKiBcjBz?lBRsBusB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je37IvhFthBTeB8lBm?nBxrB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFKhBzcBGeB3?iB8sBRwB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFGeBXhBdoBz?mB0lB6sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeT+IvhF6lBxhBUhBm?nB3mB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8JeR8IvhFTeB0gBmhBf?oBSrB9sB,v115@zgC8GeB8HeC8FeD8FeH8AeB8Je9AJvhFCdBTeBxmB8?sBerBXsB
IZSTJLO,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O
IZSTJOL,O,O,O,O,X,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O
IZSTOLJ,O,O,O,O,X,X,O,O,O,O,X,X,O,O,X,X,X,O,X,X,X,O
IZSTOJL,O,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O
IZSLTJO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X
IZSLTOJ,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IZSLJTO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X
IZSLJOT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IZSLOTJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IZSLOJT,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IZSJTLO,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
IZSJTOL,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
IZSJLTO,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
IZSJLOT,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
IZSJOTL,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X
IZSJOLT,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IZSOTLJ,O,O,O,X,X,X,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,O
IZSOTJL,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O,O,O,X,X,X,O
IZSOLTJ,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IZSOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IZSOJTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
IZSOJLT,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IZOTLJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
IZOTLSJ,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O
IZOTJLS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
IZOTJSL,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O
IZOTSLJ,O,X,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,O,X,X,X,O
IZOTSJL,O,X,O,X,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O
IZOLTJS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
IZOLTSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
IZOLJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOLSTJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IZOJTLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
IZOJTSL,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O
IZOJLTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJSTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
IZOJSLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IZOSTLJ,O,X,O,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O
IZOSTJL,O,X,O,X,X,X,O,O,O,O,X,X,O,X,O,O,O,O,X,X,X,O
IZOSLTJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IZOSJTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
IZOSJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IOTLJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLSZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X
IOTLZJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTLZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X
IOTJLSZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
IOTJSLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOTJSZL,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
IOTJZLS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
IOTJZSL,O,O,X,X,X,O,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X
IOTSLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOTSLZJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOTSJLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOTSJZL,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOTSZLJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOTSZJL,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOTZLJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
IOTZLSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O
IOTZJLS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
IOTZJSL,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O
IOTZSLJ,O,O,X,X,X,X,O,X,O,O,X,X,O,X,O,O,X,O,X,X,X,O
IOTZSJL,O,O,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O
IOLTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOLTZJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLJTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
IOLJSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOLJZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
IOLJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IOLSTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLSTZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLSZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
IOLZTJS,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOLZTSJ,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
IOLZJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOLZJST,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLZSTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IOLZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IOJTLSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOJTLZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
IOJTSLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSZL,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
IOJTZLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
IOJTZSL,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
IOJLSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJLZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
IOJSTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJSTZL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
IOJSLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
IOJSZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZTLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
IOJZTSL,X,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,O,O,X,X,X,X
IOJZLTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOJZLST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
IOJZSLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSTLJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSTLZJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOSTJLZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSTJZL,O,X,X,X,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOSTZLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOSTZJL,O,X,X,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSLJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOSLZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
IOSJTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOSJTZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
IOSJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
IOSJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOSZTLJ,O,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
IOSZTJL,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X,O,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IOSZJTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
IOSZJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IOZTLJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
IOZTLSJ,O,X,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,O
IOZTJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
IOZTJSL,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O
IOZTSLJ,O,X,X,X,X,X,O,X,O,O,X,X,O,O,O,O,X,O,X,X,X,O
IOZTSJL,O,X,X,X,X,X,O,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O
IOZLTJS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
IOZLTSJ,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
IOZLJTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IOZJTLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O
IOZJTSL,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,O
IOZJLTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZJLST,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X
IOZJSLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOZSTLJ,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,O
IOZSTJL,O,X,X,X,X,X,O,O,O,O,X,X,O,X,O,O,O,O,X,X,X,O
IOZSLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
IOZSJTL,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
IOZSJLT,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LTIJSZO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJZSO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIJZOS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTISJZO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTISJOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTISZJO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTISZOJ,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LTISOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTISOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIZJSO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIZJOS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSJO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSOJ,O,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LTIZOJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIZOSJ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOJZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTIOZJS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
LTJISZO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJIZSO,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJIZOS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTJIOSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTJIOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LTJSIZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTJSOIZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTJZISO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LTJZIOS,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTJZSIO,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTJZOIS,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJZOSI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTJOSIZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTSJOIZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTSZIJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTSZOIJ,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTSOIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSOJIZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTSOZIJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LTZIJSO,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O
LTZIJOS,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LTZISJO,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LTZISOJ,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LTZIOJS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZIOSJ,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
