sequence,v115@ShB8FeF8AeD8JeOEJvhFXgBxhBTjBCmB0nBlrB,v115@ShB8FeF8AeD8Jex/IvhF8lBzhBWoBikBXoBlrB,v115@ShB8FeF8AeD8JeOEJvhFXgB0hBxiBzlBFoBCsB
OSZITJL,X,X,X
OSZILTJ,X,X,X
OSZILJT,X,X,X
OSZIJTL,O,X,O
OSZIJLT,O,X,O
OSZLTIJ,X,X,O
OSZLTJI,X,X,O
OSZLITJ,X,X,X
OSZLIJT,O,X,O
OSZLJTI,O,X,O
OSZLJIT,O,X,O
OSZJTIL,O,X,O
OSZJTLI,X,X,X
OSZJITL,O,X,O
OSZJILT,O,X,O
OSZJLTI,O,X,O
OSZJLIT,O,X,O
OZTILJS,O,X,X
OZTILSJ,O,X,X
OZTIJLS,O,X,X
OZTIJSL,O,X,O
OZTISLJ,X,X,X
OZTISJL,O,X,O
OZTLIJS,O,X,X
OZTLISJ,O,X,X
OZTLJIS,O,X,X
OZTLJSI,O,X,X
OZTLSIJ,O,X,X
OZTLSJI,O,X,X
OZTJILS,O,X,X
OZTJISL,O,X,O
OZTJLIS,O,X,X
OZTJLSI,O,X,X
OZTJSIL,O,X,O
OZTJSLI,X,X,X
OZTSILJ,X,X,X
OZTSIJL,O,X,O
OZTSLIJ,X,X,X
OZTSLJI,X,X,X
OZTSJIL,O,X,O
OZTSJLI,X,X,X
OZITLJS,O,X,X
OZITLSJ,O,X,X
OZITJLS,O,X,X
OZITJSL,O,X,X
OZITSLJ,X,X,X
OZITSJL,O,X,X
OZILTJS,X,X,X
OZILTSJ,X,X,X
OZILJTS,X,X,X
OZILJST,O,X,X
OZILSTJ,X,X,X
OZILSJT,O,X,X
OZIJTLS,O,X,X
OZIJTSL,O,X,X
OZIJLTS,X,X,X
OZIJLST,O,X,X
OZIJSTL,O,X,O
OZIJSLT,O,X,O
OZISTLJ,X,X,X
OZISTJL,X,X,X
OZISLTJ,X,X,X
OZISLJT,X,X,X
OZISJTL,O,X,O
OZISJLT,O,X,O
OZLTIJS,X,X,O
OZLTISJ,X,X,O
OZLTJIS,X,X,O
OZLTJSI,X,X,O
OZLTSIJ,X,X,O
OZLTSJI,X,X,O
OZLITJS,X,X,X
OZLITSJ,X,X,X
OZLIJTS,X,X,X
OZLIJST,O,X,O
OZLISTJ,X,X,X
OZLISJT,O,X,O
OZLJTIS,X,X,O
OZLJTSI,X,X,O
OZLJITS,X,X,X
OZLJIST,O,X,O
OZLJSTI,O,X,O
OZLJSIT,O,X,O
OZLSTIJ,X,X,O
OZLSTJI,X,X,O
OZLSITJ,X,X,X
OZLSIJT,O,X,O
OZLSJTI,O,X,O
OZLSJIT,O,X,O
OZJTILS,O,X,X
OZJTISL,O,X,O
OZJTLIS,O,X,X
OZJTLSI,O,X,X
OZJTSIL,O,X,O
OZJTSLI,X,X,X
OZJITLS,O,X,X
OZJITSL,O,X,X
OZJILTS,X,X,X
OZJILST,O,X,X
OZJISTL,O,X,O
OZJISLT,O,X,O
OZJLTIS,X,X,O
OZJLTSI,X,X,O
OZJLITS,X,X,X
OZJLIST,O,X,O
OZJLSTI,O,X,O
OZJLSIT,O,X,O
OZJSTIL,O,X,O
OZJSTLI,X,X,X
OZJSITL,O,X,O
OZJSILT,O,X,O
OZJSLTI,O,X,O
OZJSLIT,O,X,O
OZSTILJ,X,X,X
OZSTIJL,O,X,O
OZSTLIJ,X,X,X
OZSTLJI,X,X,X
OZSTJIL,O,X,O
OZSTJLI,X,X,X
OZSITLJ,X,X,X
OZSITJL,X,X,X
OZSILTJ,X,X,X
OZSILJT,X,X,X
OZSIJTL,O,X,O
OZSIJLT,O,X,O
OZSLTIJ,X,X,O
OZSLTJI,X,X,O
OZSLITJ,X,X,X
OZSLIJT,O,X,O
OZSLJTI,O,X,O
OZSLJIT,O,X,O
OZSJTIL,O,X,O
OZSJTLI,X,X,X
OZSJITL,O,X,O
OZSJILT,O,X,O
OZSJLTI,O,X,O
OZSJLIT,O,X,O
