sequence,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFufB3bBTeBy?lB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFCbBehBTeBX?gB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei6IvhFzbBckB2lBx?iBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFWgBTeBylB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFmbB0gBxiBX?jBikBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhFOkBzgBxiB0?fBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jex6IvhFygBTeBOkB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFlbBykB8lBx?iBXjBmpB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT+IvhFRgB0iBlkB3?lBOkBiqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhF0fBzgBxiBO?kBXjBFqB
SJOTLZI,X,O,X,X,X,X,O,X,X,X
SJOTZIL,X,O,O,X,X,X,O,X,X,X
SJOTZLI,X,O,O,X,X,X,O,X,X,X
SJOITLZ,X,O,X,X,X,X,O,X,X,X
SJOITZL,X,O,O,X,X,X,O,X,X,X
SJOILTZ,X,O,X,X,X,O,X,X,X,X
SJOILZT,X,O,X,O,X,O,X,X,X,X
SJOIZTL,X,O,X,O,X,X,X,X,X,X
SJOIZLT,X,O,O,O,X,X,X,X,X,X
SJOLTIZ,X,O,X,X,X,X,O,X,X,X
SJOLTZI,X,X,X,X,X,X,O,X,X,X
SJOLITZ,X,O,X,X,X,O,X,X,X,X
SJOLIZT,X,O,X,O,X,O,X,X,X,X
SJOLZTI,X,O,X,O,X,X,X,X,X,X
SJOLZIT,X,O,X,O,X,X,X,X,X,X
SJOZTIL,X,O,X,O,X,X,O,X,X,X
SJOZTLI,X,O,X,O,X,X,O,X,X,X
SJOZITL,X,O,X,O,X,X,O,X,X,X
SJOZILT,X,O,O,O,X,X,X,X,X,X
SJOZLTI,X,O,X,O,X,X,O,X,X,X
SJOZLIT,X,O,O,O,X,X,X,X,X,X
SZTILJO,O,X,O,O,O,X,O,X,O,X
SZTILOJ,O,X,X,O,O,X,O,X,O,X
SZTIJLO,O,O,O,O,O,X,O,O,O,X
SZTIJOL,O,O,O,O,X,X,O,X,O,X
SZTIOLJ,O,X,X,O,X,X,O,X,O,X
SZTIOJL,O,O,X,O,X,X,O,X,O,X
SZTLIJO,O,X,O,O,O,X,O,X,O,X
SZTLIOJ,O,X,X,O,O,X,O,X,O,X
SZTLJIO,O,X,O,O,O,X,O,X,O,X
SZTLJOI,O,X,O,O,O,X,O,X,O,X
SZTLOIJ,O,X,X,O,O,X,O,X,O,X
SZTLOJI,O,X,X,O,O,X,O,X,O,X
SZTJILO,O,O,O,O,O,X,O,O,O,X
SZTJIOL,O,O,O,O,X,X,O,X,O,X
SZTJLIO,O,O,O,O,O,X,O,O,O,X
SZTJLOI,O,O,O,O,O,X,O,O,O,X
SZTJOIL,O,O,O,O,X,X,O,X,O,X
SZTJOLI,O,O,O,O,X,X,O,X,O,X
SZTOILJ,O,X,X,O,X,X,O,X,O,X
SZTOIJL,O,O,X,O,X,X,O,X,O,X
SZTOLIJ,O,X,X,O,X,X,O,X,O,X
SZTOLJI,O,X,X,O,X,X,O,X,O,X
SZTOJIL,O,O,X,O,X,X,O,X,O,X
SZTOJLI,O,O,X,O,X,X,O,X,O,X
SZITLJO,O,X,O,O,O,X,O,X,O,X
SZITLOJ,O,X,X,O,O,X,O,X,O,X
SZITJLO,O,O,O,O,O,X,O,O,O,X
SZITJOL,O,O,O,O,X,X,O,X,O,X
SZITOLJ,O,X,X,O,X,X,O,X,O,X
SZITOJL,O,O,X,O,X,X,O,X,O,X
SZILTJO,O,X,O,O,X,X,X,X,X,X
SZILTOJ,O,X,X,O,X,X,X,X,X,X
SZILJTO,O,X,X,O,X,X,X,X,X,X
SZILJOT,O,X,O,O,O,X,X,X,X,X
SZILOTJ,O,X,X,O,X,X,X,X,X,X
SZILOJT,O,X,X,O,O,X,X,X,X,X
SZIJTLO,X,O,X,O,O,X,O,O,X,X
SZIJTOL,X,O,X,O,X,X,O,X,X,X
SZIJLTO,X,O,X,O,X,X,X,O,X,X
SZIJLOT,X,O,O,O,O,X,X,O,X,X
SZIJOTL,X,O,X,O,X,X,O,X,X,X
SZIJOLT,X,O,O,O,X,X,X,X,X,X
SZIOTLJ,O,X,X,O,X,X,O,X,O,X
SZIOTJL,O,O,X,O,X,X,O,X,O,X
SZIOLTJ,O,X,X,O,X,X,X,X,X,X
SZIOLJT,O,X,X,O,X,X,X,X,X,X
SZIOJTL,X,O,X,O,X,X,O,X,X,X
SZIOJLT,X,O,X,O,X,X,X,X,X,X
SZLTIJO,O,X,O,O,X,X,O,X,O,X
SZLTIOJ,O,X,X,O,X,X,O,X,O,X
SZLTJIO,O,X,O,O,X,X,O,X,O,X
SZLTJOI,O,X,O,O,X,X,O,X,O,X
SZLTOIJ,O,X,X,O,X,X,O,X,O,X
SZLTOJI,O,X,X,O,X,X,O,X,O,X
SZLITJO,O,X,O,O,X,X,X,X,X,X
SZLITOJ,O,X,X,O,X,X,X,X,X,X
SZLIJTO,O,X,X,O,X,X,X,X,X,X
SZLIJOT,O,X,O,O,O,X,X,X,X,X
SZLIOTJ,O,X,X,O,X,X,X,X,X,X
SZLIOJT,O,X,X,O,O,X,X,X,X,X
SZLJTIO,O,X,X,O,X,X,O,X,X,X
SZLJTOI,O,X,X,O,X,X,O,X,X,X
SZLJITO,O,X,X,O,X,X,X,X,X,X
SZLJIOT,O,X,O,O,O,X,X,X,X,X
SZLJOTI,O,X,X,O,X,X,O,X,X,X
SZLJOIT,O,X,O,O,O,X,X,X,X,X
SZLOTIJ,O,X,X,O,X,X,O,X,O,X
SZLOTJI,O,X,X,O,X,X,O,X,O,X
SZLOITJ,O,X,X,O,X,X,X,X,X,X
SZLOIJT,O,X,X,O,O,X,X,X,X,X
SZLOJTI,O,X,X,O,X,X,O,X,X,X
SZLOJIT,O,X,X,O,O,X,X,X,X,X
SZJTILO,X,O,X,O,O,X,O,O,O,X
SZJTIOL,X,O,X,O,X,X,O,X,O,X
SZJTLIO,X,O,X,O,O,X,O,O,O,X
SZJTLOI,X,O,X,O,O,X,O,O,O,X
SZJTOIL,X,O,X,O,X,X,O,X,O,X
SZJTOLI,X,O,X,O,X,X,O,X,O,X
SZJITLO,X,O,X,O,O,X,O,O,X,X
SZJITOL,X,O,X,O,X,X,O,X,X,X
SZJILTO,X,O,X,O,X,X,X,O,X,X
SZJILOT,X,O,O,O,O,X,X,O,X,X
SZJIOTL,X,O,X,O,X,X,O,X,X,X
SZJIOLT,X,O,O,O,X,X,X,X,X,X
SZJLTIO,X,O,X,O,X,X,O,O,X,X
SZJLTOI,X,O,X,O,X,X,O,O,X,X
SZJLITO,X,O,X,O,X,X,X,O,X,X
SZJLIOT,X,O,O,O,O,X,X,O,X,X
SZJLOTI,X,O,X,O,X,X,O,O,X,X
SZJLOIT,X,O,O,O,O,X,X,O,X,X
SZJOTIL,X,O,X,O,X,X,O,X,O,X
SZJOTLI,X,O,X,O,X,X,O,X,O,X
SZJOITL,X,O,X,O,X,X,O,X,X,X
SZJOILT,X,O,O,O,X,X,X,X,X,X
SZJOLTI,X,O,X,O,X,X,O,X,X,X
SZJOLIT,X,O,O,O,X,X,X,X,X,X
SZOTILJ,O,X,X,O,X,X,O,X,O,X
SZOTIJL,O,O,X,O,X,X,O,X,O,X
SZOTLIJ,O,X,X,O,X,X,O,X,O,X
SZOTLJI,O,X,X,O,X,X,O,X,O,X
SZOTJIL,O,O,X,O,X,X,O,X,O,X
SZOTJLI,O,O,X,O,X,X,O,X,O,X
SZOITLJ,O,X,X,O,X,X,O,X,O,X
SZOITJL,O,O,X,O,X,X,O,X,O,X
SZOILTJ,O,X,X,O,X,X,X,X,X,X
SZOILJT,O,X,X,O,X,X,X,X,X,X
SZOIJTL,X,O,X,O,X,X,O,X,X,X
SZOIJLT,X,O,X,O,X,X,X,X,X,X
SZOLTIJ,O,X,X,O,X,X,O,X,O,X
SZOLTJI,O,X,X,O,X,X,O,X,O,X
SZOLITJ,O,X,X,O,X,X,X,X,X,X
SZOLIJT,O,X,X,O,X,X,X,X,X,X
SZOLJTI,O,X,X,O,X,X,O,X,X,X
SZOLJIT,O,X,X,O,X,X,X,X,X,X
SZOJTIL,X,O,X,O,X,X,O,X,O,X
SZOJTLI,X,O,X,O,X,X,O,X,O,X
SZOJITL,X,O,X,O,X,X,O,X,X,X
SZOJILT,X,O,X,O,X,X,X,X,X,X
SZOJLTI,X,O,X,O,X,X,O,X,X,X
SZOJLIT,X,O,X,O,X,X,X,X,X,X
SOTILJZ,O,X,X,X,X,O,O,X,X,X
SOTILZJ,O,X,X,X,X,X,O,X,X,O
SOTIJLZ,O,O,X,X,X,O,O,X,X,X
SOTIJZL,X,O,X,X,X,X,O,X,X,X
SOTIZLJ,X,X,X,X,X,X,X,X,O,O
SOTIZJL,X,X,X,X,X,X,X,X,O,X
SOTLIJZ,O,X,X,X,X,O,O,X,X,X
SOTLIZJ,O,X,X,X,X,X,O,X,X,O
SOTLJIZ,O,X,X,X,X,O,O,X,X,X
SOTLJZI,O,X,X,X,X,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,X,O,X,X,O
SOTLZJI,O,X,X,X,X,X,O,X,X,X
SOTJILZ,O,O,X,X,X,O,O,X,X,X
SOTJIZL,X,O,X,X,X,X,O,X,X,X
SOTJLIZ,O,O,X,X,X,O,O,X,X,X
SOTJLZI,O,O,X,X,X,X,O,X,X,X
SOTJZIL,X,O,X,X,X,X,O,X,X,X
SOTJZLI,X,O,X,X,X,X,O,X,X,X
SOTZILJ,X,X,X,X,X,X,O,X,O,O
SOTZIJL,X,X,X,X,X,X,O,X,O,X
SOTZLIJ,X,X,X,X,X,X,O,X,O,O
SOTZLJI,X,X,X,X,X,X,O,X,O,X
SOTZJIL,X,X,X,X,X,X,O,X,O,X
SOTZJLI,X,X,X,X,X,X,O,X,O,X
SOITLJZ,O,X,X,X,X,O,O,X,X,X
SOITLZJ,O,X,X,X,X,X,O,X,X,O
SOITJLZ,O,O,X,X,X,O,O,X,X,X
SOITJZL,X,O,X,X,X,X,O,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,X,O
SOITZJL,X,X,X,X,X,X,X,X,X,X
SOILTJZ,O,X,X,X,X,O,X,X,X,X
SOILTZJ,X,X,X,X,X,X,X,X,X,O
SOILJTZ,O,X,X,X,X,O,X,X,X,X
SOILJZT,O,X,X,O,X,O,X,X,X,X
SOILZTJ,X,X,X,O,X,X,X,X,X,X
SOILZJT,O,X,X,O,X,X,X,X,X,X
SOIJTLZ,X,O,X,X,X,X,O,X,X,X
SOIJTZL,X,O,X,X,X,X,O,X,X,X
SOIJLTZ,X,O,X,X,X,O,X,X,X,X
SOIJLZT,X,O,X,O,X,O,X,X,X,X
SOIJZTL,X,X,X,O,X,X,X,X,X,X
SOIJZLT,X,O,X,O,X,X,X,X,X,X
SOIZTLJ,X,X,X,O,X,X,X,X,X,X
SOIZTJL,X,X,X,O,X,X,X,X,X,X
SOIZLTJ,X,X,X,O,X,X,X,X,X,X
SOIZLJT,X,X,X,O,X,X,X,X,X,X
SOIZJTL,X,X,X,O,X,X,X,X,X,X
SOIZJLT,X,X,X,O,X,X,X,X,X,X
SOLTIJZ,O,X,X,X,X,O,O,X,X,X
SOLTIZJ,O,X,X,X,X,X,O,X,X,O
SOLTJIZ,O,X,X,X,X,O,O,X,X,X
SOLTJZI,O,X,X,X,X,X,O,X,X,X
SOLTZIJ,O,X,X,X,X,X,O,X,X,O
SOLTZJI,O,X,X,X,X,X,O,X,X,X
SOLITJZ,O,X,X,X,X,O,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X,X,X,O
SOLIJTZ,O,X,X,X,X,O,X,X,X,X
SOLIJZT,O,X,X,O,X,O,X,X,X,X
SOLIZTJ,X,X,X,O,X,X,X,X,X,X
SOLIZJT,O,X,X,O,X,X,X,X,X,X
SOLJTIZ,O,X,X,X,X,X,O,X,X,X
SOLJTZI,O,X,X,X,X,X,O,X,X,X
SOLJITZ,O,X,X,X,X,O,X,X,X,X
SOLJIZT,O,X,X,O,X,O,X,X,X,X
SOLJZTI,X,X,X,O,X,X,X,X,X,X
SOLJZIT,O,X,X,O,X,X,X,X,X,X
SOLZTIJ,O,X,X,O,X,X,X,X,X,X
SOLZTJI,O,X,X,O,X,X,X,X,X,X
SOLZITJ,X,X,X,O,X,X,X,X,X,X
SOLZIJT,O,X,X,O,X,X,X,X,X,X
SOLZJTI,X,X,X,O,X,X,X,X,X,X
SOLZJIT,O,X,X,O,X,X,X,X,X,X
SOJTILZ,X,O,X,X,X,X,O,X,X,X
SOJTIZL,X,O,X,X,X,X,O,X,X,X
SOJTLIZ,X,O,X,X,X,X,O,X,X,X
SOJTLZI,X,O,X,X,X,X,O,X,X,X
SOJTZIL,X,O,X,X,X,X,O,X,X,X
SOJTZLI,X,O,X,X,X,X,O,X,X,X
SOJITLZ,X,O,X,X,X,X,O,X,X,X
SOJITZL,X,O,X,X,X,X,O,X,X,X
SOJILTZ,X,O,X,X,X,O,X,X,X,X
SOJILZT,X,O,X,O,X,O,X,X,X,X
SOJIZTL,X,X,X,O,X,X,X,X,X,X
SOJIZLT,X,O,X,O,X,X,X,X,X,X
SOJLTIZ,X,O,X,X,X,X,O,X,X,X
SOJLTZI,X,X,X,X,X,X,O,X,X,X
SOJLITZ,X,O,X,X,X,O,X,X,X,X
SOJLIZT,X,O,X,O,X,O,X,X,X,X
SOJLZTI,X,X,X,O,X,X,X,X,X,X
SOJLZIT,X,O,X,O,X,X,X,X,X,X
SOJZTIL,X,X,X,O,X,X,O,X,X,X
SOJZTLI,X,X,X,O,X,X,O,X,X,X
SOJZITL,X,X,X,O,X,X,O,X,X,X
SOJZILT,X,O,X,O,X,X,X,X,X,X
SOJZLTI,X,X,X,O,X,X,O,X,X,X
SOJZLIT,X,O,X,O,X,X,X,X,X,X
SOZTILJ,X,X,X,O,X,X,O,X,O,X
SOZTIJL,X,X,X,O,X,X,O,X,O,X
SOZTLIJ,X,X,X,O,X,X,O,X,O,X
SOZTLJI,X,X,X,O,X,X,O,X,O,X
SOZTJIL,X,X,X,O,X,X,O,X,O,X
SOZTJLI,X,X,X,O,X,X,O,X,O,X
SOZITLJ,X,X,X,O,X,X,O,X,O,X
SOZITJL,X,X,X,O,X,X,O,X,O,X
SOZILTJ,X,X,X,O,X,X,X,X,X,X
SOZILJT,X,X,X,O,X,X,X,X,X,X
SOZIJTL,X,X,X,O,X,X,O,X,X,X
SOZIJLT,X,X,X,O,X,X,X,X,X,X
SOZLTIJ,X,X,X,O,X,X,O,X,O,X
SOZLTJI,X,X,X,O,X,X,O,X,O,X
SOZLITJ,X,X,X,O,X,X,X,X,X,X
SOZLIJT,X,X,X,O,X,X,X,X,X,X
SOZLJTI,X,X,X,O,X,X,O,X,X,X
SOZLJIT,X,X,X,O,X,X,X,X,X,X
SOZJTIL,X,X,X,O,X,X,O,X,O,X
SOZJTLI,X,X,X,O,X,X,O,X,O,X
SOZJITL,X,X,X,O,X,X,O,X,X,X
SOZJILT,X,X,X,O,X,X,X,X,X,X
SOZJLTI,X,X,X,O,X,X,O,X,X,X
SOZJLIT,X,X,X,O,X,X,X,X,X,X
ZTILJSO,O,O,O,X,O,X,X,O,X,X
ZTILJOS,O,O,O,X,O,X,X,O,X,X
ZTILSJO,O,X,O,X,O,X,X,X,X,X
ZTILSOJ,O,X,X,X,O,X,X,X,X,X
ZTILOJS,O,O,O,X,O,X,X,X,X,O
ZTILOSJ,O,X,X,X,O,X,X,X,X,O
ZTIJLSO,O,O,O,X,O,X,X,O,X,X
ZTIJLOS,O,O,O,X,O,X,X,O,X,X
ZTIJSLO,O,O,O,X,O,X,X,O,X,X
ZTIJSOL,O,O,O,X,X,X,X,X,X,X
ZTIJOLS,O,O,O,X,O,O,X,O,X,O
ZTIJOSL,O,O,O,X,X,X,X,X,X,X
ZTISLJO,O,X,O,O,O,X,X,X,O,X
ZTISLOJ,O,X,X,O,O,X,X,X,O,X
ZTISJLO,O,O,O,O,O,X,X,O,O,X
ZTISJOL,O,O,O,O,X,X,X,X,O,X
ZTISOLJ,O,X,X,O,X,X,X,X,O,O
ZTISOJL,O,O,X,O,X,X,X,X,O,X
ZTIOLJS,O,O,O,X,O,O,X,X,X,O
ZTIOLSJ,O,X,X,X,O,X,X,X,X,O
ZTIOJLS,O,O,O,X,O,O,X,O,X,O
ZTIOJSL,O,O,O,X,X,X,X,X,X,X
ZTIOSLJ,O,X,X,O,X,X,X,X,O,O
ZTIOSJL,O,O,X,O,X,X,X,X,O,X
ZTLIJSO,O,O,O,X,O,X,X,O,X,X
ZTLIJOS,O,O,O,X,O,X,X,O,X,X
ZTLISJO,O,X,O,X,O,X,X,X,X,X
ZTLISOJ,O,X,X,X,O,X,X,X,X,X
ZTLIOJS,O,O,O,X,O,X,X,X,X,O
ZTLIOSJ,O,X,X,X,O,X,X,X,X,O
ZTLJISO,O,O,O,X,O,X,X,O,X,X
ZTLJIOS,O,O,O,X,O,X,X,O,X,X
ZTLJSIO,O,O,O,X,O,X,X,O,X,X
ZTLJSOI,O,O,O,X,O,X,X,O,X,X
ZTLJOIS,O,O,O,X,O,X,X,O,X,X
ZTLJOSI,O,O,O,X,O,X,X,O,X,X
ZTLSIJO,O,X,O,X,O,X,X,X,O,X
ZTLSIOJ,O,X,X,X,O,X,X,X,O,X
ZTLSJIO,O,X,O,X,O,X,X,X,O,X
ZTLSJOI,O,X,O,X,O,X,X,X,O,X
ZTLSOIJ,O,X,X,X,O,X,X,X,O,X
ZTLSOJI,O,X,X,X,O,X,X,X,O,X
ZTLOIJS,O,O,O,X,O,X,X,X,X,O
ZTLOISJ,O,X,X,X,O,X,X,X,X,O
ZTLOJIS,O,O,O,X,O,X,X,X,X,O
ZTLOJSI,O,O,O,X,O,X,X,X,X,X
ZTLOSIJ,O,X,X,X,O,X,X,X,O,O
ZTLOSJI,O,X,X,X,O,X,X,X,O,X
ZTJILSO,O,O,O,X,O,X,X,O,X,X
ZTJILOS,O,O,O,X,O,X,X,O,X,X
ZTJISLO,O,O,O,X,O,X,X,O,X,X
ZTJISOL,O,O,O,X,X,X,X,X,X,X
ZTJIOLS,O,O,O,X,O,O,X,O,X,O
ZTJIOSL,O,O,O,X,X,X,X,X,X,X
ZTJLISO,O,O,O,X,O,X,X,O,X,X
ZTJLIOS,O,O,O,X,O,X,X,O,X,X
ZTJLSIO,O,O,O,X,O,X,X,O,X,X
ZTJLSOI,O,O,O,X,O,X,X,O,X,X
ZTJLOIS,O,O,O,X,O,X,X,O,X,X
ZTJLOSI,O,O,O,X,O,X,X,O,X,X
ZTJSILO,O,O,O,X,O,X,O,O,O,X
ZTJSIOL,O,O,O,X,X,X,O,X,O,X
ZTJSLIO,O,O,O,X,O,X,O,O,O,X
ZTJSLOI,O,O,O,X,O,X,O,O,O,X
ZTJSOIL,O,O,O,X,X,X,O,X,O,X
ZTJSOLI,O,O,O,X,X,X,O,X,O,X
ZTJOILS,O,O,O,X,O,O,X,O,X,O
ZTJOISL,O,O,O,X,X,X,X,X,X,X
ZTJOLIS,O,O,O,X,O,O,X,O,X,O
ZTJOLSI,O,O,O,X,O,X,X,O,X,X
ZTJOSIL,O,O,O,X,X,X,O,X,O,X
ZTJOSLI,O,O,O,X,X,X,O,X,O,X
ZTSILJO,O,X,O,O,O,X,O,X,O,X
ZTSILOJ,O,X,X,O,O,X,O,X,O,X
ZTSIJLO,O,O,O,O,O,X,O,O,O,X
ZTSIJOL,O,O,O,O,X,X,O,X,O,X
ZTSIOLJ,O,X,X,O,X,X,O,X,O,O
ZTSIOJL,O,O,X,O,X,X,O,X,O,X
ZTSLIJO,O,X,O,O,O,X,O,X,O,X
ZTSLIOJ,O,X,X,O,O,X,O,X,O,X
ZTSLJIO,O,X,O,O,O,X,O,X,O,X
ZTSLJOI,O,X,O,O,O,X,O,X,O,X
ZTSLOIJ,O,X,X,O,O,X,O,X,O,X
ZTSLOJI,O,X,X,O,O,X,O,X,O,X
ZTSJILO,O,O,O,O,O,X,O,O,O,X
ZTSJIOL,O,O,O,O,X,X,O,X,O,X
ZTSJLIO,O,O,O,O,O,X,O,O,O,X
ZTSJLOI,O,O,O,O,O,X,O,O,O,X
ZTSJOIL,O,O,O,O,X,X,O,X,O,X
ZTSJOLI,O,O,O,O,X,X,O,X,O,X
ZTSOILJ,O,X,X,O,X,X,O,X,O,O
ZTSOIJL,O,O,X,O,X,X,O,X,O,X
ZTSOLIJ,O,X,X,O,X,X,O,X,O,O
ZTSOLJI,O,X,X,O,X,X,O,X,O,X
ZTSOJIL,O,O,X,O,X,X,O,X,O,X
ZTSOJLI,O,O,X,O,X,X,O,X,O,X
ZTOILJS,O,O,O,X,O,O,X,X,X,O
ZTOILSJ,O,X,X,X,O,X,X,X,X,O
ZTOIJLS,O,O,O,X,O,O,X,O,X,O
ZTOIJSL,O,O,O,X,X,X,X,X,X,X
ZTOISLJ,O,X,X,O,X,X,X,X,O,O
ZTOISJL,O,O,X,O,X,X,X,X,O,X
ZTOLIJS,O,O,O,X,O,O,X,X,X,O
ZTOLISJ,O,X,X,X,O,X,X,X,X,O
ZTOLJIS,O,O,O,X,O,O,X,X,X,O
ZTOLJSI,O,O,O,X,O,X,X,X,X,X
ZTOLSIJ,O,X,X,X,O,X,X,X,O,O
ZTOLSJI,O,X,X,X,O,X,X,X,O,X
ZTOJILS,O,O,O,X,O,O,X,O,X,O
ZTOJISL,O,O,O,X,X,X,X,X,X,X
ZTOJLIS,O,O,O,X,O,O,X,O,X,O
ZTOJLSI,O,O,O,X,O,X,X,O,X,X
ZTOJSIL,O,O,O,X,X,X,O,X,O,X
ZTOJSLI,O,O,O,X,X,X,O,X,O,X
ZTOSILJ,O,X,X,O,X,X,O,X,O,O
ZTOSIJL,O,O,X,O,X,X,O,X,O,X
ZTOSLIJ,O,X,X,O,X,X,O,X,O,O
ZTOSLJI,O,X,X,O,X,X,O,X,O,X
ZTOSJIL,O,O,X,O,X,X,O,X,O,X
ZTOSJLI,O,O,X,O,X,X,O,X,O,X
ZITLJSO,O,O,O,X,O,X,X,O,X,X
ZITLJOS,O,O,O,X,O,X,X,O,X,X
ZITLSJO,O,X,O,X,O,X,X,X,X,X
ZITLSOJ,O,X,X,X,O,X,X,X,X,X
ZITLOJS,O,O,O,X,O,X,X,X,X,O
ZITLOSJ,O,X,X,X,O,X,X,X,X,O
ZITJLSO,O,O,O,X,O,X,X,O,X,X
ZITJLOS,O,O,O,X,O,X,X,O,X,X
ZITJSLO,O,O,O,X,O,X,X,O,X,X
ZITJSOL,O,O,O,X,X,X,X,X,X,X
ZITJOLS,O,O,O,X,O,O,X,O,X,O
ZITJOSL,O,O,O,X,X,X,X,X,X,X
ZITSLJO,O,X,O,O,O,X,X,X,O,X
ZITSLOJ,O,X,X,O,O,X,X,X,O,X
ZITSJLO,O,O,O,O,O,X,X,O,O,X
ZITSJOL,O,O,O,O,X,X,X,X,O,X
ZITSOLJ,O,X,X,O,X,X,X,X,O,O
ZITSOJL,O,O,X,O,X,X,X,X,O,X
ZITOLJS,O,O,O,X,O,O,X,X,X,O
ZITOLSJ,O,X,X,X,O,X,X,X,X,O
ZITOJLS,O,O,O,X,O,O,X,O,X,O
ZITOJSL,O,O,O,X,X,X,X,X,X,X
ZITOSLJ,O,X,X,O,X,X,X,X,O,O
ZITOSJL,O,O,X,O,X,X,X,X,O,X
ZILTJSO,O,O,O,X,O,X,X,O,X,X
ZILTJOS,O,O,O,X,O,X,X,O,X,X
ZILTSJO,O,X,O,X,O,X,X,X,X,X
ZILTSOJ,O,X,X,X,O,X,X,X,X,X
ZILTOJS,O,O,O,X,O,X,X,X,X,X
ZILTOSJ,O,X,X,X,O,X,X,X,X,X
ZILJTSO,X,O,O,X,O,X,X,O,X,X
ZILJTOS,X,O,O,X,O,X,X,O,X,X
ZILJSTO,O,O,X,X,X,X,X,O,X,X
ZILJSOT,O,O,O,X,O,X,X,O,X,X
ZILJOTS,X,O,O,X,O,X,X,O,X,X
ZILJOST,O,O,O,X,O,X,X,O,X,X
ZILSTJO,O,X,O,O,X,X,X,X,X,X
ZILSTOJ,O,X,X,O,X,X,X,X,X,X
ZILSJTO,O,X,X,O,X,X,X,X,X,X
ZILSJOT,O,X,O,O,O,X,X,X,X,X
ZILSOTJ,O,X,X,O,X,X,X,X,X,X
ZILSOJT,O,X,X,O,O,X,X,X,X,X
ZILOTJS,O,O,O,X,O,X,X,X,X,X
ZILOTSJ,O,X,X,X,X,X,X,X,X,X
ZILOJTS,X,O,O,X,O,X,X,X,X,X
ZILOJST,O,O,O,X,O,X,X,X,X,X
ZILOSTJ,O,X,X,O,X,X,X,X,X,X
ZILOSJT,O,X,X,O,O,X,X,X,X,X
ZIJTLSO,O,O,O,X,O,X,X,O,X,X
ZIJTLOS,O,O,O,X,O,X,X,O,X,X
ZIJTSLO,O,O,O,X,O,X,X,O,X,X
ZIJTSOL,O,O,O,X,X,X,X,X,X,X
ZIJTOLS,O,O,O,X,O,O,X,O,X,X
ZIJTOSL,O,O,O,X,X,X,X,X,X,X
ZIJLTSO,X,O,O,X,O,X,X,O,X,X
ZIJLTOS,X,O,O,X,O,X,X,O,X,X
ZIJLSTO,O,O,X,X,X,X,X,O,X,X
ZIJLSOT,O,O,O,X,O,X,X,O,X,X
ZIJLOTS,X,O,O,X,O,X,X,O,X,X
ZIJLOST,O,O,O,X,O,X,X,O,X,X
ZIJSTLO,X,O,X,O,O,X,O,O,X,X
ZIJSTOL,X,O,X,O,X,X,O,X,X,X
ZIJSLTO,X,O,X,O,X,X,X,O,X,X
ZIJSLOT,X,O,O,O,O,X,X,O,X,X
ZIJSOTL,X,O,X,O,X,X,O,X,X,X
ZIJSOLT,X,O,O,O,X,X,X,X,X,X
ZIJOTLS,O,O,O,X,O,X,X,O,X,X
ZIJOTSL,O,O,O,X,X,X,X,X,X,X
ZIJOLTS,X,O,O,X,O,O,X,O,X,X
ZIJOLST,O,O,O,X,O,O,X,O,X,X
ZIJOSTL,X,O,X,O,X,X,O,X,X,X
ZIJOSLT,X,O,O,O,X,X,X,X,X,X
ZISTLJO,O,X,O,O,O,X,O,X,O,X
ZISTLOJ,O,X,X,O,O,X,O,X,O,X
ZISTJLO,O,O,O,O,O,X,O,O,O,X
ZISTJOL,O,O,O,O,X,X,O,X,O,X
ZISTOLJ,O,X,X,O,X,X,O,X,O,X
ZISTOJL,O,O,X,O,X,X,O,X,O,X
ZISLTJO,O,X,O,O,X,X,X,X,X,X
ZISLTOJ,O,X,X,O,X,X,X,X,X,X
ZISLJTO,O,X,X,O,X,X,X,X,X,X
ZISLJOT,O,X,O,O,O,X,X,X,X,X
ZISLOTJ,O,X,X,O,X,X,X,X,X,X
ZISLOJT,O,X,X,O,O,X,X,X,X,X
ZISJTLO,X,O,X,O,O,X,O,O,X,X
ZISJTOL,X,O,X,O,X,X,O,X,X,X
ZISJLTO,X,O,X,O,X,X,X,O,X,X
ZISJLOT,X,O,O,O,O,X,X,O,X,X
ZISJOTL,X,O,X,O,X,X,O,X,X,X
ZISJOLT,X,O,O,O,X,X,X,X,X,X
ZISOTLJ,O,X,X,O,X,X,O,X,O,X
ZISOTJL,O,O,X,O,X,X,O,X,O,X
ZISOLTJ,O,X,X,O,X,X,X,X,X,X
ZISOLJT,O,X,X,O,X,X,X,X,X,X
